S.No,STATE,DISTRICT,Lat,Lon,ACTUAL_1,NORMAL_1,PCTDEP_1,CAT_1,ACTUAL_2,NORMAL_2,PCTDEP_2,CAT_2,match_type,match_score
1,ANDAMAN & NICOBAR ISLANDS,NICOBAR,7.507,93.597,2,6.3,-68%,LD,470.9,806.7,-42%,D,EXACT,1.0
2,ANDAMAN & NICOBAR ISLANDS,NORTH & MIDDLE ANDAMAN,12.833,92.863,0.8,15.9,-95%,LD,1941.5,1464,33%,E,EXACT,1.0
3,ANDAMAN & NICOBAR ISLANDS,SOUTH ANDAMAN,11.508,92.644,5.1,14,-63%,LD,1016.1,1234.7,-18%,N,EXACT,1.0
1,ARUNACHAL PRADESH,ANJAW,28.066,96.825,2.1,6.5,-68%,LD,164,1328.9,-88%,LD,EXACT,1.0
2,ARUNACHAL PRADESH,CHANGLANG,27.363,96.341,20,11,81%,LE,967.1,1107.8,-13%,N,EXACT,1.0
3,ARUNACHAL PRADESH,DIBANG VALLEY,28.7,95.88,,2.2,,ND,,918.2,,ND,EXACT,1.0
4,ARUNACHAL PRADESH,EAST KAMENG,27.586,92.923,14.7,9,63%,LE,1183.4,976.9,21%,E,EXACT,1.0
5,ARUNACHAL PRADESH,EAST SIANG,28.044,95.355,5.9,24.8,-76%,LD,1916.3,2612.1,-27%,D,EXACT,1.0
6,ARUNACHAL PRADESH,KURUNG KUMEY,28.014,93.202,8.3,6.6,25%,E,516.8,919.5,-44%,D,EXACT,1.0
7,ARUNACHAL PRADESH,LOHIT,27.906,96.276,6.1,6.3,-3%,N,808.3,1279.7,-37%,D,EXACT,1.0
8,ARUNACHAL PRADESH,LOWER DIBANG VALLEY,28.25,95.84,,13.1,,ND,,1899.6,,ND,EXACT,1.0
9,ARUNACHAL PRADESH,LOWER SUBANSIRI,27.562,93.787,5.7,5.8,-1%,N,390.9,616.7,-37%,D,EXACT,1.0
10,ARUNACHAL PRADESH,PAPUMPARA,27.29,93.593,3.8,21.1,-82%,LD,1488.3,1785.8,-17%,N,EXACT,1.0
11,ARUNACHAL PRADESH,TAWANG,27.662,91.95,0,9.1,-100%,NR,305.1,805.8,-62%,LD,EXACT,1.0
12,ARUNACHAL PRADESH,TIRAP,27.028,95.532,7.5,11.7,-36%,D,1642.5,1623.2,1%,N,EXACT,1.0
13,ARUNACHAL PRADESH,UPPER SIANG,28.834,94.915,0,12.1,-100%,NR,971.1,1358.6,-29%,D,EXACT,1.0
14,ARUNACHAL PRADESH,UPPER SUBANSIRI,28.291,93.933,0,6.3,-100%,NR,308.7,763,-60%,LD,EXACT,1.0
15,ARUNACHAL PRADESH,WEST KAMENG,27.298,92.39,7.6,10.6,-29%,D,454.5,1399.8,-68%,LD,EXACT,1.0
16,ARUNACHAL PRADESH,WEST SIANG,28.159,94.625,1.9,11.7,-84%,LD,572.3,1620.3,-65%,LD,EXACT,1.0
1,ASSAM,BAJALI,26.47,91.0,13,7.2,81%,LE,1022.5,1739.9,-41%,D,EXACT,1.0
2,ASSAM,BAKSA,26.661,91.353,23.7,4.5,426%,LE,1079.8,1269.6,-15%,N,EXACT,1.0
3,ASSAM,BARPETA,26.34,91.005,3.2,7.2,-55%,D,1150,1739.9,-34%,D,EXACT,1.0
4,ASSAM,BISWANATH,26.829,93.383,,11,,ND,,1239.6,,ND,EXACT,1.0
5,ASSAM,BONGAIGAON,26.36,90.62,4.3,8,-47%,D,846.2,1967.8,-57%,D,EXACT,1.0
6,ASSAM,CACHAR,24.813,92.855,10.2,10.9,-6%,N,1436.8,1500.7,-4%,N,EXACT,1.0
7,ASSAM,CHARAIDEO,27.063,95.046,7.5,7.1,6%,N,1107.5,864.4,28%,E,EXACT,1.0
8,ASSAM,CHIRANG,26.66,90.599,13.5,9.1,48%,E,1165.6,1972.3,-41%,D,EXACT,1.0
9,ASSAM,DARRANG,26.448,92.029,1.4,4.1,-66%,LD,644.6,1073.8,-40%,D,EXACT,1.0
10,ASSAM,DHEMAJI,27.59,94.775,28.6,10,186%,LE,1968.6,1678,17%,N,EXACT,1.0
11,ASSAM,DHUBRI,26.01,90.033,9.1,10.4,-13%,N,1152.7,1764.5,-35%,D,EXACT,1.0
12,ASSAM,DIBRUGARH,27.367,95.053,17.8,12.9,38%,E,1015.6,1223.4,-17%,N,EXACT,1.0
13,ASSAM,DIMA HASAO,25.378,93.031,70.5,4.2,1578%,LE,509.7,844.7,-40%,D,EXACT,1.0
14,ASSAM,GOALPARA,26.052,90.605,14.5,11,32%,E,908.6,1673,-46%,D,EXACT,1.0
15,ASSAM,GOLAGHAT,26.475,93.835,11.3,10.8,4%,N,785.7,861.8,-9%,N,EXACT,1.0
16,ASSAM,HAILAKANDI,24.498,92.588,5.1,8.2,-37%,D,1124.9,1258.3,-11%,N,EXACT,1.0
17,ASSAM,HOJAI,25.978,92.98,5.1,3.5,46%,E,369.8,621,-40%,D,EXACT,1.0
18,ASSAM,JORHAT,26.711,94.264,7.5,8.4,-11%,N,732,1028.3,-29%,D,EXACT,1.0
19,ASSAM,KAMRUP METROPOLITAN,26.13,91.888,13.9,7,98%,LE,722.5,874.4,-17%,N,EXACT,1.0
20,ASSAM,KAMRUP RURAL,26.1,91.415,15.2,5.7,167%,LE,532.6,1076.3,-51%,D,EXACT,1.0
21,ASSAM,KARBI ANGLONG,26.157,93.405,6,3.9,55%,E,535.5,665,-19%,N,EXACT,1.0
22,ASSAM,KOKRAJHAR,26.494,90.117,3.8,16.3,-77%,LD,2069.4,2253.8,-8%,N,EXACT,1.0
23,ASSAM,LAKHIMPUR,27.174,94.141,25.8,16.5,56%,E,1981.3,1673.5,18%,N,EXACT,1.0
24,ASSAM,MAJULI,26.999,94.292,,8.4,,ND,966,1028.3,-6%,N,EXACT,1.0
