S.No,STATE,DISTRICT,Lat,Lon,ACTUAL_1,NORMAL_1,PCTDEP_1,CAT_1,ACTUAL_2,NORMAL_2,PCTDEP_2,CAT_2,match_type,match_score
1,ANDAMAN & NICOBAR ISLANDS,NICOBAR,7.507,93.597,10.9,11.5,-6%,N,456.7,765.7,-40%,D,EXACT,1.0
2,ANDAMAN & NICOBAR ISLANDS,NORTH & MIDDLE ANDAMAN,12.833,92.863,24,18.8,28%,E,1925.2,1385.6,39%,E,EXACT,1.0
3,ANDAMAN & NICOBAR ISLANDS,SOUTH ANDAMAN,11.508,92.644,7.8,12.9,-40%,D,989.4,1163.6,-15%,N,EXACT,1.0
1,ARUNACHAL PRADESH,ANJAW,28.066,96.825,0,8.5,-100%,NR,139.6,1293,-89%,LD,EXACT,1.0
2,ARUNACHAL PRADESH,CHANGLANG,27.363,96.341,69,7.7,796%,LE,939.1,1057.2,-11%,N,EXACT,1.0
3,ARUNACHAL PRADESH,DIBANG VALLEY,28.7,95.88,,2.1,,ND,,903.8,,ND,EXACT,1.0
4,ARUNACHAL PRADESH,EAST KAMENG,27.586,92.923,0,10.8,-100%,NR,1077.3,935.7,15%,N,EXACT,1.0
5,ARUNACHAL PRADESH,EAST SIANG,28.044,95.355,1.6,16.1,-90%,LD,1860.7,2498.3,-26%,D,EXACT,1.0
6,ARUNACHAL PRADESH,KURUNG KUMEY,28.014,93.202,,8.5,,ND,455.3,878.2,-48%,D,EXACT,1.0
7,ARUNACHAL PRADESH,LOHIT,27.906,96.276,1.5,9.2,-84%,LD,792.5,1240.2,-36%,D,EXACT,1.0
8,ARUNACHAL PRADESH,LOWER DIBANG VALLEY,28.25,95.84,,10.9,,ND,,1826.3,,ND,EXACT,1.0
9,ARUNACHAL PRADESH,LOWER SUBANSIRI,27.562,93.787,0,3.9,-100%,NR,354.9,591.1,-40%,D,EXACT,1.0
10,ARUNACHAL PRADESH,PAPUMPARA,27.29,93.593,,15.2,,ND,1374.1,1715.5,-20%,D,EXACT,1.0
11,ARUNACHAL PRADESH,TAWANG,27.662,91.95,4.9,6.5,-25%,D,302,769.5,-61%,LD,EXACT,1.0
12,ARUNACHAL PRADESH,TIRAP,27.028,95.532,15,16.6,-10%,N,1624,1559.4,4%,N,EXACT,1.0
13,ARUNACHAL PRADESH,UPPER SIANG,28.834,94.915,7,12.9,-46%,D,936.8,1297.3,-28%,D,EXACT,1.0
14,ARUNACHAL PRADESH,UPPER SUBANSIRI,28.291,93.933,0.3,4.1,-94%,LD,277.3,733,-62%,LD,EXACT,1.0
15,ARUNACHAL PRADESH,WEST KAMENG,27.298,92.39,4,10.8,-63%,LD,403.3,1342.5,-70%,LD,EXACT,1.0
16,ARUNACHAL PRADESH,WEST SIANG,28.159,94.625,0,8.5,-100%,NR,548.3,1559.3,-65%,LD,EXACT,1.0
26,ASSAM,NAGAON,26.362,92.754,0,11.6,-100%,NR,359,812.4,-56%,D,EXACT,1.0
27,ASSAM,NALBARI,26.371,91.382,2.1,14.1,-85%,LD,505.6,1287.2,-61%,LD,EXACT,1.0
28,ASSAM,SIBSAGAR,26.97,94.66,0,8.2,-100%,NR,666.8,937.4,-29%,D,EXACT,1.0
29,ASSAM,SONITPUR,26.757,92.699,7.5,14.3,-48%,D,875.6,934.7,-6%,N,EXACT,1.0
30,ASSAM,SOUTH SALMARA,25.918,89.962,,8.9,,ND,,1699.1,,ND,EXACT,1.0
31,ASSAM,SRIBHUMI,24.868637,92.360548,8.9,18.2,-51%,D,1342.8,1732.5,-22%,D,EXACT,1.0
32,ASSAM,TAMULPUR,26.69,91.1,4.8,5.1,-6%,N,972.3,1081.9,-10%,N,EXACT,1.0
33,ASSAM,TINSUKIA,27.58,95.62,5.6,7.1,-22%,D,1124.2,1126.8,0%,N,EXACT,1.0
34,ASSAM,UDALGURI,26.73,92.032,1.7,9,-81%,LD,496.9,1167.7,-57%,D,EXACT,1.0
35,ASSAM,WEST KARBI ANGLONG,25.85,92.533,0,4.3,-100%,NR,470.6,545.2,-14%,N,EXACT,1.0
1,MEGHALAYA,EAST GARO HILLS,25.624,90.631,0.2,7.9,-98%,LD,583.2,1497.2,-61%,LD,EXACT,1.0
2,MEGHALAYA,EAST JAINTIA HILLS,25.258,92.469,30.3,17.5,73%,LE,1318.2,3646.3,-64%,LD,EXACT,1.0
3,MEGHALAYA,EAST KHASI HILLS,25.381,91.797,7.3,24.6,-70%,LD,1787.6,3633.9,-51%,D,EXACT,1.0
