S.No,STATE,DISTRICT,Lat,Lon,ACTUAL_1,NORMAL_1,PCTDEP_1,CAT_1,ACTUAL_2,NORMAL_2,PCTDEP_2,CAT_2,match_type,match_score
1,ANDAMAN & NICOBAR ISLANDS,NICOBAR,7.507,93.597,1.8,13.8,-87%,LD,703.8,1055.1,-33%,D,EXACT,1.0
2,ANDAMAN & NICOBAR ISLANDS,NORTH & MIDDLE ANDAMAN,12.833,92.863,2.3,12.5,-82%,LD,2656.9,1832.3,45%,E,EXACT,1.0
3,ANDAMAN & NICOBAR ISLANDS,SOUTH ANDAMAN,11.508,92.644,10.6,16.5,-36%,D,1382.2,1564.5,-12%,N,EXACT,1.0
1,ARUNACHAL PRADESH,ANJAW,28.066,96.825,0,3.3,-100%,NR,175.1,1531.5,-89%,LD,EXACT,1.0
2,ARUNACHAL PRADESH,CHANGLANG,27.363,96.341,0,8.9,-100%,NR,1032.7,1315.4,-21%,D,EXACT,1.0
3,ARUNACHAL PRADESH,DIBANG VALLEY,28.7,95.88,,10.2,,ND,,1145.2,,ND,EXACT,1.0
4,ARUNACHAL PRADESH,EAST KAMENG,27.586,92.923,0,10.7,-100%,NR,1437,1205.2,19%,N,EXACT,1.0
5,ARUNACHAL PRADESH,EAST SIANG,28.044,95.355,0,18.2,-100%,NR,2043.9,3093,-34%,D,EXACT,1.0
6,ARUNACHAL PRADESH,KURUNG KUMEY,28.014,93.202,0.3,11.1,-98%,LD,627.7,1193.3,-47%,D,EXACT,1.0
7,ARUNACHAL PRADESH,LOHIT,27.906,96.276,0,7.8,-100%,NR,904.9,1522.3,-41%,D,EXACT,1.0
8,ARUNACHAL PRADESH,LOWER DIBANG VALLEY,28.25,95.84,,18.6,,ND,,2298.4,,ND,EXACT,1.0
9,ARUNACHAL PRADESH,LOWER SUBANSIRI,27.562,93.787,0,6.1,-100%,NR,417.8,733.9,-43%,D,EXACT,1.0
10,ARUNACHAL PRADESH,PAPUMPARA,27.29,93.593,0,15.6,-100%,NR,1729.2,2150.1,-20%,D,EXACT,1.0
11,ARUNACHAL PRADESH,TAWANG,27.662,91.95,0,6.7,-100%,NR,347.4,967.5,-64%,LD,EXACT,1.0
12,ARUNACHAL PRADESH,TIRAP,27.028,95.532,0,7.4,-100%,NR,1863.5,1902.2,-2%,N,EXACT,1.0
13,ARUNACHAL PRADESH,UPPER SIANG,28.834,94.915,2.3,29.3,-92%,LD,1224.1,1753.4,-30%,D,EXACT,1.0
14,ARUNACHAL PRADESH,UPPER SUBANSIRI,28.291,93.933,0.3,5.6,-94%,LD,359.2,935.2,-62%,LD,EXACT,1.0
15,ARUNACHAL PRADESH,WEST KAMENG,27.298,92.39,0.1,9,-99%,LD,528,1654.6,-68%,LD,EXACT,1.0
16,ARUNACHAL PRADESH,WEST SIANG,28.159,94.625,0,13.3,-100%,NR,625.3,1970.1,-68%,LD,EXACT,1.0
1,ASSAM,BAJALI,26.47,91.0,0,21.5,-100%,NR,1062.5,2085.3,-49%,D,EXACT,1.0
2,ASSAM,BAKSA,26.661,91.353,0,8.4,-100%,NR,1154,1502.1,-23%,D,EXACT,1.0
3,ASSAM,BARPETA,26.34,91.005,0,21.5,-100%,NR,1278.2,2085.3,-39%,D,EXACT,1.0
4,ASSAM,BISWANATH,26.829,93.383,,2.1,,ND,,1434.9,,ND,EXACT,1.0
5,ASSAM,BONGAIGAON,26.36,90.62,0,23.1,-100%,NR,974.6,2327,-58%,D,EXACT,1.0
6,ASSAM,CACHAR,24.813,92.855,1.7,8.4,-80%,LD,1611.7,1783.8,-10%,N,EXACT,1.0
7,ASSAM,CHARAIDEO,27.063,95.046,0,6.8,-100%,NR,1191,1027,16%,N,EXACT,1.0
8,ASSAM,CHIRANG,26.66,90.599,0,16.1,-100%,NR,1358.2,2358.7,-42%,D,EXACT,1.0
9,ASSAM,DARRANG,26.448,92.029,0,9.2,-100%,NR,709.8,1273.1,-44%,D,EXACT,1.0
10,ASSAM,DHEMAJI,27.59,94.775,0,10.3,-100%,NR,2039.2,2044.8,0%,N,EXACT,1.0
11,ASSAM,DHUBRI,26.01,90.033,1.9,12.2,-85%,LD,1280.8,2024,-37%,D,EXACT,1.0
12,ASSAM,DIBRUGARH,27.367,95.053,0,7.9,-100%,NR,1105.4,1461.8,-24%,D,EXACT,1.0
13,ASSAM,DIMA HASAO,25.378,93.031,0,3.4,-100%,NR,557.9,988.9,-44%,D,EXACT,1.0
14,ASSAM,GOALPARA,26.052,90.605,0.2,9,-98%,LD,1016.2,1982.6,-49%,D,EXACT,1.0
15,ASSAM,GOLAGHAT,26.475,93.835,0,8.4,-100%,NR,903.2,1035.8,-13%,N,EXACT,1.0
16,ASSAM,HAILAKANDI,24.498,92.588,11.8,7.1,66%,LE,1316.7,1469.4,-10%,N,EXACT,1.0
17,ASSAM,HOJAI,25.978,92.98,0,3.9,-100%,NR,450.4,743.7,-39%,D,EXACT,1.0
18,ASSAM,JORHAT,26.711,94.264,0,9.2,-100%,NR,811.1,1248.1,-35%,D,EXACT,1.0
19,ASSAM,KAMRUP METROPOLITAN,26.13,91.888,0.1,8.1,-99%,LD,791.3,1027.6,-23%,D,EXACT,1.0
20,ASSAM,KAMRUP RURAL,26.1,91.415,0,10.5,-100%,NR,650.5,1255.9,-48%,D,EXACT,1.0
21,ASSAM,KARBI ANGLONG,26.157,93.405,0,5.6,-100%,NR,652.4,808.9,-19%,N,EXACT,1.0
22,ASSAM,KOKRAJHAR,26.494,90.117,1.7,10,-83%,LD,2271.8,2596.3,-12%,N,EXACT,1.0
23,ASSAM,LAKHIMPUR,27.174,94.141,0,10.5,-100%,NR,2176.3,1987.6,9%,N,EXACT,1.0
24,ASSAM,MAJULI,26.999,94.292,0,9.2,-100%,NR,966,1248.1,-23%,D,EXACT,1.0
25,ASSAM,MORIGAON,26.282,92.284,0,11.5,-100%,NR,663.7,1101.2,-40%,D,EXACT,1.0
26,ASSAM,NAGAON,26.362,92.754,0.3,6.7,-96%,LD,601.8,1000.3,-40%,D,EXACT,1.0
27,ASSAM,NALBARI,26.371,91.382,0,10.4,-100%,NR,628.9,1576.9,-60%,LD,EXACT,1.0
28,ASSAM,SIBSAGAR,26.97,94.66,0,8.1,-100%,NR,844.6,1159.7,-27%,D,EXACT,1.0
29,ASSAM,SONITPUR,26.757,92.699,0,4.5,-100%,NR,1123.7,1149.9,-2%,N,EXACT,1.0
30,ASSAM,SOUTH SALMARA,25.918,89.962,,12.2,,ND,,2024,,ND,EXACT,1.0
31,ASSAM,SRIBHUMI,24.868637,92.360548,0,7.1,-100%,NR,1564.8,2088.2,-25%,D,EXACT,1.0
32,ASSAM,TAMULPUR,26.69,91.1,0,7.9,-100%,NR,1148.6,1315.7,-13%,N,EXACT,1.0
33,ASSAM,TINSUKIA,27.58,95.62,0,10.6,-100%,NR,1277.5,1438.8,-11%,N,EXACT,1.0
34,ASSAM,UDALGURI,26.73,92.032,0,7.2,-100%,NR,564.5,1381.7,-59%,D,EXACT,1.0
35,ASSAM,WEST KARBI ANGLONG,25.85,92.533,0,5.6,-100%,NR,697.4,695.5,0%,N,EXACT,1.0
1,MEGHALAYA,EAST GARO HILLS,25.624,90.631,1.9,5.8,-68%,LD,663.8,1833.7,-64%,LD,EXACT,1.0
2,MEGHALAYA,EAST JAINTIA HILLS,25.258,92.469,1.6,24.2,-94%,LD,1507,4356.8,-65%,LD,EXACT,1.0
3,MEGHALAYA,EAST KHASI HILLS,25.381,91.797,0.3,20.5,-98%,LD,2002.5,4304.3,-53%,D,EXACT,1.0
4,MEGHALAYA,NORTH GARO HILLS,25.856,90.665,0.4,12.3,-96%,LD,615.5,1800.7,-66%,LD,EXACT,1.0
5,MEGHALAYA,RI BHOI,25.871,91.886,8.7,17,-49%,D,826.6,1567.6,-47%,D,EXACT,1.0
6,MEGHALAYA,SOUTH GARO HILLS,25.302,90.582,2.4,12.3,-81%,LD,906.5,1800.7,-50%,D,EXACT,1.0
7,MEGHALAYA,SOUTH WEST GARO HILLS,25.446,89.993,0.7,12.3,-94%,LD,553.1,1800.7,-69%,LD,EXACT,1.0
8,MEGHALAYA,SOUTH WEST KHASI HILLS,25.321,91.243,1.2,12.3,-91%,LD,2725.3,1800.7,51%,E,EXACT,1.0
9,MEGHALAYA,WEST GARO HILLS,25.653,90.196,2.4,8.8,-72%,LD,527.3,1816.7,-71%,LD,EXACT,1.0
10,MEGHALAYA,WEST JAINTIA HILLS,25.483,92.285,0.1,24.2,-99%,LD,910.4,4356.8,-79%,LD,EXACT,1.0
11,MEGHALAYA,WEST KHASI HILLS,25.605,91.263,0.6,11.1,-95%,LD,867.8,2584.6,-66%,LD,EXACT,1.0
1,MIZORAM,AIZAWL,23.836,92.824,24.4,9.4,159%,LE,1368.7,1561.8,-12%,N,EXACT,1.0
2,MIZORAM,CHAMPHAI,23.425,93.304,0.6,12.8,-95%,LD,946.4,1307.2,-28%,D,EXACT,1.0
3,MIZORAM,KOLASIB,24.158,92.727,14.6,12.2,20%,E,1684.8,1691.4,0%,N,EXACT,1.0
4,MIZORAM,LAWNGTLAI,22.434,92.769,4,10.7,-63%,LD,1382.4,1642.3,-16%,N,EXACT,1.0
5,MIZORAM,LUNGLEI,22.968,92.643,5.6,11.1,-50%,D,1305.6,1714.2,-24%,D,EXACT,1.0
6,MIZORAM,MAMIT,23.753,92.463,15,6.7,123%,LE,1097.8,1549.3,-29%,D,EXACT,1.0
7,MIZORAM,SAIHA,22.291,93.001,13.2,10.6,25%,E,1483.6,1691,-12%,N,EXACT,1.0
8,MIZORAM,SERCHHIP,23.299,92.934,22.3,9.6,133%,LE,1448.1,1447.5,0%,N,EXACT,1.0
1,MANIPUR,BISHNUPUR,24.538,93.799,0,5.4,-100%,NR,423.3,1122.4,-62%,LD,EXACT,1.0
2,MANIPUR,CHANDEL,24.14,94.014,0,5.4,-100%,NR,521.3,1122.4,-54%,D,EXACT,1.0
3,MANIPUR,CHURACHANDPUR,24.28,93.603,0,5.4,-100%,NR,232,1122.4,-79%,LD,EXACT,1.0
4,MANIPUR,IMPHAL EAST,24.826,94.009,0,5.5,-100%,NR,470.5,709.5,-34%,D,EXACT,1.0
5,MANIPUR,IMPHAL WEST,24.772,93.868,0,9.8,-100%,NR,721.9,1682,-57%,D,EXACT,1.0
6,MANIPUR,SENAPATI,25.398,94.127,0,7,-100%,NR,626.9,741.4,-15%,N,EXACT,1.0
7,MANIPUR,TAMENGLONG,25.047,93.556,0,18,-100%,NR,1551.8,3967.1,-61%,LD,EXACT,1.0
8,MANIPUR,THOUBAL,24.621,94.012,0,5.5,-100%,NR,331.3,709.5,-53%,D,EXACT,1.0
9,MANIPUR,UKHRUL,25.23,94.427,0,4.2,-100%,NR,926.2,995.3,-7%,N,EXACT,1.0
1,TRIPURA,DHALAI,23.839,91.92,0.6,8.9,-93%,LD,1152.6,1301.8,-11%,N,EXACT,1.0
2,TRIPURA,GOMATI,23.53,91.619,0.9,5.9,-84%,LD,1076.5,1375.1,-22%,D,EXACT,1.0
3,TRIPURA,KHOWAI,23.947,91.655,0.6,10.1,-94%,LD,1249.6,1259.5,-1%,N,EXACT,1.0
4,TRIPURA,NORTH TRIPURA,24.095,92.209,4.3,7.7,-44%,D,1122.7,1380.5,-19%,N,EXACT,1.0
5,TRIPURA,SIPAHIJALA,23.587,91.33,2.2,7,-69%,LD,1085.9,1289.9,-16%,N,EXACT,1.0
6,TRIPURA,SOUTH TRIPURA,23.192,91.588,1.8,5,-64%,LD,1149.1,1620.4,-29%,D,EXACT,1.0
7,TRIPURA,UNAKOTI,24.193,92.04,3.9,8.2,-53%,D,1307.6,1387.2,-6%,N,EXACT,1.0
8,TRIPURA,WEST TRIPURA,23.888,91.397,2,9.5,-79%,LD,1255,1160,8%,N,EXACT,1.0
1,NAGALAND,DIMAPUR,25.776,93.795,0.1,3.7,-97%,LD,775.2,804,-4%,N,EXACT,1.0
2,NAGALAND,KIPHIRE,25.847,94.824,0,5.3,-100%,NR,752.4,592.9,27%,E,EXACT,1.0
3,NAGALAND,KOHIMA,25.77,94.11,7.2,7,3%,N,1051.3,1202.8,-13%,N,EXACT,1.0
4,NAGALAND,LONGLENG,26.559,94.798,,8.9,,ND,,1033.9,,ND,EXACT,1.0
