S.No,STATE,DISTRICT,Lat,Lon,ACTUAL_1,NORMAL_1,PCTDEP_1,CAT_1,ACTUAL_2,NORMAL_2,PCTDEP_2,CAT_2,match_type,match_score
1,ANDAMAN & NICOBAR ISLANDS,NICOBAR,7.507,93.597,6.1,8.7,-30,D,400.2,620.9,-36,D,EXACT,1.0
2,ANDAMAN & NICOBAR ISLANDS,NORTH & MIDDLE ANDAMAN,12.833,92.863,9,16.5,-45,D,1478.6,1083.5,36,E,EXACT,1.0
3,ANDAMAN & NICOBAR ISLANDS,SOUTH ANDAMAN,11.508,92.644,17.3,12.1,43,E,821.1,924.9,-11,N,EXACT,1.0
1,ARUNACHAL PRADESH,ANJAW,28.066,96.825,0,5.7,-100,NR,120.4,1051.9,-89,LD,EXACT,1.0
2,ARUNACHAL PRADESH,CHANGLANG,27.363,96.341,0,5.8,-100,NR,706.1,855.4,-17,N,EXACT,1.0
3,ARUNACHAL PRADESH,DIBANG VALLEY,28.7,95.88,,1.7,,ND,,787.7,,ND,EXACT,1.0
4,ARUNACHAL PRADESH,EAST KAMENG,27.586,92.923,13.1,5.2,152,LE,998,770.1,30,E,EXACT,1.0
5,ARUNACHAL PRADESH,EAST SIANG,28.044,95.355,0.9,7.8,-88,LD,1658.9,2054.2,-19,N,EXACT,1.0
6,ARUNACHAL PRADESH,KURUNG KUMEY,28.014,93.202,37.7,7.2,423,LE,408.3,734,-44,D,EXACT,1.0
7,ARUNACHAL PRADESH,LOHIT,27.906,96.276,0,6.2,-100,NR,659.7,1018.1,-35,D,EXACT,1.0
8,ARUNACHAL PRADESH,LOWER DIBANG VALLEY,28.25,95.84,,11.5,,ND,,1517.4,,ND,EXACT,1.0
9,ARUNACHAL PRADESH,LOWER SUBANSIRI,27.562,93.787,4.6,6.8,-33,D,287.8,477.2,-40,D,EXACT,1.0
10,ARUNACHAL PRADESH,PAPUMPARA,27.29,93.593,2.8,11.1,-75,LD,1254.7,1456.9,-14,N,EXACT,1.0
11,ARUNACHAL PRADESH,TAWANG,27.662,91.95,0,9.1,-100,NR,218.1,607.3,-64,LD,EXACT,1.0
12,ARUNACHAL PRADESH,TIRAP,27.028,95.532,0,8.6,-100,NR,1381.7,1273.2,9,N,EXACT,1.0
