S.No,STATE,DISTRICT,Lat,Lon,ACTUAL_1,NORMAL_1,PCTDEP_1,CAT_1,ACTUAL_2,NORMAL_2,PCTDEP_2,CAT_2,match_type,match_score
1,ANDAMAN & NICOBAR ISLANDS,NICOBAR,7.507,93.597,3.5,8.8,-60%,LD,477.9,820.9,-42%,D,EXACT,1.0
2,ANDAMAN & NICOBAR ISLANDS,NORTH & MIDDLE ANDAMAN,12.833,92.863,0,18,-100%,NR,1941.5,1500.8,29%,E,EXACT,1.0
3,ANDAMAN & NICOBAR ISLANDS,SOUTH ANDAMAN,11.508,92.644,1.9,13.6,-86%,LD,1019.1,1259.6,-19%,N,EXACT,1.0
1,ARUNACHAL PRADESH,ANJAW,28.066,96.825,1.8,19,-91%,LD,165.8,1356,-88%,LD,EXACT,1.0
2,ARUNACHAL PRADESH,CHANGLANG,27.363,96.341,0,8.7,-100%,NR,967.1,1125.6,-14%,N,EXACT,1.0
3,ARUNACHAL PRADESH,DIBANG VALLEY,28.7,95.88,,7.5,,ND,,929.5,,ND,EXACT,1.0
4,ARUNACHAL PRADESH,EAST KAMENG,27.586,92.923,6.2,10.2,-39%,D,1201.6,1002.2,20%,E,EXACT,1.0
5,ARUNACHAL PRADESH,EAST SIANG,28.044,95.355,0.3,24.7,-99%,LD,1916.7,2660.9,-28%,D,EXACT,1.0
6,ARUNACHAL PRADESH,KURUNG KUMEY,28.014,93.202,0.7,8.8,-92%,LD,523.7,935.7,-44%,D,EXACT,1.0
7,ARUNACHAL PRADESH,LOHIT,27.906,96.276,0,11,-100%,NR,808.3,1302,-38%,D,EXACT,1.0
8,ARUNACHAL PRADESH,LOWER DIBANG VALLEY,28.25,95.84,,12.8,,ND,,1928.2,,ND,EXACT,1.0
9,ARUNACHAL PRADESH,LOWER SUBANSIRI,27.562,93.787,1.3,8,-84%,LD,393.2,630.7,-38%,D,EXACT,1.0
10,ARUNACHAL PRADESH,PAPUMPARA,27.29,93.593,14.5,13.7,6%,N,1502.8,1808.4,-17%,N,EXACT,1.0
11,ARUNACHAL PRADESH,TAWANG,27.662,91.95,2.4,8.6,-72%,LD,307.5,822.8,-63%,LD,EXACT,1.0
12,ARUNACHAL PRADESH,TIRAP,27.028,95.532,21,16.1,30%,E,1663.5,1648.5,1%,N,EXACT,1.0
13,ARUNACHAL PRADESH,UPPER SIANG,28.834,94.915,0.6,15,-96%,LD,971.7,1392.4,-30%,D,EXACT,1.0
14,ARUNACHAL PRADESH,UPPER SUBANSIRI,28.291,93.933,12.4,10.3,20%,E,321.1,781.2,-59%,D,EXACT,1.0
15,ARUNACHAL PRADESH,WEST KAMENG,27.298,92.39,0.8,9.6,-91%,LD,473.8,1422.7,-67%,LD,EXACT,1.0
16,ARUNACHAL PRADESH,WEST SIANG,28.159,94.625,0,12.7,-100%,NR,572.3,1646.7,-65%,LD,EXACT,1.0
26,ASSAM,NAGAON,26.362,92.754,4.4,7.9,-45%,D,461,867.2,-47%,D,EXACT,1.0
27,ASSAM,NALBARI,26.371,91.382,4.3,11.9,-64%,LD,545.1,1348,-60%,LD,EXACT,1.0
28,ASSAM,SIBSAGAR,26.97,94.66,3.3,8.5,-61%,LD,705.2,998.7,-29%,D,EXACT,1.0
29,ASSAM,SONITPUR,26.757,92.699,1.6,8.3,-81%,LD,993.9,994.3,0%,N,EXACT,1.0
30,ASSAM,SOUTH SALMARA,25.918,89.962,,10.3,,ND,,1785.2,,ND,EXACT,1.0
31,ASSAM,SRIBHUMI,24.868637,92.360548,0.6,15.9,-96%,LD,1422,1827.9,-22%,D,EXACT,1.0
32,ASSAM,TAMULPUR,26.69,91.1,3.2,10.7,-70%,LD,1066.4,1130.9,-6%,N,EXACT,1.0
33,ASSAM,TINSUKIA,27.58,95.62,1.8,12,-85%,LD,1138.1,1217.8,-7%,N,EXACT,1.0
34,ASSAM,UDALGURI,26.73,92.032,0.1,8.1,-99%,LD,524,1225,-57%,D,EXACT,1.0
35,ASSAM,WEST KARBI ANGLONG,25.85,92.533,24.2,5.1,375%,LE,526.2,580.2,-9%,N,EXACT,1.0
1,MEGHALAYA,EAST GARO HILLS,25.624,90.631,3.5,17.2,-80%,LD,599.2,1568.1,-62%,LD,EXACT,1.0
2,MEGHALAYA,EAST JAINTIA HILLS,25.258,92.469,3.1,38.5,-92%,LD,1378.8,3839.1,-64%,LD,EXACT,1.0
3,MEGHALAYA,EAST KHASI HILLS,25.381,91.797,17,29.8,-43%,D,1885,3837,-51%,D,EXACT,1.0
4,MEGHALAYA,NORTH GARO HILLS,25.856,90.665,7,14.3,-51%,D,558.1,1510.9,-63%,LD,EXACT,1.0
5,MEGHALAYA,RI BHOI,25.871,91.886,15,14.9,1%,N,703.2,1280.3,-45%,D,EXACT,1.0
6,MEGHALAYA,SOUTH GARO HILLS,25.302,90.582,10.9,14.3,-24%,D,797.6,1510.9,-47%,D,EXACT,1.0
7,MEGHALAYA,SOUTH WEST GARO HILLS,25.446,89.993,10.1,14.3,-29%,D,510.4,1510.9,-66%,LD,EXACT,1.0
8,MEGHALAYA,SOUTH WEST KHASI HILLS,25.321,91.243,26,14.3,82%,LE,2558,1510.9,69%,LE,EXACT,1.0
9,MEGHALAYA,WEST GARO HILLS,25.653,90.196,11.1,14.3,-22%,D,438.2,1540.4,-72%,LD,EXACT,1.0
10,MEGHALAYA,WEST JAINTIA HILLS,25.483,92.285,3.7,38.5,-90%,LD,827.8,3839.1,-78%,LD,EXACT,1.0
11,MEGHALAYA,WEST KHASI HILLS,25.605,91.263,6,9.9,-39%,D,742.1,2267.6,-67%,LD,EXACT,1.0
1,MIZORAM,AIZAWL,23.836,92.824,10.3,17.7,-42%,D,1119.4,1297.8,-14%,N,EXACT,1.0
2,MIZORAM,CHAMPHAI,23.425,93.304,6.6,9.3,-29%,D,854.8,1061.5,-19%,N,EXACT,1.0
3,MIZORAM,KOLASIB,24.158,92.727,13.4,14.2,-6%,N,1447.9,1414.5,2%,N,EXACT,1.0
4,MIZORAM,LAWNGTLAI,22.434,92.769,2.9,10.7,-73%,LD,1260.4,1387.9,-9%,N,EXACT,1.0
5,MIZORAM,LUNGLEI,22.968,92.643,2.6,14,-82%,LD,1137.7,1423.6,-20%,D,EXACT,1.0
6,MIZORAM,MAMIT,23.753,92.463,3.3,16.9,-81%,LD,809.4,1273.8,-36%,D,EXACT,1.0
7,MIZORAM,SAIHA,22.291,93.001,46.6,11.6,302%,LE,1157.9,1415.9,-18%,N,EXACT,1.0
8,MIZORAM,SERCHHIP,23.299,92.934,4.7,10.9,-57%,D,1227.1,1221.2,0%,N,EXACT,1.0
1,MANIPUR,BISHNUPUR,24.538,93.799,7.5,6.3,19%,N,400.7,948.7,-58%,D,EXACT,1.0
2,MANIPUR,CHANDEL,24.14,94.014,3.1,6.3,-52%,D,461.9,948.7,-51%,D,EXACT,1.0
3,MANIPUR,CHURACHANDPUR,24.28,93.603,,6.3,,ND,211,948.7,-78%,LD,EXACT,1.0
4,MANIPUR,IMPHAL EAST,24.826,94.009,2.5,4.5,-46%,D,426.4,617.7,-31%,D,EXACT,1.0
5,MANIPUR,IMPHAL WEST,24.772,93.868,12.4,12.1,3%,N,649.1,1426.3,-54%,D,EXACT,1.0
6,MANIPUR,SENAPATI,25.398,94.127,2.6,6.3,-59%,D,577.4,652.9,-12%,N,EXACT,1.0
7,MANIPUR,TAMENGLONG,25.047,93.556,10.4,32.8,-68%,LD,1503,3375,-55%,D,EXACT,1.0
8,MANIPUR,THOUBAL,24.621,94.012,1.2,4.5,-73%,LD,310.9,617.7,-50%,D,EXACT,1.0
9,MANIPUR,UKHRUL,25.23,94.427,0,4.8,-100%,NR,821,884.8,-7%,N,EXACT,1.0
1,TRIPURA,DHALAI,23.839,91.92,0.7,9.7,-93%,LD,1046.7,1117.4,-6%,N,EXACT,1.0
2,TRIPURA,GOMATI,23.53,91.619,0.3,9.1,-97%,LD,933.9,1192,-22%,D,EXACT,1.0
3,TRIPURA,KHOWAI,23.947,91.655,3,7.9,-61%,LD,1150.6,1090.5,6%,N,EXACT,1.0
4,TRIPURA,NORTH TRIPURA,24.095,92.209,0.9,14.8,-94%,LD,963.8,1162.6,-17%,N,EXACT,1.0
5,TRIPURA,SIPAHIJALA,23.587,91.33,0.9,6.5,-86%,LD,974.8,1112.3,-12%,N,EXACT,1.0
6,TRIPURA,SOUTH TRIPURA,23.192,91.588,9.2,6.6,40%,E,983.7,1437.3,-32%,D,EXACT,1.0
7,TRIPURA,UNAKOTI,24.193,92.04,16.5,10.5,57%,E,1157.3,1180,-2%,N,EXACT,1.0
8,TRIPURA,WEST TRIPURA,23.888,91.397,2.8,7.8,-65%,LD,1116,997.6,12%,N,EXACT,1.0
1,NAGALAND,DIMAPUR,25.776,93.795,25.5,7.5,239%,LE,696.6,683.8,2%,N,EXACT,1.0
2,NAGALAND,KIPHIRE,25.847,94.824,0.6,1.9,-68%,LD,655.5,507.7,29%,E,EXACT,1.0
3,NAGALAND,KOHIMA,25.77,94.11,10.7,10.4,3%,N,934.2,1012.5,-8%,N,EXACT,1.0
4,NAGALAND,LONGLENG,26.559,94.798,,5.2,,ND,,876.8,,ND,EXACT,1.0
5,NAGALAND,MOKOKCHUNG,26.472,94.529,55.2,12,360%,LE,1386.8,1150.5,21%,E,EXACT,1.0
6,NAGALAND,MON,26.684,95.018,43.7,6.8,543%,LE,752.5,906.2,-17%,N,EXACT,1.0
7,NAGALAND,PEREN,25.493,93.615,9.1,7.7,19%,N,747.5,766.1,-2%,N,EXACT,1.0
8,NAGALAND,PHEK,25.649,94.532,7.5,4.6,63%,LE,662.2,695.7,-5%,N,EXACT,1.0
9,NAGALAND,TUENSANG,26.177,94.887,,5.2,,ND,,876.8,,ND,EXACT,1.0
10,NAGALAND,WOKHA,26.196,94.198,10,10.3,-3%,N,1116.6,1023.1,9%,N,EXACT,1.0
11,NAGALAND,ZUNHEBOTO,26.003,94.486,12.9,6.4,102%,LE,1409,885.9,59%,E,EXACT,1.0
1,WEST BENGAL,ALIPURDUAR,26.631,89.457,9.7,20.9,-53%,D,2249.6,2561.3,-12%,N,EXACT,1.0
2,WEST BENGAL,COOCH BEHAR,26.292,89.346,2.3,19.9,-88%,LD,1742.5,1957.1,-11%,N,EXACT,1.0
3,WEST BENGAL,DARJEELING,26.853,88.263,4.4,20.8,-79%,LD,1791,2275.7,-21%,D,FUZZY,0.842
4,WEST BENGAL,JALPAIGURI,26.681,88.761,9.7,19.5,-50%,D,1807.8,2437.2,-26%,D,EXACT,1.0
5,WEST BENGAL,KALIMPONG,27.033,88.629,2.6,21,-88%,LD,1593.8,2019.6,-21%,D,EXACT,1.0
6,WEST BENGAL,MALDA,25.142,88.089,8.6,13.2,-35%,D,706.1,923.2,-24%,D,FUZZY,0.909
7,WEST BENGAL,NORTH DINAJPUR,25.889,87.998,14,18.9,-26%,D,849.1,1192.2,-29%,D,EXACT,1.0
8,WEST BENGAL,SOUTH DINAJPUR,25.367,88.575,5.2,5.1,2%,N,680.5,839.5,-19%,N,EXACT,1.0
1,SIKKIM,GANGTOK,27.292,88.671,16.1,12.9,25%,E,1632.8,1819.4,-10%,N,EXACT,1.0
2,SIKKIM,GYALSHING,27.349,88.175,8.7,14.5,-40%,D,1876.1,1498.7,25%,E,EXACT,1.0
3,SIKKIM,MANGAN,27.744,88.528,8.7,13.6,-36%,D,1123.1,1280.7,-12%,N,EXACT,1.0
4,SIKKIM,NAMCHI,27.287,88.383,6.6,10.6,-38%,D,1547,1351.1,14%,N,EXACT,1.0
5,SIKKIM,Pakyong,27.23,88.6,0.4,9.7,-96%,LD,1308,1342,-3%,N,EXACT,1.0
6,SIKKIM,Soreng,27.17,88.25,0.5,14.5,-97%,LD,1828.5,1498.7,22%,E,EXACT,1.0
1,WEST BENGAL,BANKURA,23.139,87.136,0,9.5,-100%,NR,1025,942.9,9%,N,EXACT,1.0
2,WEST BENGAL,BIRBHUM,23.955,87.663,3.2,5.7,-43%,D,788.8,894.8,-12%,N,EXACT,1.0
3,WEST BENGAL,EAST MIDNAPORE,22.032,87.772,0,9.7,-100%,NR,1595.6,1002.7,59%,E,EXACT,1.0
4,WEST BENGAL,HOOGHLY,22.884,88.072,5.8,7.3,-21%,D,882,849.6,4%,N,EXACT,1.0
5,WEST BENGAL,HOWRAH,22.524,88.064,5.7,8.3,-31%,D,1015.4,935.5,9%,N,EXACT,1.0
6,WEST BENGAL,JHARGRAM,22.363,86.956,0.9,8.4,-89%,LD,976.8,941.8,4%,N,EXACT,1.0
7,WEST BENGAL,KOLKATA,22.559,88.344,0,6,-100%,NR,1360.3,1069.7,27%,E,EXACT,1.0
8,WEST BENGAL,MURSHIDABAD,24.171,88.229,5.6,5.9,-6%,N,647,791.3,-18%,N,EXACT,1.0
9,WEST BENGAL,NADIA,23.479,88.517,8.2,4.3,91%,LE,625,755.7,-17%,N,EXACT,1.0
10,WEST BENGAL,NORTH 24 PARGANAS,22.727,88.731,1.5,6.4,-77%,LD,1219,928.2,31%,E,EXACT,1.0
11,WEST BENGAL,PASCHIM BARDHAMAN,23.661,87.16,0.3,7.2,-96%,LD,1014.4,888.4,14%,N,EXACT,1.0
12,WEST BENGAL,PURBA BARDHAMAN,23.36,87.947,3.4,7.2,-52%,D,804.5,834.6,-4%,N,EXACT,1.0
13,WEST BENGAL,PURULIA,23.277,86.421,0,9.8,-100%,NR,796.7,885.8,-10%,N,EXACT,1.0
14,WEST BENGAL,SOUTH 24 PARGANAS,22.063,88.535,0.2,9.9,-98%,LD,1370.2,1170.5,17%,N,EXACT,1.0
15,WEST BENGAL,WEST MIDNAPORE,22.439,87.417,0.9,8.4,-89%,LD,1306.2,941.8,39%,E,EXACT,1.0
1,ODISHA,ANGUL,20.987,84.906,0,11.5,-100%,NR,1203.6,941.3,28%,E,EXACT,1.0
2,ODISHA,BALANGIR,20.589,83.172,0.1,13.6,-99%,LD,1179.9,923.9,28%,E,EXACT,1.0
3,ODISHA,BALASORE,21.492,86.914,0,9.6,-100%,NR,1515.3,957.1,58%,E,EXACT,1.0
4,ODISHA,BARGARH,21.219,83.349,0.7,14.8,-95%,LD,1558.7,1021,53%,E,EXACT,1.0
5,ODISHA,BHADRAK,20.983,86.625,0,8.2,-100%,NR,1157.2,869.7,33%,E,EXACT,1.0
6,ODISHA,BOUDH,20.644,84.173,0.5,11.4,-96%,LD,1594,878,82%,LE,EXACT,1.0
7,ODISHA,CUTTACK,20.453,85.697,0,12,-100%,NR,1263,932.9,35%,E,EXACT,1.0
8,ODISHA,DEOGARH,21.537,84.733,0.8,7.7,-90%,LD,1422.7,986.4,44%,E,EXACT,1.0
9,ODISHA,DHENKANAL,20.827,85.524,0,9.9,-100%,NR,1346.3,907.3,48%,E,EXACT,1.0
10,ODISHA,GAJAPATI,19.186,84.161,0.8,9.5,-92%,LD,541.1,711.7,-24%,D,EXACT,1.0
11,ODISHA,GANJAM,19.625,84.673,0,8.2,-99%,LD,576.2,694.3,-17%,N,EXACT,1.0
12,ODISHA,JAGATSINGHPUR,20.219,86.336,1.4,9.9,-86%,LD,1102,848.2,30%,E,EXACT,1.0
13,ODISHA,JAJPUR,20.856,86.149,0,13.5,-100%,NR,1153,1005.6,15%,N,EXACT,1.0
14,ODISHA,JHARSUGUDA,21.806,83.948,0.9,10,-91%,LD,1114.9,1005.4,11%,N,EXACT,1.0
15,ODISHA,KALAHANDI,19.868,83.108,0.2,12.7,-98%,LD,997.1,1168.9,-15%,N,EXACT,1.0
16,ODISHA,KANDHAMAL,20.128,84.046,0.2,10.5,-98%,LD,1124,932.1,21%,E,EXACT,1.0
17,ODISHA,KENDRAPARA,20.553,86.612,0.8,13.5,-94%,LD,1320.4,890.1,48%,E,EXACT,1.0
18,ODISHA,KEONJHARGARH,21.538,85.704,0.3,10.1,-97%,LD,1442.4,936.1,54%,E,EXACT,1.0
19,ODISHA,KHURDA,20.091,85.515,0.1,8.9,-99%,LD,1060.8,877.8,21%,E,EXACT,1.0
20,ODISHA,KORAPUT,18.814,82.718,1.3,14.1,-91%,LD,1020.6,1023.4,0%,N,EXACT,1.0
21,ODISHA,MALKANGIRI,18.259,81.95,0,8.5,-100%,NR,909,1063.6,-15%,N,EXACT,1.0
22,ODISHA,MAYURBHANJ,21.896,86.409,0.5,12.6,-96%,LD,1496.8,992,51%,E,EXACT,1.0
23,ODISHA,NAWAPARA,20.465,82.577,0.2,8.9,-98%,LD,992.5,850.4,17%,N,EXACT,1.0
24,ODISHA,NAWARANGPUR,19.225724,82.549722,0,19.3,-100%,NR,940.7,1152.9,-18%,N,EXACT,1.0
25,ODISHA,NAYAGARH,20.213,84.998,0.6,11.1,-94%,LD,1027,873.8,18%,N,EXACT,1.0
26,ODISHA,PURI,19.879,85.726,2.4,8.4,-71%,LD,1108.1,822.7,35%,E,EXACT,1.0
27,ODISHA,RAYAGADA,19.364,83.512,0.2,9.7,-98%,LD,740.8,799.5,-7%,N,EXACT,1.0
28,ODISHA,SAMBALPUR,21.452,84.274,0.2,12.9,-99%,LD,1458.6,1081.5,35%,E,EXACT,1.0
29,ODISHA,SONEPUR,20.84622,83.896885,0.4,13.7,-97%,LD,1579.6,1016.4,55%,E,EXACT,1.0
30,ODISHA,SUNDARGARH,22.08,84.559,1.3,10.3,-88%,LD,1312.1,1017.8,29%,E,EXACT,1.0
1,JHARKHAND,BOKARO,23.695,85.996,0,8.4,-100%,NR,698.7,744.4,-6%,N,EXACT,1.0
2,JHARKHAND,CHATRA,24.173,84.887,0,4.7,-100%,NR,583.7,765.9,-24%,D,EXACT,1.0
3,JHARKHAND,DEOGHAR,24.329,86.739,0.3,7,-95%,LD,498.3,777.2,-36%,D,EXACT,1.0
4,JHARKHAND,DHANBAD,23.827,86.471,0,8.2,-100%,NR,836.6,857.6,-2%,N,EXACT,1.0
5,JHARKHAND,DUMKA,24.319,87.266,0.4,7.8,-95%,LD,788.2,823.2,-4%,N,EXACT,1.0
6,JHARKHAND,EAST SINGHBHUM,22.583,86.451,0,11.5,-100%,NR,960.6,895,7%,N,EXACT,1.0
7,JHARKHAND,GARHWA,24.104,83.698,0,7.1,-100%,NR,626.6,756.4,-17%,N,EXACT,1.0
8,JHARKHAND,GIRIDIH,24.294,86.11,0,7.9,-100%,NR,580.4,779.1,-26%,D,EXACT,1.0
9,JHARKHAND,GODDA,24.859,87.308,10.2,9.3,10%,N,553.3,718.3,-23%,D,EXACT,1.0
10,JHARKHAND,GUMLA,23.103,84.532,2.8,8,-65%,LD,654.5,867.2,-25%,D,EXACT,1.0
11,JHARKHAND,HAZARIBAG,24.055,85.419,0,8,-100%,NR,685.4,852.1,-20%,D,EXACT,1.0
12,JHARKHAND,JAMTARA,23.976,86.907,1.3,6.9,-81%,LD,848.8,858.8,-1%,N,EXACT,1.0
13,JHARKHAND,KHUNTI,22.994,85.262,0,13.1,-100%,NR,897.6,915.5,-2%,N,EXACT,1.0
14,JHARKHAND,KODERMA,24.499,85.666,0,4.6,-100%,NR,515.3,701,-26%,D,EXACT,1.0
15,JHARKHAND,LATEHAR,23.719,84.442,0,7.6,-100%,NR,1064.6,847.5,26%,E,EXACT,1.0
16,JHARKHAND,LOHARDAGA,23.476,84.669,0,6.8,-100%,NR,786.4,809.1,-3%,N,EXACT,1.0
17,JHARKHAND,PAKUR,24.564,87.662,5.4,9.6,-44%,D,465.5,935.7,-50%,D,EXACT,1.0
18,JHARKHAND,PALAMU,24.203,84.167,0,6,-100%,NR,640,693.2,-8%,N,EXACT,1.0
19,JHARKHAND,RAMGARH,23.635,85.563,0,8.1,-100%,NR,800.2,839.3,-5%,N,EXACT,1.0
20,JHARKHAND,RANCHI,23.329,85.373,0,7.1,-99%,LD,912.4,848.2,8%,N,EXACT,1.0
21,JHARKHAND,SAHIBGANJ,25.01,87.677,,9.3,,ND,438.5,922.9,-52%,D,EXACT,1.0
22,JHARKHAND,SERAIKELA-KHARSAWAN,22.848,85.95,0,9.9,-100%,NR,1004.6,826.6,22%,E,EXACT,1.0
23,JHARKHAND,SIMDEGA,22.582,84.564,3.8,10.6,-64%,LD,1098.4,1078.1,2%,N,EXACT,1.0
24,JHARKHAND,WEST SINGHBHUM,22.421,85.518,0.1,8.8,-98%,LD,1184.6,839.2,41%,E,EXACT,1.0
1,BIHAR,ARARIA,26.198,87.362,16.1,13.1,23%,E,737,1126.4,-35%,D,EXACT,1.0
2,BIHAR,ARWAL,25.163,84.677,0,2.5,-100%,NR,434,562.7,-23%,D,EXACT,1.0
3,BIHAR,AURANGABAD,24.791,84.408,3.6,5.3,-31%,D,767.5,698.1,10%,N,EXACT,1.0
4,BIHAR,BANKA,24.854,86.838,12.7,5.8,119%,LE,451.6,695.7,-35%,D,EXACT,1.0
5,BIHAR,BEGUSARAI,25.497,86.13,0.2,8.1,-98%,LD,517.9,798.3,-35%,D,EXACT,1.0
6,BIHAR,BHABUA,24.992,83.606,5.9,8,-27%,D,458.7,706.2,-35%,D,EXACT,1.0
7,BIHAR,BHAGALPUR,25.27,87.083,4.4,7.5,-41%,D,367.2,774.8,-53%,D,EXACT,1.0
8,BIHAR,BHOJPUR,25.474,84.54,0.3,3.9,-92%,LD,429.8,702.9,-39%,D,EXACT,1.0
9,BIHAR,BUXAR,25.487,84.094,4.6,4.7,-2%,N,564.2,641.2,-12%,N,EXACT,1.0
10,BIHAR,DARBHANGA,26.085,86.055,1.9,7.6,-75%,LD,350.4,737.1,-52%,D,EXACT,1.0
11,BIHAR,EAST CHAMPARAN,26.618,84.922,1.8,7.1,-74%,LD,476.7,871,-45%,D,EXACT,1.0
12,BIHAR,GAYA,24.697,84.934,0.4,5.4,-93%,LD,548.4,678.9,-19%,N,EXACT,1.0
13,BIHAR,GOPALGANJ,26.444,84.374,5.3,5.7,-7%,N,488.6,777,-37%,D,EXACT,1.0
14,BIHAR,JAHANABAD,25.155,85.017,3.3,4,-18%,N,286.6,669.9,-57%,D,EXACT,1.0
15,BIHAR,JAMUI,24.785,86.293,1.2,7.5,-84%,LD,419.5,742.2,-43%,D,EXACT,1.0
16,BIHAR,KATIHAR,25.55,87.64,10,9.6,4%,N,532.6,845.6,-37%,D,EXACT,1.0
17,BIHAR,KHAGARIA,25.511,86.601,3.4,8.7,-61%,LD,729.5,771.5,-5%,N,EXACT,1.0
18,BIHAR,KISHANGANJ,26.296,87.939,9.4,17,-45%,D,963.4,1440.9,-33%,D,EXACT,1.0
19,BIHAR,LAKHISARAI,25.162,86.137,4.2,5,-15%,N,638.2,673.7,-5%,N,EXACT,1.0
20,BIHAR,MADHEPURA,25.822,86.898,2.4,11.7,-80%,LD,535.9,828,-35%,D,EXACT,1.0
