S.No,STATE,DISTRICT,Lat,Lon,ACTUAL_1,NORMAL_1,PCTDEP_1,CAT_1,ACTUAL_2,NORMAL_2,PCTDEP_2,CAT_2,match_type,match_score
1,ANDAMAN & NICOBAR ISLANDS,NICOBAR,7.507,93.597,2.3,11.9,-81,LD,245.7,537.2,-54,D,EXACT,1.0
2,ANDAMAN & NICOBAR ISLANDS,NORTH & MIDDLE ANDAMAN,12.833,92.863,17.6,17.7,-1,N,1291.4,926,39,E,EXACT,1.0
3,ANDAMAN & NICOBAR ISLANDS,SOUTH ANDAMAN,11.508,92.644,1,13.9,-93,LD,646.7,803.1,-19,N,EXACT,1.0
1,ARUNACHAL PRADESH,ANJAW,28.066,96.825,1.8,9.7,-82,LD,111.2,946.9,-88,LD,EXACT,1.0
2,ARUNACHAL PRADESH,CHANGLANG,27.363,96.341,24.1,10.2,136,LE,627.2,769.3,-18,N,EXACT,1.0
3,ARUNACHAL PRADESH,DIBANG VALLEY,28.7,95.88,,9.5,,ND,,741,,ND,EXACT,1.0
4,ARUNACHAL PRADESH,EAST KAMENG,27.586,92.923,4.4,13.1,-66,LD,842.2,698.8,21,E,EXACT,1.0
5,ARUNACHAL PRADESH,EAST SIANG,28.044,95.355,2,31,-94,LD,1469.6,1875.8,-22,D,EXACT,1.0
6,ARUNACHAL PRADESH,KURUNG KUMEY,28.014,93.202,2.8,17.4,-84,LD,296.2,653.1,-55,D,EXACT,1.0
7,ARUNACHAL PRADESH,LOHIT,27.906,96.276,22.9,11.6,98,LE,586.9,920.1,-36,D,EXACT,1.0
8,ARUNACHAL PRADESH,LOWER DIBANG VALLEY,28.25,95.84,,17.4,,ND,,1392.5,,ND,EXACT,1.0
9,ARUNACHAL PRADESH,LOWER SUBANSIRI,27.562,93.787,3.4,10.2,-66,LD,230.4,384.2,-40,D,EXACT,1.0
10,ARUNACHAL PRADESH,PAPUMPARA,27.29,93.593,19.6,14.5,35,E,1033.8,1302.8,-21,D,EXACT,1.0
11,ARUNACHAL PRADESH,TAWANG,27.662,91.95,0,7,-100,NR,165.1,532.4,-69,LD,EXACT,1.0
12,ARUNACHAL PRADESH,TIRAP,27.028,95.532,29.5,17,74,LE,1248,1153.3,8,N,EXACT,1.0
13,ARUNACHAL PRADESH,UPPER SIANG,28.834,94.915,12,7.5,60,LE,743.3,994,-25,D,EXACT,1.0
14,ARUNACHAL PRADESH,UPPER SUBANSIRI,28.291,93.933,0,7.1,-100,NR,216.6,541.2,-60,LD,EXACT,1.0
15,ARUNACHAL PRADESH,WEST KAMENG,27.298,92.39,1.8,14.4,-88,LD,260.7,949.1,-73,LD,EXACT,1.0
16,ARUNACHAL PRADESH,WEST SIANG,28.159,94.625,1.3,24.1,-95,LD,380.6,1160.8,-67,LD,EXACT,1.0
1,ASSAM,BAJALI,26.47,91.0,11.5,17.7,-35,D,781,1325.6,-41,D,EXACT,1.0
