S.No,STATE,DISTRICT,Lat,Lon,ACTUAL_1,NORMAL_1,PCTDEP_1,CAT_1,ACTUAL_2,NORMAL_2,PCTDEP_2,CAT_2,match_type,match_score
1,ANDAMAN & NICOBAR ISLANDS,NICOBAR,7.507,93.597,2.4,16.8,-86%,LD,706.2,1071.9,-34%,D,EXACT,1.0
2,ANDAMAN & NICOBAR ISLANDS,NORTH & MIDDLE ANDAMAN,12.833,92.863,4.3,14.7,-71%,LD,2661.2,1847,44%,E,EXACT,1.0
3,ANDAMAN & NICOBAR ISLANDS,SOUTH ANDAMAN,11.508,92.644,1.9,20,-91%,LD,1384.1,1584.5,-13%,N,EXACT,1.0
1,ARUNACHAL PRADESH,ANJAW,28.066,96.825,0,9,-100%,NR,175.1,1540.5,-89%,LD,EXACT,1.0
2,ARUNACHAL PRADESH,CHANGLANG,27.363,96.341,3,8.7,-66%,LD,1035.7,1324.1,-22%,D,EXACT,1.0
3,ARUNACHAL PRADESH,DIBANG VALLEY,28.7,95.88,,16.8,,ND,,1162,,ND,EXACT,1.0
4,ARUNACHAL PRADESH,EAST KAMENG,27.586,92.923,0,9.4,-100%,NR,1437,1214.6,18%,N,EXACT,1.0
5,ARUNACHAL PRADESH,EAST SIANG,28.044,95.355,0,18.3,-100%,NR,2043.9,3111.3,-34%,D,EXACT,1.0
6,ARUNACHAL PRADESH,KURUNG KUMEY,28.014,93.202,0,8.5,-100%,NR,627.7,1201.8,-48%,D,EXACT,1.0
7,ARUNACHAL PRADESH,LOHIT,27.906,96.276,0,8.1,-100%,NR,904.9,1530.4,-41%,D,EXACT,1.0
8,ARUNACHAL PRADESH,LOWER DIBANG VALLEY,28.25,95.84,,10.2,,ND,,2308.6,,ND,EXACT,1.0
9,ARUNACHAL PRADESH,LOWER SUBANSIRI,27.562,93.787,0,2.5,-100%,NR,417.8,736.4,-43%,D,EXACT,1.0
10,ARUNACHAL PRADESH,PAPUMPARA,27.29,93.593,0,23.8,-100%,NR,1729.2,2173.9,-20%,D,EXACT,1.0
11,ARUNACHAL PRADESH,TAWANG,27.662,91.95,0,7.2,-100%,NR,347.4,974.7,-64%,LD,EXACT,1.0
12,ARUNACHAL PRADESH,TIRAP,27.028,95.532,0,11.3,-100%,NR,1863.5,1913.5,-3%,N,EXACT,1.0
13,ARUNACHAL PRADESH,UPPER SIANG,28.834,94.915,0,20.5,-100%,NR,1224.1,1773.9,-31%,D,EXACT,1.0
14,ARUNACHAL PRADESH,UPPER SUBANSIRI,28.291,93.933,0,5.4,-100%,NR,359.2,940.6,-62%,LD,EXACT,1.0
15,ARUNACHAL PRADESH,WEST KAMENG,27.298,92.39,0.3,9.2,-97%,LD,528.3,1663.8,-68%,LD,EXACT,1.0
16,ARUNACHAL PRADESH,WEST SIANG,28.159,94.625,0,16.2,-100%,NR,625.3,1986.3,-69%,LD,EXACT,1.0
1,ASSAM,BAJALI,26.47,91.0,0,19.6,-100%,NR,1062.5,2104.9,-50%,D,EXACT,1.0
2,ASSAM,BAKSA,26.661,91.353,0,8.9,-100%,NR,1154,1511,-24%,D,EXACT,1.0
3,ASSAM,BARPETA,26.34,91.005,2,19.6,-90%,LD,1280.3,2104.9,-39%,D,EXACT,1.0
4,ASSAM,BISWANATH,26.829,93.383,,2.6,,ND,,1437.5,,ND,EXACT,1.0
5,ASSAM,BONGAIGAON,26.36,90.62,0,9.6,-100%,NR,974.6,2336.6,-58%,D,EXACT,1.0
6,ASSAM,CACHAR,24.813,92.855,2.4,9.7,-75%,LD,1614.1,1793.5,-10%,N,EXACT,1.0
7,ASSAM,CHARAIDEO,27.063,95.046,0,7,-100%,NR,1191,1034,15%,N,EXACT,1.0
8,ASSAM,CHIRANG,26.66,90.599,0,19,-100%,NR,1358.2,2377.7,-43%,D,EXACT,1.0
9,ASSAM,DARRANG,26.448,92.029,0,12.4,-100%,NR,709.8,1285.5,-45%,D,EXACT,1.0
10,ASSAM,DHEMAJI,27.59,94.775,,15.6,,ND,2039.2,2060.4,-1%,N,EXACT,1.0
11,ASSAM,DHUBRI,26.01,90.033,0.1,16,-99%,LD,1280.8,2040,-37%,D,EXACT,1.0
12,ASSAM,DIBRUGARH,27.367,95.053,0,10,-100%,NR,1105.4,1471.8,-25%,D,EXACT,1.0
13,ASSAM,DIMA HASAO,25.378,93.031,1.2,9.1,-87%,LD,559.1,998,-44%,D,EXACT,1.0
14,ASSAM,GOALPARA,26.052,90.605,2.7,10,-73%,LD,1018.9,1992.6,-49%,D,EXACT,1.0
15,ASSAM,GOLAGHAT,26.475,93.835,0,6.8,-100%,NR,903.2,1042.6,-13%,N,EXACT,1.0
16,ASSAM,HAILAKANDI,24.498,92.588,4.4,6.8,-35%,D,1321.1,1476.2,-11%,N,EXACT,1.0
17,ASSAM,HOJAI,25.978,92.98,0,16.2,-100%,NR,450.4,759.9,-41%,D,EXACT,1.0
18,ASSAM,JORHAT,26.711,94.264,0,5.7,-100%,NR,811.1,1253.8,-35%,D,EXACT,1.0
19,ASSAM,KAMRUP METROPOLITAN,26.13,91.888,15,5.7,163%,LE,806.4,1033.3,-22%,D,EXACT,1.0
20,ASSAM,KAMRUP RURAL,26.1,91.415,2.9,9.6,-70%,LD,653.4,1265.5,-48%,D,EXACT,1.0
21,ASSAM,KARBI ANGLONG,26.157,93.405,4.7,7,-33%,D,657.1,815.9,-19%,N,EXACT,1.0
22,ASSAM,KOKRAJHAR,26.494,90.117,0,9.1,-100%,NR,2271.8,2605.4,-13%,N,EXACT,1.0
23,ASSAM,LAKHIMPUR,27.174,94.141,0,13.1,-100%,NR,2176.3,2000.7,9%,N,EXACT,1.0
24,ASSAM,MAJULI,26.999,94.292,,5.7,,ND,966,1253.8,-23%,D,EXACT,1.0
25,ASSAM,MORIGAON,26.282,92.284,0,9.5,-100%,NR,663.7,1110.7,-40%,D,EXACT,1.0
26,ASSAM,NAGAON,26.362,92.754,0,10.3,-100%,NR,601.8,1010.6,-40%,D,EXACT,1.0
27,ASSAM,NALBARI,26.371,91.382,0.9,7.1,-87%,LD,629.8,1584,-60%,LD,EXACT,1.0
28,ASSAM,SIBSAGAR,26.97,94.66,0,6.3,-100%,NR,844.6,1166,-28%,D,EXACT,1.0
29,ASSAM,SONITPUR,26.757,92.699,0,4.9,-100%,NR,1123.7,1154.8,-3%,N,EXACT,1.0
30,ASSAM,SOUTH SALMARA,25.918,89.962,,16,,ND,,2040,,ND,EXACT,1.0
31,ASSAM,SRIBHUMI,24.868637,92.360548,0,16.7,-100%,NR,1564.8,2104.9,-26%,D,EXACT,1.0
32,ASSAM,TAMULPUR,26.69,91.1,0,8.6,-100%,NR,1148.6,1324.3,-13%,N,EXACT,1.0
33,ASSAM,TINSUKIA,27.58,95.62,0,9.5,-100%,NR,1277.5,1448.3,-12%,N,EXACT,1.0
34,ASSAM,UDALGURI,26.73,92.032,0,8.4,-100%,NR,564.5,1390.1,-59%,D,EXACT,1.0
35,ASSAM,WEST KARBI ANGLONG,25.85,92.533,10.8,5.5,96%,LE,708.2,701,1%,N,EXACT,1.0
1,MEGHALAYA,EAST GARO HILLS,25.624,90.631,0.1,9.6,-99%,LD,663.9,1843.3,-64%,LD,EXACT,1.0
2,MEGHALAYA,EAST JAINTIA HILLS,25.258,92.469,0.2,38.5,-99%,LD,1507.2,4395.3,-66%,LD,EXACT,1.0
3,MEGHALAYA,EAST KHASI HILLS,25.381,91.797,0.6,19.9,-97%,LD,2003.1,4324.2,-54%,D,EXACT,1.0
4,MEGHALAYA,NORTH GARO HILLS,25.856,90.665,9.3,27.3,-66%,LD,624.8,1828,-66%,LD,EXACT,1.0
5,MEGHALAYA,RI BHOI,25.871,91.886,11.2,18.3,-39%,D,837.8,1585.9,-47%,D,EXACT,1.0
6,MEGHALAYA,SOUTH GARO HILLS,25.302,90.582,0,27.3,-100%,NR,906.5,1828,-50%,D,EXACT,1.0
7,MEGHALAYA,SOUTH WEST GARO HILLS,25.446,89.993,0.4,27.3,-99%,LD,553.5,1828,-70%,LD,EXACT,1.0
8,MEGHALAYA,SOUTH WEST KHASI HILLS,25.321,91.243,0.1,27.3,-99%,LD,2725.3,1828,49%,E,EXACT,1.0
9,MEGHALAYA,WEST GARO HILLS,25.653,90.196,0.9,7.7,-89%,LD,528.2,1824.4,-71%,LD,EXACT,1.0
10,MEGHALAYA,WEST JAINTIA HILLS,25.483,92.285,1.2,38.5,-97%,LD,911.6,4395.3,-79%,LD,EXACT,1.0
11,MEGHALAYA,WEST KHASI HILLS,25.605,91.263,5.5,8.4,-35%,D,873.3,2593,-66%,LD,EXACT,1.0
1,MIZORAM,AIZAWL,23.836,92.824,5.8,11.6,-50%,D,1374.4,1573.4,-13%,N,EXACT,1.0
2,MIZORAM,CHAMPHAI,23.425,93.304,0,9.4,-100%,NR,946.4,1316.6,-28%,D,EXACT,1.0
3,MIZORAM,KOLASIB,24.158,92.727,3.7,13.6,-73%,LD,1688.5,1705,-1%,N,EXACT,1.0
4,MIZORAM,LAWNGTLAI,22.434,92.769,0.5,11.2,-96%,LD,1382.9,1653.5,-16%,N,EXACT,1.0
5,MIZORAM,LUNGLEI,22.968,92.643,1.7,13,-87%,LD,1307.2,1727.2,-24%,D,EXACT,1.0
6,MIZORAM,MAMIT,23.753,92.463,6.4,8.5,-24%,D,1104.2,1557.8,-29%,D,EXACT,1.0
7,MIZORAM,SAIHA,22.291,93.001,3.7,11.4,-67%,LD,1487.3,1702.4,-13%,N,EXACT,1.0
8,MIZORAM,SERCHHIP,23.299,92.934,13.5,11.6,16%,N,1461.6,1459.1,0%,N,EXACT,1.0
1,MANIPUR,BISHNUPUR,24.538,93.799,3.4,7.3,-53%,D,426.7,1129.7,-62%,LD,EXACT,1.0
2,MANIPUR,CHANDEL,24.14,94.014,0,7.3,-100%,NR,521.3,1129.7,-54%,D,EXACT,1.0
3,MANIPUR,CHURACHANDPUR,24.28,93.603,0.5,7.3,-93%,LD,232.5,1129.7,-79%,LD,EXACT,1.0
4,MANIPUR,IMPHAL EAST,24.826,94.009,0,9.5,-100%,NR,470.5,719,-35%,D,EXACT,1.0
5,MANIPUR,IMPHAL WEST,24.772,93.868,0,6.1,-100%,NR,721.9,1688.1,-57%,D,EXACT,1.0
6,MANIPUR,SENAPATI,25.398,94.127,0,6.1,-100%,NR,626.9,747.5,-16%,N,EXACT,1.0
