S.No,STATE,DISTRICT,Lat,Lon,ACTUAL_1,NORMAL_1,PCTDEP_1,CAT_1,ACTUAL_2,NORMAL_2,PCTDEP_2,CAT_2,match_type,match_score
1,ANDAMAN & NICOBAR ISLANDS,NICOBAR,7.507,93.597,0,6.9,-100,NR,431.3,679.5,-37,D,EXACT,1.0
2,ANDAMAN & NICOBAR ISLANDS,NORTH & MIDDLE ANDAMAN,12.833,92.863,1.9,14,-86,LD,1572.9,1212.6,30,E,EXACT,1.0
3,ANDAMAN & NICOBAR ISLANDS,SOUTH ANDAMAN,11.508,92.644,12.8,9.8,31,E,885,1035.9,-15,N,EXACT,1.0
1,ARUNACHAL PRADESH,ANJAW,28.066,96.825,0,15.1,-100,NR,124.2,1172.4,-89,LD,EXACT,1.0
2,ARUNACHAL PRADESH,CHANGLANG,27.363,96.341,14.8,10,48,E,755.3,952,-21,D,EXACT,1.0
3,ARUNACHAL PRADESH,DIBANG VALLEY,28.7,95.88,,6.4,,ND,,865.1,,ND,EXACT,1.0
4,ARUNACHAL PRADESH,EAST KAMENG,27.586,92.923,9.8,4.2,133,LE,1048.9,846.4,24,E,EXACT,1.0
5,ARUNACHAL PRADESH,EAST SIANG,28.044,95.355,3.1,23,-87,LD,1748.2,2265.7,-23,D,EXACT,1.0
6,ARUNACHAL PRADESH,KURUNG KUMEY,28.014,93.202,6.2,5.4,14,N,428.9,815.2,-47,D,EXACT,1.0
7,ARUNACHAL PRADESH,LOHIT,27.906,96.276,20.6,11.3,83,LE,718.8,1135.1,-37,D,EXACT,1.0
8,ARUNACHAL PRADESH,LOWER DIBANG VALLEY,28.25,95.84,,13.7,,ND,,1669.6,,ND,EXACT,1.0
9,ARUNACHAL PRADESH,LOWER SUBANSIRI,27.562,93.787,28.4,5.4,425,LE,332.3,535.1,-38,D,EXACT,1.0
10,ARUNACHAL PRADESH,PAPUMPARA,27.29,93.593,1.2,7,-82,LD,1318.7,1575.1,-16,N,EXACT,1.0
11,ARUNACHAL PRADESH,TAWANG,27.662,91.95,1.9,10.5,-82,LD,262.7,687.1,-62,LD,EXACT,1.0
12,ARUNACHAL PRADESH,TIRAP,27.028,95.532,13,13,0,N,1569.5,1403.2,12,N,EXACT,1.0
13,ARUNACHAL PRADESH,UPPER SIANG,28.834,94.915,1.1,14.4,-92,LD,878.6,1152.7,-24,D,EXACT,1.0
14,ARUNACHAL PRADESH,UPPER SUBANSIRI,28.291,93.933,0,8.2,-100,NR,269.1,657.6,-59,D,EXACT,1.0
15,ARUNACHAL PRADESH,WEST KAMENG,27.298,92.39,5.9,15.7,-62,LD,361,1208.4,-70,LD,EXACT,1.0
16,ARUNACHAL PRADESH,WEST SIANG,28.159,94.625,1.8,12.9,-86,LD,521.3,1416.3,-63,LD,EXACT,1.0
26,ASSAM,NAGAON,26.362,92.754,5.9,9.3,-37,D,329.5,721.3,-54,D,EXACT,1.0
27,ASSAM,NALBARI,26.371,91.382,0,8,-100,NR,427.5,1155.3,-63,LD,EXACT,1.0
28,ASSAM,SIBSAGAR,26.97,94.66,18.1,8.3,118,LE,609.9,851.8,-28,D,EXACT,1.0
