S.No,STATE,DISTRICT,Lat,Lon,ACTUAL_1,NORMAL_1,PCTDEP_1,CAT_1,ACTUAL_2,NORMAL_2,PCTDEP_2,CAT_2,match_type,match_score
1,ANDAMAN & NICOBAR ISLANDS,NICOBAR,7.507,93.597,14.5,18,-19%,N,618,985.9,-37%,D,EXACT,1.0
2,ANDAMAN & NICOBAR ISLANDS,NORTH & MIDDLE ANDAMAN,12.833,92.863,26.7,18.2,46%,E,2423.1,1745,39%,E,EXACT,1.0
3,ANDAMAN & NICOBAR ISLANDS,SOUTH ANDAMAN,11.508,92.644,48.4,19.2,152%,LE,1267,1487.2,-15%,N,EXACT,1.0
1,ARUNACHAL PRADESH,ANJAW,28.066,96.825,0,9.8,-100%,NR,173,1499,-88%,LD,EXACT,1.0
2,ARUNACHAL PRADESH,CHANGLANG,27.363,96.341,0,4.9,-100%,NR,1020.5,1254.8,-19%,N,EXACT,1.0
3,ARUNACHAL PRADESH,DIBANG VALLEY,28.7,95.88,,9.7,,ND,,1094.5,,ND,EXACT,1.0
4,ARUNACHAL PRADESH,EAST KAMENG,27.586,92.923,2.5,6.8,-63%,LD,1401.5,1151.4,22%,E,EXACT,1.0
5,ARUNACHAL PRADESH,EAST SIANG,28.044,95.355,0,22.4,-100%,NR,2030.3,2978.6,-32%,D,EXACT,1.0
6,ARUNACHAL PRADESH,KURUNG KUMEY,28.014,93.202,2,14.6,-86%,LD,613.7,1140.8,-46%,D,EXACT,1.0
7,ARUNACHAL PRADESH,LOHIT,27.906,96.276,0,9.7,-100%,NR,890,1470.8,-39%,D,EXACT,1.0
8,ARUNACHAL PRADESH,LOWER DIBANG VALLEY,28.25,95.84,,12.1,,ND,,2168.7,,ND,EXACT,1.0
9,ARUNACHAL PRADESH,LOWER SUBANSIRI,27.562,93.787,0,5.8,-100%,NR,407.3,700.4,-42%,D,EXACT,1.0
10,ARUNACHAL PRADESH,PAPUMPARA,27.29,93.593,0.2,10.6,-98%,LD,1718.4,2038.5,-16%,N,EXACT,1.0
11,ARUNACHAL PRADESH,TAWANG,27.662,91.95,0,6.4,-100%,NR,329.3,928.5,-65%,LD,EXACT,1.0
12,ARUNACHAL PRADESH,TIRAP,27.028,95.532,0,8.7,-100%,NR,1841,1841.3,0%,N,EXACT,1.0
13,ARUNACHAL PRADESH,UPPER SIANG,28.834,94.915,0.5,8.2,-94%,LD,1190.2,1632.6,-27%,D,EXACT,1.0
14,ARUNACHAL PRADESH,UPPER SUBANSIRI,28.291,93.933,0.3,6.8,-95%,LD,347.3,887.7,-61%,LD,EXACT,1.0
15,ARUNACHAL PRADESH,WEST KAMENG,27.298,92.39,0.6,9.1,-93%,LD,520.9,1593.7,-67%,LD,EXACT,1.0
16,ARUNACHAL PRADESH,WEST SIANG,28.159,94.625,0,11.9,-100%,NR,613.3,1873.2,-67%,LD,EXACT,1.0
1,ASSAM,BAJALI,26.47,91.0,0,14.3,-100%,NR,1053,1987.1,-47%,D,EXACT,1.0
2,ASSAM,BAKSA,26.661,91.353,1.2,6.7,-82%,LD,1130.6,1447,-22%,D,EXACT,1.0
3,ASSAM,BARPETA,26.34,91.005,1.7,14.3,-88%,LD,1233.5,1987.1,-38%,D,EXACT,1.0
4,ASSAM,BISWANATH,26.829,93.383,,4.3,,ND,,1410.8,,ND,EXACT,1.0
5,ASSAM,BONGAIGAON,26.36,90.62,4.2,13.2,-68%,LD,922.1,2218.9,-58%,D,EXACT,1.0
6,ASSAM,CACHAR,24.813,92.855,2.6,8.3,-69%,LD,1599.9,1726,-7%,N,EXACT,1.0
7,ASSAM,CHARAIDEO,27.063,95.046,0,4.1,-100%,NR,1191,979.5,22%,E,EXACT,1.0
8,ASSAM,CHIRANG,26.66,90.599,5.2,16.3,-68%,LD,1358.2,2260.8,-40%,D,EXACT,1.0
9,ASSAM,DARRANG,26.448,92.029,5.8,7.2,-20%,D,689.9,1220.4,-43%,D,EXACT,1.0
