S.No,STATE,DISTRICT,Lat,Lon,ACTUAL_1,NORMAL_1,PCTDEP_1,CAT_1,ACTUAL_2,NORMAL_2,PCTDEP_2,CAT_2,match_type,match_score
1,ANDAMAN & NICOBAR ISLANDS,NICOBAR,7.507,93.597,0.3,9.9,-97,LD,246,555.3,-56,D,EXACT,1.0
2,ANDAMAN & NICOBAR ISLANDS,NORTH & MIDDLE ANDAMAN,12.833,92.863,14.8,15.3,-3,N,1322.1,954.9,38,E,EXACT,1.0
3,ANDAMAN & NICOBAR ISLANDS,SOUTH ANDAMAN,11.508,92.644,16.6,14,19,N,672,831.5,-19,N,EXACT,1.0
1,ARUNACHAL PRADESH,ANJAW,28.066,96.825,3.7,6.5,-44,D,114.8,962.8,-88,LD,EXACT,1.0
2,ARUNACHAL PRADESH,CHANGLANG,27.363,96.341,13.3,10.9,22,E,640.5,790.1,-19,N,EXACT,1.0
3,ARUNACHAL PRADESH,DIBANG VALLEY,28.7,95.88,,7.3,,ND,,753.6,,ND,EXACT,1.0
4,ARUNACHAL PRADESH,EAST KAMENG,27.586,92.923,28.5,9.3,206,LE,875.6,717.3,22,E,EXACT,1.0
5,ARUNACHAL PRADESH,EAST SIANG,28.044,95.355,40.5,18.4,120,LE,1511.6,1925,-21,D,EXACT,1.0
6,ARUNACHAL PRADESH,KURUNG KUMEY,28.014,93.202,1.5,13.7,-89,LD,300.2,678.9,-56,D,EXACT,1.0
7,ARUNACHAL PRADESH,LOHIT,27.906,96.276,11.9,7.4,61,LE,598.9,938.3,-36,D,EXACT,1.0
8,ARUNACHAL PRADESH,LOWER DIBANG VALLEY,28.25,95.84,,15.1,,ND,,1426.3,,ND,EXACT,1.0
9,ARUNACHAL PRADESH,LOWER SUBANSIRI,27.562,93.787,0.7,14.4,-95,LD,232.1,410.6,-43,D,EXACT,1.0
10,ARUNACHAL PRADESH,PAPUMPARA,27.29,93.593,21.3,12.2,75,LE,1098,1329.4,-17,N,EXACT,1.0
11,ARUNACHAL PRADESH,TAWANG,27.662,91.95,0.8,12.7,-94,LD,176.4,551.1,-68,LD,EXACT,1.0
12,ARUNACHAL PRADESH,TIRAP,27.028,95.532,8.5,15.4,-45,D,1300.5,1183.3,10,N,EXACT,1.0
13,ARUNACHAL PRADESH,UPPER SIANG,28.834,94.915,20.1,8.7,131,LE,767.2,1014.2,-24,D,EXACT,1.0
14,ARUNACHAL PRADESH,UPPER SUBANSIRI,28.291,93.933,11.7,5.2,124,LE,228.3,553.7,-59,D,EXACT,1.0
15,ARUNACHAL PRADESH,WEST KAMENG,27.298,92.39,6.4,13.7,-53,D,273,975.6,-72,LD,EXACT,1.0
16,ARUNACHAL PRADESH,WEST SIANG,28.159,94.625,31.3,12.4,152,LE,412.3,1197,-66,LD,EXACT,1.0
1,ASSAM,BAJALI,26.47,91.0,13.5,11.5,17,N,800,1348.3,-41,D,EXACT,1.0
2,ASSAM,BAKSA,26.661,91.353,8.7,8.8,-1,N,826.9,987.4,-16,N,EXACT,1.0
3,ASSAM,BARPETA,26.34,91.005,29.4,11.5,155,LE,965,1348.3,-28,D,EXACT,1.0
4,ASSAM,BISWANATH,26.829,93.383,,9.4,,ND,,851,,ND,EXACT,1.0
5,ASSAM,BONGAIGAON,26.36,90.62,27.4,13.8,99,LE,675.6,1505.1,-55,D,EXACT,1.0
6,ASSAM,CACHAR,24.813,92.855,24.8,13.1,90,LE,995.4,1038.2,-4,N,EXACT,1.0
7,ASSAM,CHARAIDEO,27.063,95.046,11.5,4.7,145,LE,797,531.4,50,E,EXACT,1.0
8,ASSAM,CHIRANG,26.66,90.599,15,10,50,E,837.8,1464.4,-43,D,EXACT,1.0
9,ASSAM,DARRANG,26.448,92.029,1.7,7.7,-78,LD,398.9,791.1,-50,D,EXACT,1.0
10,ASSAM,DHEMAJI,27.59,94.775,58.4,13.6,329,LE,1380.7,1204.2,15,N,EXACT,1.0
11,ASSAM,DHUBRI,26.01,90.033,20.3,13.9,46,E,850.1,1314.5,-35,D,EXACT,1.0
12,ASSAM,DIBRUGARH,27.367,95.053,23.8,7.8,205,LE,749,852.3,-12,N,EXACT,1.0
13,ASSAM,DIMA HASAO,25.378,93.031,0,8.5,-100,NR,260.2,639.3,-59,D,EXACT,1.0
14,ASSAM,GOALPARA,26.052,90.605,15.8,13.8,14,N,533.5,1240,-57,D,EXACT,1.0
15,ASSAM,GOLAGHAT,26.475,93.835,17.9,7.1,152,LE,480.4,580.2,-17,N,EXACT,1.0
16,ASSAM,HAILAKANDI,24.498,92.588,1.6,12.1,-87,LD,700.7,874.7,-20,D,EXACT,1.0
17,ASSAM,HOJAI,25.978,92.98,0,7.4,-100,NR,237.6,403.2,-41,D,EXACT,1.0
18,ASSAM,JORHAT,26.711,94.264,29.2,9.5,208,LE,507,688.6,-26,D,EXACT,1.0
19,ASSAM,KAMRUP METROPOLITAN,26.13,91.888,2.3,7.2,-68,LD,481.5,632.1,-24,D,EXACT,1.0
20,ASSAM,KAMRUP RURAL,26.1,91.415,4.6,9.7,-52,D,277.5,774.2,-64,LD,EXACT,1.0
21,ASSAM,KARBI ANGLONG,26.157,93.405,1.1,6.7,-84,LD,284.5,448.2,-37,D,EXACT,1.0
22,ASSAM,KOKRAJHAR,26.494,90.117,21.3,28.2,-25,D,1505.7,1662.5,-9,N,EXACT,1.0
23,ASSAM,LAKHIMPUR,27.174,94.141,65.9,14,371,LE,1403,1168.7,20,E,EXACT,1.0
