S.No,STATE,DISTRICT,Lat,Lon,ACTUAL_1,NORMAL_1,PCTDEP_1,CAT_1,ACTUAL_2,NORMAL_2,PCTDEP_2,CAT_2,match_type,match_score
1,ANDAMAN & NICOBAR ISLANDS,NICOBAR,7.507,93.597,3.4,5.4,-36%,D,474.3,812.1,-42%,D,EXACT,1.0
2,ANDAMAN & NICOBAR ISLANDS,NORTH & MIDDLE ANDAMAN,12.833,92.863,0,18.8,-100%,NR,1941.5,1482.8,31%,E,EXACT,1.0
3,ANDAMAN & NICOBAR ISLANDS,SOUTH ANDAMAN,11.508,92.644,1.1,11.3,-91%,LD,1017.2,1246,-18%,N,EXACT,1.0
1,ARUNACHAL PRADESH,ANJAW,28.066,96.825,0,8.1,-100%,NR,164,1337,-88%,LD,EXACT,1.0
2,ARUNACHAL PRADESH,CHANGLANG,27.363,96.341,0,9.1,-100%,NR,967.1,1116.9,-13%,N,EXACT,1.0
3,ARUNACHAL PRADESH,DIBANG VALLEY,28.7,95.88,,3.8,,ND,,922,,ND,EXACT,1.0
4,ARUNACHAL PRADESH,EAST KAMENG,27.586,92.923,12,15.1,-21%,D,1195.4,992,21%,E,EXACT,1.0
5,ARUNACHAL PRADESH,EAST SIANG,28.044,95.355,0.1,24.1,-99%,LD,1916.4,2636.2,-27%,D,EXACT,1.0
6,ARUNACHAL PRADESH,KURUNG KUMEY,28.014,93.202,6.3,7.4,-16%,N,523,926.9,-44%,D,EXACT,1.0
7,ARUNACHAL PRADESH,LOHIT,27.906,96.276,0,11.3,-100%,NR,808.3,1291,-37%,D,EXACT,1.0
8,ARUNACHAL PRADESH,LOWER DIBANG VALLEY,28.25,95.84,,15.8,,ND,,1915.4,,ND,EXACT,1.0
9,ARUNACHAL PRADESH,LOWER SUBANSIRI,27.562,93.787,1,6,-83%,LD,391.9,622.7,-37%,D,EXACT,1.0
10,ARUNACHAL PRADESH,PAPUMPARA,27.29,93.593,0,8.9,-100%,NR,1488.3,1794.7,-17%,N,EXACT,1.0
11,ARUNACHAL PRADESH,TAWANG,27.662,91.95,0,8.4,-100%,NR,305.1,814.2,-63%,LD,EXACT,1.0
12,ARUNACHAL PRADESH,TIRAP,27.028,95.532,0,9.2,-100%,NR,1642.5,1632.4,1%,N,EXACT,1.0
13,ARUNACHAL PRADESH,UPPER SIANG,28.834,94.915,0,18.8,-100%,NR,971.1,1377.4,-30%,D,EXACT,1.0
14,ARUNACHAL PRADESH,UPPER SUBANSIRI,28.291,93.933,0,7.9,-100%,NR,308.7,770.9,-60%,LD,EXACT,1.0
15,ARUNACHAL PRADESH,WEST KAMENG,27.298,92.39,18.4,13.3,38%,E,472.9,1413.1,-67%,LD,EXACT,1.0
16,ARUNACHAL PRADESH,WEST SIANG,28.159,94.625,0,13.7,-100%,NR,572.3,1634,-65%,LD,EXACT,1.0
1,ASSAM,BAJALI,26.47,91.0,0,9.8,-100%,NR,1022.5,1749.7,-42%,D,EXACT,1.0
2,ASSAM,BAKSA,26.661,91.353,0,8.8,-100%,NR,1079.8,1278.4,-16%,N,EXACT,1.0
3,ASSAM,BARPETA,26.34,91.005,0,9.8,-100%,NR,1150,1749.7,-34%,D,EXACT,1.0
4,ASSAM,BISWANATH,26.829,93.383,,16.3,,ND,,1255.9,,ND,EXACT,1.0
5,ASSAM,BONGAIGAON,26.36,90.62,0,11,-100%,NR,846.2,1978.8,-57%,D,EXACT,1.0
6,ASSAM,CACHAR,24.813,92.855,24.3,12.6,93%,LE,1461.1,1513.3,-3%,N,EXACT,1.0
7,ASSAM,CHARAIDEO,27.063,95.046,0,4.1,-100%,NR,1107.5,868.5,28%,E,EXACT,1.0
8,ASSAM,CHIRANG,26.66,90.599,0,16.7,-100%,NR,1165.6,1989,-41%,D,EXACT,1.0
9,ASSAM,DARRANG,26.448,92.029,0.8,10.9,-93%,LD,645.3,1084.7,-41%,D,EXACT,1.0
10,ASSAM,DHEMAJI,27.59,94.775,0,20.7,-100%,NR,1968.6,1698.7,16%,N,EXACT,1.0
11,ASSAM,DHUBRI,26.01,90.033,0.9,10.4,-92%,LD,1153.5,1774.9,-35%,D,EXACT,1.0
12,ASSAM,DIBRUGARH,27.367,95.053,0.4,10.8,-96%,LD,1016,1234.2,-18%,N,EXACT,1.0
13,ASSAM,DIMA HASAO,25.378,93.031,4.8,3,61%,LE,514.5,847.7,-39%,D,EXACT,1.0
14,ASSAM,GOALPARA,26.052,90.605,5.9,12.4,-52%,D,914.5,1685.4,-46%,D,EXACT,1.0
15,ASSAM,GOLAGHAT,26.475,93.835,0,6.8,-100%,NR,785.7,868.6,-10%,N,EXACT,1.0
16,ASSAM,HAILAKANDI,24.498,92.588,11.7,7.2,62%,LE,1136.5,1265.5,-10%,N,EXACT,1.0
17,ASSAM,HOJAI,25.978,92.98,0.3,4.8,-95%,LD,370.1,625.8,-41%,D,EXACT,1.0
18,ASSAM,JORHAT,26.711,94.264,0.5,9,-94%,LD,732.5,1037.3,-29%,D,EXACT,1.0
19,ASSAM,KAMRUP METROPOLITAN,26.13,91.888,3.8,10.5,-63%,LD,726.3,884.9,-18%,N,EXACT,1.0
20,ASSAM,KAMRUP RURAL,26.1,91.415,0.3,10.9,-97%,LD,532.9,1087.2,-51%,D,EXACT,1.0
21,ASSAM,KARBI ANGLONG,26.157,93.405,0.2,5.3,-97%,LD,535.7,670.3,-20%,D,EXACT,1.0
22,ASSAM,KOKRAJHAR,26.494,90.117,0.3,15.3,-98%,LD,2069.7,2269.1,-9%,N,EXACT,1.0
23,ASSAM,LAKHIMPUR,27.174,94.141,0,13,-100%,NR,1981.3,1686.5,17%,N,EXACT,1.0
24,ASSAM,MAJULI,26.999,94.292,,9,,ND,966,1037.3,-7%,N,EXACT,1.0
25,ASSAM,MORIGAON,26.282,92.284,2.2,8.2,-74%,LD,603.5,938,-36%,D,EXACT,1.0
26,ASSAM,NAGAON,26.362,92.754,0,8.2,-100%,NR,456.7,859.3,-47%,D,EXACT,1.0
27,ASSAM,NALBARI,26.371,91.382,0,8.5,-100%,NR,540.8,1336.1,-60%,LD,EXACT,1.0
28,ASSAM,SIBSAGAR,26.97,94.66,0,8.6,-100%,NR,701.8,990.2,-29%,D,EXACT,1.0
29,ASSAM,SONITPUR,26.757,92.699,0,7,-100%,NR,992.3,986,1%,N,EXACT,1.0
30,ASSAM,SOUTH SALMARA,25.918,89.962,,10.4,,ND,,1774.9,,ND,EXACT,1.0
31,ASSAM,SRIBHUMI,24.868637,92.360548,15.3,12.4,23%,E,1421.4,1812,-22%,D,EXACT,1.0
32,ASSAM,TAMULPUR,26.69,91.1,0,9.9,-100%,NR,1063.2,1120.2,-5%,N,EXACT,1.0
33,ASSAM,TINSUKIA,27.58,95.62,0,15.2,-100%,NR,1136.3,1205.8,-6%,N,EXACT,1.0
34,ASSAM,UDALGURI,26.73,92.032,0,7.1,-100%,NR,524,1216.9,-57%,D,EXACT,1.0
35,ASSAM,WEST KARBI ANGLONG,25.85,92.533,,4.3,,ND,502,575.1,-13%,N,EXACT,1.0
1,MEGHALAYA,EAST GARO HILLS,25.624,90.631,2.8,12.4,-77%,LD,595.6,1550.9,-62%,LD,EXACT,1.0
2,MEGHALAYA,EAST JAINTIA HILLS,25.258,92.469,17.6,31.1,-44%,D,1375.7,3800.6,-64%,LD,EXACT,1.0
3,MEGHALAYA,EAST KHASI HILLS,25.381,91.797,12.3,27.3,-55%,D,1867.9,3807.2,-51%,D,EXACT,1.0
4,MEGHALAYA,NORTH GARO HILLS,25.856,90.665,4.7,7.2,-34%,D,551.2,1496.6,-63%,LD,EXACT,1.0
5,MEGHALAYA,RI BHOI,25.871,91.886,5.8,15,-61%,LD,688.1,1265.4,-46%,D,EXACT,1.0
6,MEGHALAYA,SOUTH GARO HILLS,25.302,90.582,2.8,7.2,-61%,LD,786.7,1496.6,-47%,D,EXACT,1.0
7,MEGHALAYA,SOUTH WEST GARO HILLS,25.446,89.993,0.1,7.2,-99%,LD,500.3,1496.6,-67%,LD,EXACT,1.0
8,MEGHALAYA,SOUTH WEST KHASI HILLS,25.321,91.243,5.5,7.2,-24%,D,2532,1496.6,69%,LE,EXACT,1.0
9,MEGHALAYA,WEST GARO HILLS,25.653,90.196,2.6,10.1,-74%,LD,427.1,1526.1,-72%,LD,EXACT,1.0
10,MEGHALAYA,WEST JAINTIA HILLS,25.483,92.285,11.1,31.1,-64%,LD,824.1,3800.6,-78%,LD,EXACT,1.0
11,MEGHALAYA,WEST KHASI HILLS,25.605,91.263,10.6,16.3,-35%,D,736.1,2257.7,-67%,LD,EXACT,1.0
1,MIZORAM,AIZAWL,23.836,92.824,12.2,12.9,-6%,N,1109.1,1280.1,-13%,N,EXACT,1.0
2,MIZORAM,CHAMPHAI,23.425,93.304,7.4,7.9,-6%,N,848.2,1052.2,-19%,N,EXACT,1.0
3,MIZORAM,KOLASIB,24.158,92.727,40.8,15.1,170%,LE,1434.5,1400.3,2%,N,EXACT,1.0
4,MIZORAM,LAWNGTLAI,22.434,92.769,12.7,10.7,19%,N,1257.5,1377.2,-9%,N,EXACT,1.0
5,MIZORAM,LUNGLEI,22.968,92.643,22.8,13.5,69%,LE,1135.1,1409.6,-19%,N,EXACT,1.0
6,MIZORAM,MAMIT,23.753,92.463,8.2,13.2,-38%,D,806.1,1256.9,-36%,D,EXACT,1.0
7,MIZORAM,SAIHA,22.291,93.001,70.1,10.6,561%,LE,1111.2,1404.3,-21%,D,EXACT,1.0
8,MIZORAM,SERCHHIP,23.299,92.934,16,9.7,65%,LE,1222.4,1210.3,1%,N,EXACT,1.0
1,MANIPUR,BISHNUPUR,24.538,93.799,0.2,12.5,-98%,LD,393.2,942.4,-58%,D,EXACT,1.0
2,MANIPUR,CHANDEL,24.14,94.014,0.2,12.5,-99%,LD,458.8,942.4,-51%,D,EXACT,1.0
3,MANIPUR,CHURACHANDPUR,24.28,93.603,0,12.5,-100%,NR,211,942.4,-78%,LD,EXACT,1.0
4,MANIPUR,IMPHAL EAST,24.826,94.009,0,4.8,-100%,NR,423.9,613.2,-31%,D,EXACT,1.0
5,MANIPUR,IMPHAL WEST,24.772,93.868,4.9,7.7,-36%,D,636.7,1414.2,-55%,D,EXACT,1.0
6,MANIPUR,SENAPATI,25.398,94.127,0,4,-100%,NR,574.8,646.6,-11%,N,EXACT,1.0
7,MANIPUR,TAMENGLONG,25.047,93.556,0,15.4,-100%,NR,1492.6,3342.2,-55%,D,EXACT,1.0
8,MANIPUR,THOUBAL,24.621,94.012,0,4.8,-100%,NR,309.7,613.2,-49%,D,EXACT,1.0
9,MANIPUR,UKHRUL,25.23,94.427,0.6,1.3,-54%,D,821,880,-7%,N,EXACT,1.0
1,TRIPURA,DHALAI,23.839,91.92,2.4,7.6,-69%,LD,1046,1107.7,-6%,N,EXACT,1.0
2,TRIPURA,GOMATI,23.53,91.619,12.7,5.5,131%,LE,933.6,1182.9,-21%,D,EXACT,1.0
3,TRIPURA,KHOWAI,23.947,91.655,10.8,9.8,10%,N,1147.6,1082.6,6%,N,EXACT,1.0
4,TRIPURA,NORTH TRIPURA,24.095,92.209,7.7,9.3,-17%,N,962.9,1147.8,-16%,N,EXACT,1.0
5,TRIPURA,SIPAHIJALA,23.587,91.33,9,8.5,6%,N,973.8,1105.8,-12%,N,EXACT,1.0
6,TRIPURA,SOUTH TRIPURA,23.192,91.588,7.6,7.5,1%,N,974.5,1430.7,-32%,D,EXACT,1.0
7,TRIPURA,UNAKOTI,24.193,92.04,0.9,7.3,-87%,LD,1140.8,1169.5,-2%,N,EXACT,1.0
8,TRIPURA,WEST TRIPURA,23.888,91.397,7.4,5.1,44%,E,1113.3,989.8,12%,N,EXACT,1.0
1,NAGALAND,DIMAPUR,25.776,93.795,2.2,4.3,-50%,D,671.2,676.3,-1%,N,EXACT,1.0
2,NAGALAND,KIPHIRE,25.847,94.824,12.5,5.6,122%,LE,654.9,505.8,29%,E,EXACT,1.0
3,NAGALAND,KOHIMA,25.77,94.11,9.8,8.8,11%,N,923.4,1002.1,-8%,N,EXACT,1.0
4,NAGALAND,LONGLENG,26.559,94.798,,8.7,,ND,,871.6,,ND,EXACT,1.0
5,NAGALAND,MOKOKCHUNG,26.472,94.529,5.5,10.1,-46%,D,1331.6,1138.5,17%,N,EXACT,1.0
6,NAGALAND,MON,26.684,95.018,6.2,9.2,-33%,D,708.8,899.4,-21%,D,EXACT,1.0
7,NAGALAND,PEREN,25.493,93.615,5.7,4.8,19%,N,738.3,758.4,-3%,N,EXACT,1.0
8,NAGALAND,PHEK,25.649,94.532,7.6,5,52%,E,654.7,691.1,-5%,N,EXACT,1.0
9,NAGALAND,TUENSANG,26.177,94.887,,8.7,,ND,,871.6,,ND,EXACT,1.0
10,NAGALAND,WOKHA,26.196,94.198,15.1,11.9,27%,E,1106.6,1012.8,9%,N,EXACT,1.0
11,NAGALAND,ZUNHEBOTO,26.003,94.486,14.5,9.1,59%,E,1396.1,879.5,59%,E,EXACT,1.0
1,WEST BENGAL,ALIPURDUAR,26.631,89.457,0,25,-100%,NR,2239.8,2540.4,-12%,N,EXACT,1.0
2,WEST BENGAL,COOCH BEHAR,26.292,89.346,7.9,19.5,-59%,D,1740.2,1937.2,-10%,N,EXACT,1.0
3,WEST BENGAL,DARJEELING,26.853,88.263,2.4,19.5,-88%,LD,1786.7,2254.9,-21%,D,FUZZY,0.842
4,WEST BENGAL,JALPAIGURI,26.681,88.761,0.3,22.8,-99%,LD,1798.1,2417.7,-26%,D,EXACT,1.0
5,WEST BENGAL,KALIMPONG,27.033,88.629,2.9,18.2,-84%,LD,1591.3,1998.6,-20%,D,EXACT,1.0
6,WEST BENGAL,MALDA,25.142,88.089,9,8.3,8%,N,697.5,910,-23%,D,FUZZY,0.909
7,WEST BENGAL,NORTH DINAJPUR,25.889,87.998,19,11.1,71%,LE,835.1,1173.3,-29%,D,EXACT,1.0
8,WEST BENGAL,SOUTH DINAJPUR,25.367,88.575,2.6,5.1,-49%,D,675.3,834.4,-19%,N,EXACT,1.0
1,SIKKIM,GANGTOK,27.292,88.671,20.7,21.6,-4%,N,1616.7,1806.5,-11%,N,EXACT,1.0
2,SIKKIM,GYALSHING,27.349,88.175,10.3,17.7,-42%,D,1867.4,1484.2,26%,E,EXACT,1.0
3,SIKKIM,MANGAN,27.744,88.528,5.3,11.8,-55%,D,1114.4,1267.1,-12%,N,EXACT,1.0
4,SIKKIM,NAMCHI,27.287,88.383,8.4,9.8,-14%,N,1540.4,1340.5,15%,N,EXACT,1.0
5,SIKKIM,Pakyong,27.23,88.6,1.4,16.4,-91%,LD,1307.6,1332.3,-2%,N,EXACT,1.0
6,SIKKIM,Soreng,27.17,88.25,9,17.7,-49%,D,1828,1484.2,23%,E,EXACT,1.0
1,WEST BENGAL,BANKURA,23.139,87.136,0.3,7.6,-96%,LD,1025,933.4,10%,N,EXACT,1.0
2,WEST BENGAL,BIRBHUM,23.955,87.663,32.9,5.6,488%,LE,785.6,889.1,-12%,N,EXACT,1.0
3,WEST BENGAL,EAST MIDNAPORE,22.032,87.772,0,11.3,-100%,NR,1595.6,993,61%,LE,EXACT,1.0
4,WEST BENGAL,HOOGHLY,22.884,88.072,10.3,10,3%,N,876.2,842.3,4%,N,EXACT,1.0
5,WEST BENGAL,HOWRAH,22.524,88.064,8.4,10.4,-19%,N,1009.7,927.2,9%,N,EXACT,1.0
