S.No,STATE,DISTRICT,Lat,Lon,ACTUAL_1,NORMAL_1,PCTDEP_1,CAT_1,ACTUAL_2,NORMAL_2,PCTDEP_2,CAT_2,match_type,match_score
1,ANDAMAN & NICOBAR ISLANDS,NICOBAR,7.507,93.597,29.4,12,145%,LE,553.2,940.7,-41%,D,EXACT,1.0
2,ANDAMAN & NICOBAR ISLANDS,NORTH & MIDDLE ANDAMAN,12.833,92.863,3,14.6,-79%,LD,2361.4,1691.3,40%,E,EXACT,1.0
3,ANDAMAN & NICOBAR ISLANDS,SOUTH ANDAMAN,11.508,92.644,41.1,15.1,172%,LE,1177.9,1432.6,-18%,N,EXACT,1.0
1,ARUNACHAL PRADESH,ANJAW,28.066,96.825,0,10.4,-100%,NR,173,1479.6,-88%,LD,EXACT,1.0
2,ARUNACHAL PRADESH,CHANGLANG,27.363,96.341,3.8,7.6,-51%,D,1014.1,1234.9,-18%,N,EXACT,1.0
3,ARUNACHAL PRADESH,DIBANG VALLEY,28.7,95.88,,18.2,,ND,,1063.1,,ND,EXACT,1.0
4,ARUNACHAL PRADESH,EAST KAMENG,27.586,92.923,34,9.9,243%,LE,1273.3,1122.2,13%,N,EXACT,1.0
5,ARUNACHAL PRADESH,EAST SIANG,28.044,95.355,0.4,16.5,-98%,LD,1977.7,2923.2,-32%,D,EXACT,1.0
6,ARUNACHAL PRADESH,KURUNG KUMEY,28.014,93.202,2.8,12.7,-78%,LD,566.7,1081.6,-48%,D,EXACT,1.0
7,ARUNACHAL PRADESH,LOHIT,27.906,96.276,1.9,11.6,-83%,LD,887.4,1445.6,-39%,D,EXACT,1.0
8,ARUNACHAL PRADESH,LOWER DIBANG VALLEY,28.25,95.84,,20.1,,ND,,2135.4,,ND,EXACT,1.0
9,ARUNACHAL PRADESH,LOWER SUBANSIRI,27.562,93.787,0,6.3,-100%,NR,400.4,686.3,-42%,D,EXACT,1.0
10,ARUNACHAL PRADESH,PAPUMPARA,27.29,93.593,28.5,15.8,80%,LE,1662.9,2004.9,-17%,N,EXACT,1.0
