S.No,STATE,DISTRICT,Lat,Lon,ACTUAL_1,NORMAL_1,PCTDEP_1,CAT_1,ACTUAL_2,NORMAL_2,PCTDEP_2,CAT_2,match_type,match_score
1,ANDAMAN & NICOBAR ISLANDS,NICOBAR,7.507,93.597,11.5,7.1,62,LE,411.7,628,-34,D,EXACT,1.0
2,ANDAMAN & NICOBAR ISLANDS,NORTH & MIDDLE ANDAMAN,12.833,92.863,25,17.8,40,E,1503.6,1101.3,37,E,EXACT,1.0
3,ANDAMAN & NICOBAR ISLANDS,SOUTH ANDAMAN,11.508,92.644,8.6,9.7,-12,N,829.6,934.6,-11,N,EXACT,1.0
1,ARUNACHAL PRADESH,ANJAW,28.066,96.825,0,11.7,-100,NR,120.4,1063.6,-89,LD,EXACT,1.0
2,ARUNACHAL PRADESH,CHANGLANG,27.363,96.341,3.6,11,-68,LD,709.7,866.4,-18,N,EXACT,1.0
3,ARUNACHAL PRADESH,DIBANG VALLEY,28.7,95.88,,3.7,,ND,,791.4,,ND,EXACT,1.0
4,ARUNACHAL PRADESH,EAST KAMENG,27.586,92.923,3,6.3,-52,D,1001,776.4,29,E,EXACT,1.0
5,ARUNACHAL PRADESH,EAST SIANG,28.044,95.355,0,23.2,-100,NR,1658.9,2077.4,-20,D,EXACT,1.0
6,ARUNACHAL PRADESH,KURUNG KUMEY,28.014,93.202,4.2,7.5,-44,D,412.4,741.5,-44,D,EXACT,1.0
7,ARUNACHAL PRADESH,LOHIT,27.906,96.276,4.7,5.5,-15,N,664.4,1023.6,-35,D,EXACT,1.0
8,ARUNACHAL PRADESH,LOWER DIBANG VALLEY,28.25,95.84,,10.8,,ND,,1528.2,,ND,EXACT,1.0
9,ARUNACHAL PRADESH,LOWER SUBANSIRI,27.562,93.787,2.3,4.5,-49,D,290.1,481.7,-40,D,EXACT,1.0
10,ARUNACHAL PRADESH,PAPUMPARA,27.29,93.593,0.8,13,-94,LD,1255.5,1469.9,-15,N,EXACT,1.0
11,ARUNACHAL PRADESH,TAWANG,27.662,91.95,17.7,7.1,149,LE,235.8,614.4,-62,LD,EXACT,1.0
12,ARUNACHAL PRADESH,TIRAP,27.028,95.532,69,16.4,321,LE,1452.7,1289.6,13,N,EXACT,1.0
13,ARUNACHAL PRADESH,UPPER SIANG,28.834,94.915,0,11.9,-100,NR,837.8,1070.6,-22,D,EXACT,1.0
14,ARUNACHAL PRADESH,UPPER SUBANSIRI,28.291,93.933,2.8,6.5,-57,D,269.1,603.8,-55,D,EXACT,1.0
15,ARUNACHAL PRADESH,WEST KAMENG,27.298,92.39,9.7,15.3,-37,D,345.3,1095.2,-68,LD,EXACT,1.0
16,ARUNACHAL PRADESH,WEST SIANG,28.159,94.625,1,12.3,-92,LD,484.4,1309.3,-63,LD,EXACT,1.0
1,ASSAM,BAJALI,26.47,91.0,4.5,6.5,-31,D,879,1429.8,-39,D,EXACT,1.0
2,ASSAM,BAKSA,26.661,91.353,0.1,11.7,-99,LD,901.3,1053,-14,N,EXACT,1.0
3,ASSAM,BARPETA,26.34,91.005,14.4,6.5,122,LE,1058.8,1429.8,-26,D,EXACT,1.0
4,ASSAM,BISWANATH,26.829,93.383,,10.2,,ND,,972.8,,ND,EXACT,1.0
5,ASSAM,BONGAIGAON,26.36,90.62,18.4,7.7,139,LE,726,1591.6,-54,D,EXACT,1.0
6,ASSAM,CACHAR,24.813,92.855,4.9,20.2,-76,LD,1163,1178.7,-1,N,EXACT,1.0
