S.No,STATE,DISTRICT,Lat,Lon,ACTUAL_1,NORMAL_1,PCTDEP_1,CAT_1,ACTUAL_2,NORMAL_2,PCTDEP_2,CAT_2,match_type,match_score
1,ANDAMAN & NICOBAR ISLANDS,NICOBAR,7.507,93.597,14.1,10.5,35%,E,511.8,907.2,-44%,D,EXACT,1.0
2,ANDAMAN & NICOBAR ISLANDS,NORTH & MIDDLE ANDAMAN,12.833,92.863,0,17,-100%,NR,2357.5,1645.3,43%,E,EXACT,1.0
3,ANDAMAN & NICOBAR ISLANDS,SOUTH ANDAMAN,11.508,92.644,9.6,15.8,-39%,D,1129.1,1384.4,-18%,N,EXACT,1.0
1,ARUNACHAL PRADESH,ANJAW,28.066,96.825,0,16.1,-100%,NR,171.9,1442.6,-88%,LD,EXACT,1.0
2,ARUNACHAL PRADESH,CHANGLANG,27.363,96.341,0,11.5,-100%,NR,1010.3,1214.2,-17%,N,EXACT,1.0
3,ARUNACHAL PRADESH,DIBANG VALLEY,28.7,95.88,,19.9,,ND,,1011.6,,ND,EXACT,1.0
4,ARUNACHAL PRADESH,EAST KAMENG,27.586,92.923,1.6,13.2,-88%,LD,1239.3,1094.4,13%,N,EXACT,1.0
5,ARUNACHAL PRADESH,EAST SIANG,28.044,95.355,14.1,26.1,-46%,D,1977.3,2845.9,-31%,D,EXACT,1.0
6,ARUNACHAL PRADESH,KURUNG KUMEY,28.014,93.202,28.8,22.4,28%,E,561.9,1043.7,-46%,D,EXACT,1.0
7,ARUNACHAL PRADESH,LOHIT,27.906,96.276,0.4,18.7,-98%,LD,875.7,1394.1,-37%,D,EXACT,1.0
8,ARUNACHAL PRADESH,LOWER DIBANG VALLEY,28.25,95.84,,28.5,,ND,,2062.2,,ND,EXACT,1.0
9,ARUNACHAL PRADESH,LOWER SUBANSIRI,27.562,93.787,0,2.5,-100%,NR,400.1,672,-40%,D,EXACT,1.0
10,ARUNACHAL PRADESH,PAPUMPARA,27.29,93.593,11.3,16.5,-32%,D,1626.7,1958.2,-17%,N,EXACT,1.0
11,ARUNACHAL PRADESH,TAWANG,27.662,91.95,0,4.5,-100%,NR,323.2,885,-63%,LD,EXACT,1.0
12,ARUNACHAL PRADESH,TIRAP,27.028,95.532,10.5,19.6,-46%,D,1739.5,1775.3,-2%,N,EXACT,1.0
13,ARUNACHAL PRADESH,UPPER SIANG,28.834,94.915,7.4,9,-18%,N,1043.6,1540.2,-32%,D,EXACT,1.0
14,ARUNACHAL PRADESH,UPPER SUBANSIRI,28.291,93.933,0,5.3,-100%,NR,321.7,839.6,-62%,LD,EXACT,1.0
15,ARUNACHAL PRADESH,WEST KAMENG,27.298,92.39,11.6,13,-10%,N,500.4,1519.9,-67%,LD,EXACT,1.0
16,ARUNACHAL PRADESH,WEST SIANG,28.159,94.625,2.3,23,-90%,LD,574.8,1772.8,-68%,LD,EXACT,1.0
1,ASSAM,BAJALI,26.47,91.0,2.5,10,-75%,LD,1033,1897.1,-46%,D,EXACT,1.0
2,ASSAM,BAKSA,26.661,91.353,0.4,9.3,-96%,LD,1116.3,1381.7,-19%,N,EXACT,1.0
3,ASSAM,BARPETA,26.34,91.005,0,10,-100%,NR,1169.6,1897.1,-38%,D,EXACT,1.0
4,ASSAM,BISWANATH,26.829,93.383,,10.6,,ND,,1359.1,,ND,EXACT,1.0
5,ASSAM,BONGAIGAON,26.36,90.62,10,6.5,54%,E,856.2,2138.2,-60%,LD,EXACT,1.0
6,ASSAM,CACHAR,24.813,92.855,0.2,10.5,-98%,LD,1562.3,1660.2,-6%,N,EXACT,1.0
7,ASSAM,CHARAIDEO,27.063,95.046,7.5,4.3,74%,LE,1163.5,934.6,24%,E,EXACT,1.0
8,ASSAM,CHIRANG,26.66,90.599,79.5,17.2,362%,LE,1273.8,2171.1,-41%,D,EXACT,1.0
