S.No,STATE,DISTRICT,Lat,Lon,ACTUAL_1,NORMAL_1,PCTDEP_1,CAT_1,ACTUAL_2,NORMAL_2,PCTDEP_2,CAT_2,match_type,match_score
1,ANDAMAN & NICOBAR ISLANDS,NICOBAR,7.507,93.597,3,9.1,-67%,LD,468.9,800.4,-41%,D,EXACT,1.0
2,ANDAMAN & NICOBAR ISLANDS,NORTH & MIDDLE ANDAMAN,12.833,92.863,0.3,17.3,-98%,LD,1940.8,1448.1,34%,E,EXACT,1.0
3,ANDAMAN & NICOBAR ISLANDS,SOUTH ANDAMAN,11.508,92.644,1.8,14.2,-87%,LD,1011,1220.7,-17%,N,EXACT,1.0
1,ARUNACHAL PRADESH,ANJAW,28.066,96.825,7.2,4.5,60%,LE,161.9,1322.4,-88%,LD,EXACT,1.0
2,ARUNACHAL PRADESH,CHANGLANG,27.363,96.341,7.6,7.9,-4%,N,947.2,1096.8,-14%,N,EXACT,1.0
3,ARUNACHAL PRADESH,DIBANG VALLEY,28.7,95.88,,1.4,,ND,,916,,ND,EXACT,1.0
4,ARUNACHAL PRADESH,EAST KAMENG,27.586,92.923,43.4,7.1,511%,LE,1168.7,967.9,21%,E,EXACT,1.0
5,ARUNACHAL PRADESH,EAST SIANG,28.044,95.355,49.7,21.5,131%,LE,1910.4,2587.3,-26%,D,EXACT,1.0
6,ARUNACHAL PRADESH,KURUNG KUMEY,28.014,93.202,36.5,2.7,1252%,LE,508.5,912.9,-44%,D,EXACT,1.0
7,ARUNACHAL PRADESH,LOHIT,27.906,96.276,7.6,6.6,15%,N,802.1,1273.4,-37%,D,EXACT,1.0
8,ARUNACHAL PRADESH,LOWER DIBANG VALLEY,28.25,95.84,,21.1,,ND,,1886.5,,ND,EXACT,1.0
9,ARUNACHAL PRADESH,LOWER SUBANSIRI,27.562,93.787,27.2,4,580%,LE,385.2,610.9,-37%,D,EXACT,1.0
10,ARUNACHAL PRADESH,PAPUMPARA,27.29,93.593,50.9,11.3,351%,LE,1484.4,1764.7,-16%,N,EXACT,1.0
11,ARUNACHAL PRADESH,TAWANG,27.662,91.95,0,8.5,-100%,NR,305.1,796.7,-62%,LD,EXACT,1.0
12,ARUNACHAL PRADESH,TIRAP,27.028,95.532,5.5,10.9,-50%,D,1635,1611.5,1%,N,EXACT,1.0
13,ARUNACHAL PRADESH,UPPER SIANG,28.834,94.915,22.3,18.1,23%,E,971.1,1346.5,-28%,D,EXACT,1.0
14,ARUNACHAL PRADESH,UPPER SUBANSIRI,28.291,93.933,20.2,6.4,216%,LE,308.7,756.7,-59%,D,EXACT,1.0
15,ARUNACHAL PRADESH,WEST KAMENG,27.298,92.39,17,10.7,58%,E,447,1389.2,-68%,LD,EXACT,1.0
16,ARUNACHAL PRADESH,WEST SIANG,28.159,94.625,14.7,11.4,29%,E,570.4,1608.6,-65%,LD,EXACT,1.0
1,ASSAM,BAJALI,26.47,91.0,8,8.4,-5%,N,1009.5,1732.7,-42%,D,EXACT,1.0
2,ASSAM,BAKSA,26.661,91.353,14.9,6.7,123%,LE,1056.2,1265.1,-17%,N,EXACT,1.0
3,ASSAM,BARPETA,26.34,91.005,5.6,8.4,-34%,D,1146.8,1732.7,-34%,D,EXACT,1.0
4,ASSAM,BISWANATH,26.829,93.383,,9.2,,ND,,1228.6,,ND,EXACT,1.0
5,ASSAM,BONGAIGAON,26.36,90.62,9.8,9.6,2%,N,842,1959.8,-57%,D,EXACT,1.0
6,ASSAM,CACHAR,24.813,92.855,0.7,15.6,-95%,LD,1426.5,1489.8,-4%,N,EXACT,1.0
7,ASSAM,CHARAIDEO,27.063,95.046,13,13.2,-2%,N,1100,857.3,28%,E,EXACT,1.0
8,ASSAM,CHIRANG,26.66,90.599,7.7,7.9,-3%,N,1152.1,1963.2,-41%,D,EXACT,1.0
9,ASSAM,DARRANG,26.448,92.029,2,7.5,-73%,LD,643.2,1069.7,-40%,D,EXACT,1.0
10,ASSAM,DHEMAJI,27.59,94.775,82.6,10.3,702%,LE,1940,1668,16%,N,EXACT,1.0
11,ASSAM,DHUBRI,26.01,90.033,54,13.4,303%,LE,1143.6,1754.1,-35%,D,EXACT,1.0
12,ASSAM,DIBRUGARH,27.367,95.053,24.4,7.7,217%,LE,997.8,1210.5,-18%,N,EXACT,1.0
13,ASSAM,DIMA HASAO,25.378,93.031,14,7.2,94%,LE,439.2,840.5,-48%,D,EXACT,1.0
14,ASSAM,GOALPARA,26.052,90.605,88.3,9.5,829%,LE,894.1,1662,-46%,D,EXACT,1.0
15,ASSAM,GOLAGHAT,26.475,93.835,14.8,7.4,100%,LE,774.4,851,-9%,N,EXACT,1.0
16,ASSAM,HAILAKANDI,24.498,92.588,42.7,11.8,262%,LE,1119.7,1250.1,-10%,N,EXACT,1.0
17,ASSAM,HOJAI,25.978,92.98,4.2,9.3,-55%,D,364.7,617.5,-41%,D,EXACT,1.0
18,ASSAM,JORHAT,26.711,94.264,5.4,9.8,-45%,D,724.5,1019.9,-29%,D,EXACT,1.0
19,ASSAM,KAMRUP METROPOLITAN,26.13,91.888,27.4,5.9,364%,LE,708.6,867.4,-18%,N,EXACT,1.0
20,ASSAM,KAMRUP RURAL,26.1,91.415,19.5,6.2,215%,LE,517.4,1070.6,-52%,D,EXACT,1.0
21,ASSAM,KARBI ANGLONG,26.157,93.405,20.5,8.6,138%,LE,529.5,661.1,-20%,D,EXACT,1.0
