S.No,STATE,DISTRICT,Lat,Lon,ACTUAL_1,NORMAL_1,PCTDEP_1,CAT_1,ACTUAL_2,NORMAL_2,PCTDEP_2,CAT_2,match_type,match_score
1,ANDAMAN & NICOBAR ISLANDS,NICOBAR,7.507,93.597,31.8,12.1,163%,LE,673.1,1010.3,-33%,D,EXACT,1.0
2,ANDAMAN & NICOBAR ISLANDS,NORTH & MIDDLE ANDAMAN,12.833,92.863,18,17,6%,N,2454.2,1783.7,38%,E,EXACT,1.0
3,ANDAMAN & NICOBAR ISLANDS,SOUTH ANDAMAN,11.508,92.644,9.5,14.2,-33%,D,1308.1,1517.1,-14%,N,EXACT,1.0
1,ARUNACHAL PRADESH,ANJAW,28.066,96.825,0,5.3,-100%,NR,173,1511.3,-89%,LD,EXACT,1.0
2,ARUNACHAL PRADESH,CHANGLANG,27.363,96.341,2.6,8.9,-71%,LD,1023,1273.4,-20%,D,EXACT,1.0
3,ARUNACHAL PRADESH,DIBANG VALLEY,28.7,95.88,,7.1,,ND,,1109.8,,ND,EXACT,1.0
4,ARUNACHAL PRADESH,EAST KAMENG,27.586,92.923,0,7.3,-100%,NR,1401.5,1163.8,20%,E,EXACT,1.0
5,ARUNACHAL PRADESH,EAST SIANG,28.044,95.355,7.7,14.7,-47%,D,2038,3011.3,-32%,D,EXACT,1.0
6,ARUNACHAL PRADESH,KURUNG KUMEY,28.014,93.202,0,6.6,-100%,NR,613.7,1155.4,-47%,D,EXACT,1.0
7,ARUNACHAL PRADESH,LOHIT,27.906,96.276,14.7,9.3,58%,E,904.7,1489.9,-39%,D,EXACT,1.0
8,ARUNACHAL PRADESH,LOWER DIBANG VALLEY,28.25,95.84,,19.8,,ND,,2205.2,,ND,EXACT,1.0
9,ARUNACHAL PRADESH,LOWER SUBANSIRI,27.562,93.787,0,8.2,-100%,NR,407.3,711.1,-43%,D,EXACT,1.0
10,ARUNACHAL PRADESH,PAPUMPARA,27.29,93.593,1.2,21.2,-94%,LD,1719.6,2076.9,-17%,N,EXACT,1.0
11,ARUNACHAL PRADESH,TAWANG,27.662,91.95,4.4,5.9,-25%,D,333.7,941.9,-65%,LD,EXACT,1.0
12,ARUNACHAL PRADESH,TIRAP,27.028,95.532,22.5,8.8,156%,LE,1863.5,1860,0%,N,EXACT,1.0
13,ARUNACHAL PRADESH,UPPER SIANG,28.834,94.915,4.9,16.8,-71%,LD,1195.9,1658.4,-28%,D,EXACT,1.0
14,ARUNACHAL PRADESH,UPPER SUBANSIRI,28.291,93.933,0,12,-100%,NR,347.3,907.5,-62%,LD,EXACT,1.0
15,ARUNACHAL PRADESH,WEST KAMENG,27.298,92.39,0,9.9,-100%,NR,521,1612.3,-68%,LD,EXACT,1.0
16,ARUNACHAL PRADESH,WEST SIANG,28.159,94.625,0,21.1,-100%,NR,613.3,1907.5,-68%,LD,EXACT,1.0
1,ASSAM,BAJALI,26.47,91.0,0,20.5,-100%,NR,1053,2021,-48%,D,EXACT,1.0
2,ASSAM,BAKSA,26.661,91.353,5.1,8,-36%,D,1135.7,1461.7,-22%,D,EXACT,1.0
3,ASSAM,BARPETA,26.34,91.005,0,20.5,-100%,NR,1233.5,2021,-39%,D,EXACT,1.0
4,ASSAM,BISWANATH,26.829,93.383,,6.6,,ND,,1423.6,,ND,EXACT,1.0
5,ASSAM,BONGAIGAON,26.36,90.62,0,27.6,-100%,NR,922.1,2262.4,-59%,D,EXACT,1.0
6,ASSAM,CACHAR,24.813,92.855,1.6,6.4,-75%,LD,1603.4,1738.8,-8%,N,EXACT,1.0
7,ASSAM,CHARAIDEO,27.063,95.046,0,7.1,-100%,NR,1191,990.7,20%,E,EXACT,1.0
8,ASSAM,CHIRANG,26.66,90.599,0,17.9,-100%,NR,1358.2,2296,-41%,D,EXACT,1.0
9,ASSAM,DARRANG,26.448,92.029,1,5.1,-80%,LD,691.7,1231.6,-44%,D,EXACT,1.0
10,ASSAM,DHEMAJI,27.59,94.775,1.8,16,-89%,LD,2039.2,2010,1%,N,EXACT,1.0
11,ASSAM,DHUBRI,26.01,90.033,0,11.7,-100%,NR,1273.3,1968.7,-35%,D,EXACT,1.0
12,ASSAM,DIBRUGARH,27.367,95.053,8.9,8.3,7%,N,1103.5,1424.1,-23%,D,EXACT,1.0
13,ASSAM,DIMA HASAO,25.378,93.031,1,2.4,-58%,D,555,970.5,-43%,D,EXACT,1.0
14,ASSAM,GOALPARA,26.052,90.605,0,7.4,-100%,NR,999.6,1938.7,-48%,D,EXACT,1.0
15,ASSAM,GOLAGHAT,26.475,93.835,0,7.9,-100%,NR,897.8,1005.7,-11%,N,EXACT,1.0
16,ASSAM,HAILAKANDI,24.498,92.588,0,7.7,-100%,NR,1300.9,1435.7,-9%,N,EXACT,1.0
17,ASSAM,HOJAI,25.978,92.98,1,4.4,-78%,LD,443.6,722.2,-39%,D,EXACT,1.0
18,ASSAM,JORHAT,26.711,94.264,0,11,-100%,NR,808.7,1213.3,-33%,D,EXACT,1.0
19,ASSAM,KAMRUP METROPOLITAN,26.13,91.888,2.1,4.6,-55%,D,782,1003.6,-22%,D,EXACT,1.0
20,ASSAM,KAMRUP RURAL,26.1,91.415,0.2,5.6,-96%,LD,638.5,1216.4,-48%,D,EXACT,1.0
21,ASSAM,KARBI ANGLONG,26.157,93.405,3,5.8,-48%,D,650.2,782.7,-17%,N,EXACT,1.0
22,ASSAM,KOKRAJHAR,26.494,90.117,0,14.6,-100%,NR,2260,2533,-11%,N,EXACT,1.0
23,ASSAM,LAKHIMPUR,27.174,94.141,2.4,12.1,-80%,LD,2170.2,1938.6,12%,N,EXACT,1.0
24,ASSAM,MAJULI,26.999,94.292,,11,,ND,966,1213.3,-20%,D,EXACT,1.0
25,ASSAM,MORIGAON,26.282,92.284,1,6,-83%,LD,626.3,1063.6,-41%,D,EXACT,1.0
26,ASSAM,NAGAON,26.362,92.754,3.4,5.7,-40%,D,585.5,975.9,-40%,D,EXACT,1.0
27,ASSAM,NALBARI,26.371,91.382,0,9.4,-100%,NR,615.2,1542.5,-60%,LD,EXACT,1.0
28,ASSAM,SIBSAGAR,26.97,94.66,0.4,5.8,-94%,LD,844.6,1123.9,-25%,D,EXACT,1.0
29,ASSAM,SONITPUR,26.757,92.699,2.9,4.3,-33%,D,1061.3,1127.6,-6%,N,EXACT,1.0
30,ASSAM,SOUTH SALMARA,25.918,89.962,,11.7,,ND,,1968.7,,ND,EXACT,1.0
31,ASSAM,SRIBHUMI,24.868637,92.360548,0,7.4,-100%,NR,1563.8,2041.9,-23%,D,EXACT,1.0
32,ASSAM,TAMULPUR,26.69,91.1,6.9,6.1,13%,N,1138.4,1280.1,-11%,N,EXACT,1.0
33,ASSAM,TINSUKIA,27.58,95.62,13.3,11.2,19%,N,1276.7,1393,-8%,N,EXACT,1.0
34,ASSAM,UDALGURI,26.73,92.032,0,8.2,-100%,NR,536.1,1351.4,-60%,LD,EXACT,1.0
35,ASSAM,WEST KARBI ANGLONG,25.85,92.533,15.6,6,160%,LE,641.6,670.8,-4%,N,EXACT,1.0
1,MEGHALAYA,EAST GARO HILLS,25.624,90.631,2.9,16.5,-82%,LD,625.9,1784.2,-65%,LD,EXACT,1.0
2,MEGHALAYA,EAST JAINTIA HILLS,25.258,92.469,1.5,10.3,-85%,LD,1487.4,4263.7,-65%,LD,EXACT,1.0
3,MEGHALAYA,EAST KHASI HILLS,25.381,91.797,13.6,21.6,-37%,D,1973.8,4204.8,-53%,D,EXACT,1.0
4,MEGHALAYA,NORTH GARO HILLS,25.856,90.665,0.6,18.3,-97%,LD,609.9,1730.7,-65%,LD,EXACT,1.0
5,MEGHALAYA,RI BHOI,25.871,91.886,6.9,15.6,-56%,D,801.2,1494.3,-46%,D,EXACT,1.0
6,MEGHALAYA,SOUTH GARO HILLS,25.302,90.582,5.6,18.3,-69%,LD,876.1,1730.7,-49%,D,EXACT,1.0
7,MEGHALAYA,SOUTH WEST GARO HILLS,25.446,89.993,0.5,18.3,-98%,LD,533.7,1730.7,-69%,LD,EXACT,1.0
8,MEGHALAYA,SOUTH WEST KHASI HILLS,25.321,91.243,29.6,18.3,62%,LE,2670.2,1730.7,54%,E,EXACT,1.0
9,MEGHALAYA,WEST GARO HILLS,25.653,90.196,1.3,12.5,-89%,LD,512.9,1770.6,-71%,LD,EXACT,1.0
10,MEGHALAYA,WEST JAINTIA HILLS,25.483,92.285,8,10.3,-23%,D,886.1,4263.7,-79%,LD,EXACT,1.0
11,MEGHALAYA,WEST KHASI HILLS,25.605,91.263,9.9,15.8,-37%,D,830.1,2508,-67%,LD,EXACT,1.0
1,MIZORAM,AIZAWL,23.836,92.824,0,11.1,-100%,NR,1320.4,1519.5,-13%,N,EXACT,1.0
2,MIZORAM,CHAMPHAI,23.425,93.304,0.5,9,-94%,LD,944.7,1258.2,-25%,D,EXACT,1.0
3,MIZORAM,KOLASIB,24.158,92.727,0,13.1,-100%,NR,1630.8,1644.2,-1%,N,EXACT,1.0
4,MIZORAM,LAWNGTLAI,22.434,92.769,0,9.4,-100%,NR,1351,1591.3,-15%,N,EXACT,1.0
5,MIZORAM,LUNGLEI,22.968,92.643,0,10.8,-100%,NR,1269.9,1661,-24%,D,EXACT,1.0
6,MIZORAM,MAMIT,23.753,92.463,0,14.3,-100%,NR,1043.9,1514.6,-31%,D,EXACT,1.0
7,MIZORAM,SAIHA,22.291,93.001,0,13.2,-100%,NR,1458.6,1634.1,-11%,N,EXACT,1.0
8,MIZORAM,SERCHHIP,23.299,92.934,0,8.2,-100%,NR,1421.7,1407.1,1%,N,EXACT,1.0
1,MANIPUR,BISHNUPUR,24.538,93.799,0,4.9,-100%,NR,421.9,1089.6,-61%,LD,EXACT,1.0
2,MANIPUR,CHANDEL,24.14,94.014,5.3,4.9,8%,N,507.3,1089.6,-53%,D,EXACT,1.0
3,MANIPUR,CHURACHANDPUR,24.28,93.603,,4.9,,ND,232,1089.6,-79%,LD,EXACT,1.0
4,MANIPUR,IMPHAL EAST,24.826,94.009,3.7,6.7,-45%,D,448.9,690.8,-35%,D,EXACT,1.0
5,MANIPUR,IMPHAL WEST,24.772,93.868,6.3,5.1,23%,E,705.8,1628.5,-57%,D,EXACT,1.0
6,MANIPUR,SENAPATI,25.398,94.127,0.2,1.6,-88%,LD,617.8,723.8,-15%,N,EXACT,1.0
7,MANIPUR,TAMENGLONG,25.047,93.556,0,7.8,-100%,NR,1551.8,3872,-60%,LD,EXACT,1.0
8,MANIPUR,THOUBAL,24.621,94.012,0.2,6.7,-97%,LD,325.9,690.8,-53%,D,EXACT,1.0
9,MANIPUR,UKHRUL,25.23,94.427,0.2,1.6,-88%,LD,922.3,967.5,-5%,N,EXACT,1.0
1,TRIPURA,DHALAI,23.839,91.92,0,9.5,-100%,NR,1129.1,1264.9,-11%,N,EXACT,1.0
2,TRIPURA,GOMATI,23.53,91.619,0.1,8.5,-99%,LD,1028.3,1334.3,-23%,D,EXACT,1.0
3,TRIPURA,KHOWAI,23.947,91.655,0.5,8.1,-94%,LD,1246.7,1219.2,2%,N,EXACT,1.0
4,TRIPURA,NORTH TRIPURA,24.095,92.209,0,8.9,-100%,NR,1079.8,1344.8,-20%,D,EXACT,1.0
5,TRIPURA,SIPAHIJALA,23.587,91.33,0.1,6.9,-99%,LD,1039.8,1246.3,-17%,N,EXACT,1.0
6,TRIPURA,SOUTH TRIPURA,23.192,91.588,0,8.6,-100%,NR,1056.7,1583.4,-33%,D,EXACT,1.0
7,TRIPURA,UNAKOTI,24.193,92.04,0,10.8,-100%,NR,1253.7,1347.7,-7%,N,EXACT,1.0
8,TRIPURA,WEST TRIPURA,23.888,91.397,0.3,5.7,-94%,LD,1230.2,1118.4,10%,N,EXACT,1.0
1,NAGALAND,DIMAPUR,25.776,93.795,1.5,8.5,-82%,LD,773.6,780.9,-1%,N,EXACT,1.0
2,NAGALAND,KIPHIRE,25.847,94.824,0,4.2,-100%,NR,751.1,575.9,30%,E,EXACT,1.0
3,NAGALAND,KOHIMA,25.77,94.11,1.7,6.6,-74%,LD,1034.8,1169.3,-12%,N,EXACT,1.0
4,NAGALAND,LONGLENG,26.559,94.798,,14.6,,ND,,1005.4,,ND,EXACT,1.0
5,NAGALAND,MOKOKCHUNG,26.472,94.529,5.8,7.5,-23%,D,1611.7,1316.3,22%,E,EXACT,1.0
6,NAGALAND,MON,26.684,95.018,,4.5,,ND,877.9,1003.9,-13%,N,EXACT,1.0
7,NAGALAND,PEREN,25.493,93.615,12.5,11.8,6%,N,918,877,5%,N,EXACT,1.0
8,NAGALAND,PHEK,25.649,94.532,,8.7,,ND,752.2,792.3,-5%,N,EXACT,1.0
9,NAGALAND,TUENSANG,26.177,94.887,,14.6,,ND,,1005.4,,ND,EXACT,1.0
