S.No,STATE,DISTRICT,Lat,Lon,ACTUAL_1,NORMAL_1,PCTDEP_1,CAT_1,ACTUAL_2,NORMAL_2,PCTDEP_2,CAT_2,match_type,match_score
1,ANDAMAN & NICOBAR ISLANDS,NICOBAR,7.507,93.597,0,6.6,-100,NR,414.2,653.9,-37,D,EXACT,1.0
2,ANDAMAN & NICOBAR ISLANDS,NORTH & MIDDLE ANDAMAN,12.833,92.863,7.3,10.9,-33,D,1534.1,1164.7,32,E,EXACT,1.0
3,ANDAMAN & NICOBAR ISLANDS,SOUTH ANDAMAN,11.508,92.644,2.1,10.9,-80,LD,857.1,989.8,-13,N,EXACT,1.0
1,ARUNACHAL PRADESH,ANJAW,28.066,96.825,0,10.9,-100,NR,124.2,1104.4,-89,LD,EXACT,1.0
2,ARUNACHAL PRADESH,CHANGLANG,27.363,96.341,11.5,12.6,-9,N,724.5,911.3,-20,D,EXACT,1.0
3,ARUNACHAL PRADESH,DIBANG VALLEY,28.7,95.88,,9.5,,ND,,828.3,,ND,EXACT,1.0
4,ARUNACHAL PRADESH,EAST KAMENG,27.586,92.923,4.6,6.5,-30,D,1009.3,819.2,23,E,EXACT,1.0
5,ARUNACHAL PRADESH,EAST SIANG,28.044,95.355,0,24.2,-100,NR,1695,2169.1,-22,D,EXACT,1.0
6,ARUNACHAL PRADESH,KURUNG KUMEY,28.014,93.202,0,7.2,-100,NR,418.3,781.2,-46,D,EXACT,1.0
7,ARUNACHAL PRADESH,LOHIT,27.906,96.276,23,14.8,55,E,695.4,1078.6,-36,D,EXACT,1.0
8,ARUNACHAL PRADESH,LOWER DIBANG VALLEY,28.25,95.84,,15.1,,ND,,1598.5,,ND,EXACT,1.0
9,ARUNACHAL PRADESH,LOWER SUBANSIRI,27.562,93.787,0.7,6.2,-89,LD,301.7,504.1,-40,D,EXACT,1.0
10,ARUNACHAL PRADESH,PAPUMPARA,27.29,93.593,0,14.2,-100,NR,1266.3,1522.5,-17,N,EXACT,1.0
11,ARUNACHAL PRADESH,TAWANG,27.662,91.95,0,7.9,-100,NR,259.2,652.5,-60,LD,EXACT,1.0
12,ARUNACHAL PRADESH,TIRAP,27.028,95.532,30,16.2,85,LE,1533.7,1347.7,14,N,EXACT,1.0
13,ARUNACHAL PRADESH,UPPER SIANG,28.834,94.915,0,5.5,-100,NR,838.2,1106.9,-24,D,EXACT,1.0
14,ARUNACHAL PRADESH,UPPER SUBANSIRI,28.291,93.933,0,4.3,-100,NR,269.1,624.1,-57,D,EXACT,1.0
15,ARUNACHAL PRADESH,WEST KAMENG,27.298,92.39,4.5,14.2,-68,LD,350.9,1157.1,-70,LD,EXACT,1.0
16,ARUNACHAL PRADESH,WEST SIANG,28.159,94.625,0,13.6,-100,NR,485.4,1352.8,-64,LD,EXACT,1.0
1,ASSAM,BAJALI,26.47,91.0,0,14.7,-100,NR,879.5,1486.7,-41,D,EXACT,1.0
2,ASSAM,BAKSA,26.661,91.353,0,14.4,-100,NR,903.1,1094.2,-17,N,EXACT,1.0
3,ASSAM,BARPETA,26.34,91.005,3.2,14.7,-78,LD,1058.4,1486.7,-29,D,EXACT,1.0
4,ASSAM,BISWANATH,26.829,93.383,,14.2,,ND,,1024.3,,ND,EXACT,1.0
5,ASSAM,BONGAIGAON,26.36,90.62,5.3,18.7,-72,LD,732,1662.4,-56,D,EXACT,1.0
6,ASSAM,CACHAR,24.813,92.855,21.2,14.5,47,E,1190.8,1228.8,-3,N,EXACT,1.0
7,ASSAM,CHARAIDEO,27.063,95.046,26,14.4,81,LE,875,670.1,31,E,EXACT,1.0
8,ASSAM,CHIRANG,26.66,90.599,1.6,30.6,-95,LD,1036.1,1646.8,-37,D,EXACT,1.0
9,ASSAM,DARRANG,26.448,92.029,0,17.6,-100,NR,493.6,915.9,-46,D,EXACT,1.0
