S.No,STATE,DISTRICT,Lat,Lon,ACTUAL_1,NORMAL_1,PCTDEP_1,CAT_1,ACTUAL_2,NORMAL_2,PCTDEP_2,CAT_2,match_type,match_score
1,ANDAMAN & NICOBAR ISLANDS,NICOBAR,7.507,93.597,0,7.2,-100,NR,235.6,512.1,-54,D,EXACT,1.0
2,ANDAMAN & NICOBAR ISLANDS,NORTH & MIDDLE ANDAMAN,12.833,92.863,39.6,14.4,175,LE,1266.6,876.9,44,E,EXACT,1.0
3,ANDAMAN & NICOBAR ISLANDS,SOUTH ANDAMAN,11.508,92.644,1.3,9.9,-87,LD,638.6,760,-16,N,EXACT,1.0
1,ARUNACHAL PRADESH,ANJAW,28.066,96.825,1.3,19.1,-93,LD,104.6,894.8,-88,LD,EXACT,1.0
2,ARUNACHAL PRADESH,CHANGLANG,27.363,96.341,0,10,-100,NR,603.1,739.2,-18,N,EXACT,1.0
3,ARUNACHAL PRADESH,DIBANG VALLEY,28.7,95.88,,9.4,,ND,,712,,ND,EXACT,1.0
4,ARUNACHAL PRADESH,EAST KAMENG,27.586,92.923,0,10.6,-100,NR,836,662.4,26,E,EXACT,1.0
5,ARUNACHAL PRADESH,EAST SIANG,28.044,95.355,0,34.5,-100,NR,1466.1,1793.5,-18,N,EXACT,1.0
6,ARUNACHAL PRADESH,KURUNG KUMEY,28.014,93.202,1.5,12.1,-88,LD,271.4,602.8,-55,D,EXACT,1.0
7,ARUNACHAL PRADESH,LOHIT,27.906,96.276,5.5,17.5,-69,LD,558,884.8,-37,D,EXACT,1.0
8,ARUNACHAL PRADESH,LOWER DIBANG VALLEY,28.25,95.84,,15.8,,ND,,1340,,ND,EXACT,1.0
9,ARUNACHAL PRADESH,LOWER SUBANSIRI,27.562,93.787,0,10.3,-100,NR,215.8,360.8,-40,D,EXACT,1.0
10,ARUNACHAL PRADESH,PAPUMPARA,27.29,93.593,0.4,11.1,-97,LD,941.1,1248.5,-25,D,EXACT,1.0
11,ARUNACHAL PRADESH,TAWANG,27.662,91.95,9.1,12.3,-26,D,157.8,508.9,-69,LD,EXACT,1.0
