S.No,STATE,DISTRICT,Lat,Lon,ACTUAL_1,NORMAL_1,PCTDEP_1,CAT_1,ACTUAL_2,NORMAL_2,PCTDEP_2,CAT_2,match_type,match_score
1,ANDAMAN & NICOBAR ISLANDS,NICOBAR,7.507,93.597,9.9,5.1,95,LE,431.3,672.6,-36,D,EXACT,1.0
2,ANDAMAN & NICOBAR ISLANDS,NORTH & MIDDLE ANDAMAN,12.833,92.863,18.3,12.1,51,E,1571,1198.6,31,E,EXACT,1.0
3,ANDAMAN & NICOBAR ISLANDS,SOUTH ANDAMAN,11.508,92.644,6.7,10,-33,D,872.2,1026.1,-15,N,EXACT,1.0
1,ARUNACHAL PRADESH,ANJAW,28.066,96.825,0,18.8,-100,NR,124.2,1157.3,-89,LD,EXACT,1.0
2,ARUNACHAL PRADESH,CHANGLANG,27.363,96.341,0.5,9.9,-95,LD,740.5,942,-21,D,EXACT,1.0
3,ARUNACHAL PRADESH,DIBANG VALLEY,28.7,95.88,,8.5,,ND,,858.7,,ND,EXACT,1.0
4,ARUNACHAL PRADESH,EAST KAMENG,27.586,92.923,26.7,5.3,403,LE,1039.1,842.2,23,E,EXACT,1.0
5,ARUNACHAL PRADESH,EAST SIANG,28.044,95.355,0.1,27.2,-99,LD,1745.1,2242.7,-22,D,EXACT,1.0
6,ARUNACHAL PRADESH,KURUNG KUMEY,28.014,93.202,3.8,9.3,-59,D,422.8,809.8,-48,D,EXACT,1.0
7,ARUNACHAL PRADESH,LOHIT,27.906,96.276,0,9.8,-100,NR,698.1,1123.8,-38,D,EXACT,1.0
8,ARUNACHAL PRADESH,LOWER DIBANG VALLEY,28.25,95.84,,12.7,,ND,,1655.9,,ND,EXACT,1.0
9,ARUNACHAL PRADESH,LOWER SUBANSIRI,27.562,93.787,2.2,12,-82,LD,304,529.7,-43,D,EXACT,1.0
10,ARUNACHAL PRADESH,PAPUMPARA,27.29,93.593,5,8.9,-44,D,1317.4,1568.1,-16,N,EXACT,1.0
11,ARUNACHAL PRADESH,TAWANG,27.662,91.95,0,11.5,-100,NR,260.8,676.6,-61,LD,EXACT,1.0
12,ARUNACHAL PRADESH,TIRAP,27.028,95.532,13.9,13.1,6,N,1556.5,1390.2,12,N,EXACT,1.0
13,ARUNACHAL PRADESH,UPPER SIANG,28.834,94.915,14.3,14.4,-1,N,877.5,1138.3,-23,D,EXACT,1.0
14,ARUNACHAL PRADESH,UPPER SUBANSIRI,28.291,93.933,0,9.6,-100,NR,269.1,649.4,-59,D,EXACT,1.0
15,ARUNACHAL PRADESH,WEST KAMENG,27.298,92.39,3.7,11.5,-68,LD,355.1,1192.7,-70,LD,EXACT,1.0
16,ARUNACHAL PRADESH,WEST SIANG,28.159,94.625,23.8,20.7,15,N,519.5,1403.4,-63,LD,EXACT,1.0
1,ASSAM,BAJALI,26.47,91.0,11.5,13,-12,N,891,1536.1,-42,D,EXACT,1.0
2,ASSAM,BAKSA,26.661,91.353,29.6,11.4,159,LE,932.7,1123.4,-17,N,EXACT,1.0
3,ASSAM,BARPETA,26.34,91.005,14.1,13,8,N,1072.5,1536.1,-30,D,EXACT,1.0
4,ASSAM,BISWANATH,26.829,93.383,,10.2,,ND,,1055.1,,ND,EXACT,1.0
5,ASSAM,BONGAIGAON,26.36,90.62,23.5,23,2,N,755.4,1723.2,-56,D,EXACT,1.0
6,ASSAM,CACHAR,24.813,92.855,8.9,13,-31,D,1231.2,1271.9,-3,N,EXACT,1.0
7,ASSAM,CHARAIDEO,27.063,95.046,28,8.1,246,LE,984,706.7,39,E,EXACT,1.0
8,ASSAM,CHIRANG,26.66,90.599,11.2,17.6,-36,D,1047.3,1702.1,-38,D,EXACT,1.0
9,ASSAM,DARRANG,26.448,92.029,20.2,10,102,LE,513.8,940.5,-45,D,EXACT,1.0
10,ASSAM,DHEMAJI,27.59,94.775,32.8,9.5,245,LE,1626.9,1437.6,13,N,EXACT,1.0
11,ASSAM,DHUBRI,26.01,90.033,14.1,13.3,6,N,1022.9,1544.6,-34,D,EXACT,1.0
