S.No,STATE,DISTRICT,Lat,Lon,ACTUAL_1,NORMAL_1,PCTDEP_1,CAT_1,ACTUAL_2,NORMAL_2,PCTDEP_2,CAT_2,match_type,match_score
1,ANDAMAN & NICOBAR ISLANDS,NICOBAR,7.507,93.597,9.4,10.1,-7,N,323.3,594.1,-46,D,EXACT,1.0
2,ANDAMAN & NICOBAR ISLANDS,NORTH & MIDDLE ANDAMAN,12.833,92.863,30.2,17.3,75,LE,1401.9,1033,36,E,EXACT,1.0
3,ANDAMAN & NICOBAR ISLANDS,SOUTH ANDAMAN,11.508,92.644,22.7,12.2,86,LE,761.3,885.7,-14,N,EXACT,1.0
1,ARUNACHAL PRADESH,ANJAW,28.066,96.825,0,6.5,-100,NR,118.9,1022.8,-88,LD,EXACT,1.0
2,ARUNACHAL PRADESH,CHANGLANG,27.363,96.341,0,7.7,-100,NR,684.1,834,-18,N,EXACT,1.0
3,ARUNACHAL PRADESH,DIBANG VALLEY,28.7,95.88,,5.5,,ND,,776.9,,ND,EXACT,1.0
4,ARUNACHAL PRADESH,EAST KAMENG,27.586,92.923,2.1,8,-74,LD,983.4,749,31,E,EXACT,1.0
5,ARUNACHAL PRADESH,EAST SIANG,28.044,95.355,0,18.2,-100,NR,1656.4,2022,-18,N,EXACT,1.0
6,ARUNACHAL PRADESH,KURUNG KUMEY,28.014,93.202,0,2.9,-100,NR,368.4,709.8,-48,D,EXACT,1.0
7,ARUNACHAL PRADESH,LOHIT,27.906,96.276,0,12.8,-100,NR,657.4,996.4,-34,D,EXACT,1.0
8,ARUNACHAL PRADESH,LOWER DIBANG VALLEY,28.25,95.84,,11.4,,ND,,1485.9,,ND,EXACT,1.0
9,ARUNACHAL PRADESH,LOWER SUBANSIRI,27.562,93.787,0.6,15.9,-96,LD,281.1,458.4,-39,D,EXACT,1.0
10,ARUNACHAL PRADESH,PAPUMPARA,27.29,93.593,0,12.1,-100,NR,1242.6,1424.7,-13,N,EXACT,1.0
11,ARUNACHAL PRADESH,TAWANG,27.662,91.95,3.6,7.7,-53,D,206.2,584.7,-65,LD,EXACT,1.0
12,ARUNACHAL PRADESH,TIRAP,27.028,95.532,0,9.5,-100,NR,1381.7,1242.4,11,N,EXACT,1.0
13,ARUNACHAL PRADESH,UPPER SIANG,28.834,94.915,0.4,1.9,-79,LD,817.3,1035.6,-21,D,EXACT,1.0
14,ARUNACHAL PRADESH,UPPER SUBANSIRI,28.291,93.933,0,2.5,-100,NR,264.1,578,-54,D,EXACT,1.0
15,ARUNACHAL PRADESH,WEST KAMENG,27.298,92.39,9.6,13.4,-29,D,327.6,1043.6,-69,LD,EXACT,1.0
16,ARUNACHAL PRADESH,WEST SIANG,28.159,94.625,0,15.1,-100,NR,478.3,1256.4,-62,LD,EXACT,1.0
1,ASSAM,BAJALI,26.47,91.0,1.5,10.9,-86,LD,865.5,1398.8,-38,D,EXACT,1.0
2,ASSAM,BAKSA,26.661,91.353,11.1,6.6,68,LE,877.9,1027.2,-15,N,EXACT,1.0
3,ASSAM,BARPETA,26.34,91.005,1.1,10.9,-90,LD,1025.5,1398.8,-27,D,EXACT,1.0
4,ASSAM,BISWANATH,26.829,93.383,,1.9,,ND,,912.1,,ND,EXACT,1.0
5,ASSAM,BONGAIGAON,26.36,90.62,0,12.6,-100,NR,707.6,1559,-55,D,EXACT,1.0
6,ASSAM,CACHAR,24.813,92.855,4.3,10.2,-57,D,1106.6,1111.9,0,N,EXACT,1.0
7,ASSAM,CHARAIDEO,27.063,95.046,0,5.9,-100,NR,829,577.3,44,E,EXACT,1.0
8,ASSAM,CHIRANG,26.66,90.599,1,12.7,-92,LD,957.8,1526.5,-37,D,EXACT,1.0
9,ASSAM,DARRANG,26.448,92.029,0,5.9,-100,NR,477.1,830.1,-43,D,EXACT,1.0
10,ASSAM,DHEMAJI,27.59,94.775,0,8.6,-100,NR,1475.1,1260,17,N,EXACT,1.0
