S.No,STATE,DISTRICT,Lat,Lon,ACTUAL_1,NORMAL_1,PCTDEP_1,CAT_1,ACTUAL_2,NORMAL_2,PCTDEP_2,CAT_2,match_type,match_score
1,ANDAMAN & NICOBAR ISLANDS,NICOBAR,7.507,93.597,2.5,11.1,-77,LD,235.6,497.6,-53,D,EXACT,1.0
2,ANDAMAN & NICOBAR ISLANDS,NORTH & MIDDLE ANDAMAN,12.833,92.863,2.7,18.1,-85,LD,1209.3,848.7,42,E,EXACT,1.0
3,ANDAMAN & NICOBAR ISLANDS,SOUTH ANDAMAN,11.508,92.644,2.7,14.8,-82,LD,633.6,741.9,-15,N,EXACT,1.0
1,ARUNACHAL PRADESH,ANJAW,28.066,96.825,2.5,26.1,-91,LD,103.4,859,-88,LD,EXACT,1.0
2,ARUNACHAL PRADESH,CHANGLANG,27.363,96.341,15.9,8.2,93,LE,603.1,719.8,-16,N,EXACT,1.0
3,ARUNACHAL PRADESH,DIBANG VALLEY,28.7,95.88,,8.2,,ND,,693.2,,ND,EXACT,1.0
4,ARUNACHAL PRADESH,EAST KAMENG,27.586,92.923,0,6.5,-100,NR,836,639.9,31,E,EXACT,1.0
5,ARUNACHAL PRADESH,EAST SIANG,28.044,95.355,0,31.1,-100,NR,1466.1,1730.4,-15,N,EXACT,1.0
6,ARUNACHAL PRADESH,KURUNG KUMEY,28.014,93.202,14.8,23.1,-36,D,269.9,583,-54,D,EXACT,1.0
7,ARUNACHAL PRADESH,LOHIT,27.906,96.276,0.3,15,-98,LD,552.5,850.7,-35,D,EXACT,1.0
8,ARUNACHAL PRADESH,LOWER DIBANG VALLEY,28.25,95.84,,24.3,,ND,,1309,,ND,EXACT,1.0
9,ARUNACHAL PRADESH,LOWER SUBANSIRI,27.562,93.787,2.2,7.6,-71,LD,215.8,347.7,-38,D,EXACT,1.0
10,ARUNACHAL PRADESH,PAPUMPARA,27.29,93.593,0,12.6,-100,NR,929.2,1219.7,-24,D,EXACT,1.0
11,ARUNACHAL PRADESH,TAWANG,27.662,91.95,0.6,8.1,-93,LD,148.3,488,-70,LD,EXACT,1.0
12,ARUNACHAL PRADESH,TIRAP,27.028,95.532,13,23,-43,D,1175.9,1056.1,11,N,EXACT,1.0
13,ARUNACHAL PRADESH,UPPER SIANG,28.834,94.915,2,6.9,-71,LD,720.1,945.1,-24,D,EXACT,1.0
14,ARUNACHAL PRADESH,UPPER SUBANSIRI,28.291,93.933,0,9.7,-100,NR,214.4,507.2,-58,D,EXACT,1.0
15,ARUNACHAL PRADESH,WEST KAMENG,27.298,92.39,2.2,13.4,-84,LD,241.5,876.1,-72,LD,EXACT,1.0
16,ARUNACHAL PRADESH,WEST SIANG,28.159,94.625,0,21.9,-100,NR,370.2,1051.7,-65,LD,EXACT,1.0
1,ASSAM,BAJALI,26.47,91.0,0,15.6,-100,NR,667,1249.5,-47,D,EXACT,1.0
2,ASSAM,BAKSA,26.661,91.353,0.3,13.7,-98,LD,716.2,900.5,-20,D,EXACT,1.0
3,ASSAM,BARPETA,26.34,91.005,2.6,15.6,-83,LD,799,1249.5,-36,D,EXACT,1.0
4,ASSAM,BISWANATH,26.829,93.383,,8.3,,ND,,757,,ND,EXACT,1.0
5,ASSAM,BONGAIGAON,26.36,90.62,0,6.8,-100,NR,618.2,1382.9,-55,D,EXACT,1.0
6,ASSAM,CACHAR,24.813,92.855,0.1,17.4,-99,LD,872.1,933,-7,N,EXACT,1.0
7,ASSAM,CHARAIDEO,27.063,95.046,2,13.7,-85,LD,683,486.9,40,E,EXACT,1.0
8,ASSAM,CHIRANG,26.66,90.599,0,21,-100,NR,798,1346.2,-41,D,EXACT,1.0
9,ASSAM,DARRANG,26.448,92.029,0,6.8,-100,NR,379.3,735.7,-48,D,EXACT,1.0
10,ASSAM,DHEMAJI,27.59,94.775,0,20.6,-100,NR,1269.7,1089.2,17,N,EXACT,1.0
11,ASSAM,DHUBRI,26.01,90.033,2.9,18.8,-84,LD,816.9,1207.6,-32,D,EXACT,1.0
12,ASSAM,DIBRUGARH,27.367,95.053,2,14.5,-86,LD,682,766.4,-11,N,EXACT,1.0
13,ASSAM,DIMA HASAO,25.378,93.031,0,13.2,-100,NR,209.8,585.3,-64,LD,EXACT,1.0
14,ASSAM,GOALPARA,26.052,90.605,0.1,18.5,-99,LD,467.8,1130.4,-59,D,EXACT,1.0
15,ASSAM,GOLAGHAT,26.475,93.835,0.2,9.4,-97,LD,401.9,519.5,-23,D,EXACT,1.0
16,ASSAM,HAILAKANDI,24.498,92.588,9.9,16.1,-39,D,634.3,789.5,-20,D,EXACT,1.0
17,ASSAM,HOJAI,25.978,92.98,0,8.5,-100,NR,206.2,358.1,-42,D,EXACT,1.0
18,ASSAM,JORHAT,26.711,94.264,0.5,8.3,-94,LD,442.6,613.4,-28,D,EXACT,1.0
19,ASSAM,KAMRUP METROPOLITAN,26.13,91.888,1,9.2,-89,LD,443.2,575.6,-23,D,EXACT,1.0
20,ASSAM,KAMRUP RURAL,26.1,91.415,0,7.4,-100,NR,230.8,710.9,-68,LD,EXACT,1.0
21,ASSAM,KARBI ANGLONG,26.157,93.405,0,8.5,-100,NR,264.9,396.4,-33,D,EXACT,1.0
22,ASSAM,KOKRAJHAR,26.494,90.117,0,16.3,-100,NR,1446.1,1486.8,-3,N,EXACT,1.0
23,ASSAM,LAKHIMPUR,27.174,94.141,0,20.1,-100,NR,1186.3,1044.8,14,N,EXACT,1.0
24,ASSAM,MAJULI,26.999,94.292,,8.3,,ND,545,613.4,-11,N,EXACT,1.0
25,ASSAM,MORIGAON,26.282,92.284,0,8.3,-100,NR,298.4,552.7,-46,D,EXACT,1.0
26,ASSAM,NAGAON,26.362,92.754,2.3,8.8,-74,LD,186.3,510.9,-64,LD,EXACT,1.0
27,ASSAM,NALBARI,26.371,91.382,0.3,13.5,-98,LD,353.9,899.1,-61,LD,EXACT,1.0
28,ASSAM,SIBSAGAR,26.97,94.66,0,12.5,-100,NR,399.8,601.7,-34,D,EXACT,1.0
29,ASSAM,SONITPUR,26.757,92.699,0,11.1,-100,NR,512.1,610.1,-16,N,EXACT,1.0
30,ASSAM,SOUTH SALMARA,25.918,89.962,,18.8,,ND,,1207.6,,ND,EXACT,1.0
31,ASSAM,SRIBHUMI,24.868637,92.360548,0.6,17.3,-97,LD,985.2,1162,-15,N,EXACT,1.0
32,ASSAM,TAMULPUR,26.69,91.1,6.3,7.6,-18,N,717.1,804,-11,N,EXACT,1.0
33,ASSAM,TINSUKIA,27.58,95.62,0.6,14.3,-96,LD,757.5,741.7,2,N,EXACT,1.0
34,ASSAM,UDALGURI,26.73,92.032,0,8.9,-100,NR,326.6,818,-60,LD,EXACT,1.0
35,ASSAM,WEST KARBI ANGLONG,25.85,92.533,0,6.3,-100,NR,211.2,344,-39,D,EXACT,1.0
1,MEGHALAYA,EAST GARO HILLS,25.624,90.631,0,14.5,-100,NR,441.7,1006.1,-56,D,EXACT,1.0
2,MEGHALAYA,EAST JAINTIA HILLS,25.258,92.469,0.3,39.8,-99,LD,889.5,2499.5,-64,LD,EXACT,1.0
3,MEGHALAYA,EAST KHASI HILLS,25.381,91.797,1.3,41.3,-97,LD,1357,2524.4,-46,D,EXACT,1.0
4,MEGHALAYA,NORTH GARO HILLS,25.856,90.665,0.1,21.3,-99,LD,368.3,976.6,-62,LD,EXACT,1.0
5,MEGHALAYA,RI BHOI,25.871,91.886,0.1,13,-99,LD,423.1,729.4,-42,D,EXACT,1.0
6,MEGHALAYA,SOUTH GARO HILLS,25.302,90.582,1,21.3,-96,LD,509.8,976.6,-48,D,EXACT,1.0
7,MEGHALAYA,SOUTH WEST GARO HILLS,25.446,89.993,0,21.3,-100,NR,485.4,976.6,-50,D,EXACT,1.0
8,MEGHALAYA,SOUTH WEST KHASI HILLS,25.321,91.243,2.7,21.3,-87,LD,1864.9,976.6,91,LE,EXACT,1.0
9,MEGHALAYA,WEST GARO HILLS,25.653,90.196,0.1,15.8,-99,LD,334.1,968.9,-66,LD,EXACT,1.0
10,MEGHALAYA,WEST JAINTIA HILLS,25.483,92.285,0.4,39.8,-99,LD,594.8,2499.5,-76,LD,EXACT,1.0
11,MEGHALAYA,WEST KHASI HILLS,25.605,91.263,5.9,34.6,-83,LD,463.4,1462,-68,LD,EXACT,1.0
1,MIZORAM,AIZAWL,23.836,92.824,3.4,13.7,-75,LD,609.7,726.4,-16,N,EXACT,1.0
2,MIZORAM,CHAMPHAI,23.425,93.304,13.5,9.2,47,E,498.4,604.5,-18,N,EXACT,1.0
3,MIZORAM,KOLASIB,24.158,92.727,15.4,8.6,79,LE,595.2,777.8,-23,D,EXACT,1.0
4,MIZORAM,LAWNGTLAI,22.434,92.769,7.5,19.6,-62,LD,738.9,853,-13,N,EXACT,1.0
5,MIZORAM,LUNGLEI,22.968,92.643,0.9,12,-93,LD,669,835,-20,D,EXACT,1.0
6,MIZORAM,MAMIT,23.753,92.463,1.4,12.4,-89,LD,398.9,706,-43,D,EXACT,1.0
7,MIZORAM,SAIHA,22.291,93.001,1.7,15.2,-89,LD,548.4,870.7,-37,D,EXACT,1.0
8,MIZORAM,SERCHHIP,23.299,92.934,2.4,10,-76,LD,769.6,749.6,3,N,EXACT,1.0
1,MANIPUR,BISHNUPUR,24.538,93.799,0,12,-100,NR,263.2,580.2,-55,D,EXACT,1.0
2,MANIPUR,CHANDEL,24.14,94.014,0,12,-100,NR,320.2,580.2,-45,D,EXACT,1.0
3,MANIPUR,CHURACHANDPUR,24.28,93.603,0.5,12,-96,LD,111.5,580.2,-81,LD,EXACT,1.0
4,MANIPUR,IMPHAL EAST,24.826,94.009,0.1,5.5,-98,LD,341.5,388,-12,N,EXACT,1.0
5,MANIPUR,IMPHAL WEST,24.772,93.868,0.7,15.8,-96,LD,421.9,860.4,-51,D,EXACT,1.0
6,MANIPUR,SENAPATI,25.398,94.127,0,3,-100,NR,418.4,361.9,16,N,EXACT,1.0
7,MANIPUR,TAMENGLONG,25.047,93.556,2.1,27.9,-92,LD,1117.5,2404.5,-54,D,EXACT,1.0
8,MANIPUR,THOUBAL,24.621,94.012,0.2,5.5,-96,LD,158.1,388,-59,D,EXACT,1.0
9,MANIPUR,UKHRUL,25.23,94.427,4.6,10.4,-56,D,474.1,563.9,-16,N,EXACT,1.0
1,TRIPURA,DHALAI,23.839,91.92,0.6,9.4,-93,LD,712.5,678.9,5,N,EXACT,1.0
2,TRIPURA,GOMATI,23.53,91.619,3.3,10.7,-69,LD,592.7,751.1,-21,D,EXACT,1.0
3,TRIPURA,KHOWAI,23.947,91.655,0,10,-99,LD,746.6,690.5,8,N,EXACT,1.0
4,TRIPURA,NORTH TRIPURA,24.095,92.209,2.1,10.9,-81,LD,627.7,683.4,-8,N,EXACT,1.0
5,TRIPURA,SIPAHIJALA,23.587,91.33,1.6,11.8,-87,LD,608.5,711.4,-14,N,EXACT,1.0
6,TRIPURA,SOUTH TRIPURA,23.192,91.588,6.7,11.2,-41,D,678,933.7,-27,D,EXACT,1.0
7,TRIPURA,UNAKOTI,24.193,92.04,2,6.8,-71,LD,802.6,732.2,10,N,EXACT,1.0
8,TRIPURA,WEST TRIPURA,23.888,91.397,0.2,10.1,-98,LD,725.1,643.2,13,N,EXACT,1.0
1,NAGALAND,DIMAPUR,25.776,93.795,4.6,8.5,-46,D,240.8,372.8,-35,D,EXACT,1.0
2,NAGALAND,KIPHIRE,25.847,94.824,0,5.6,-100,NR,353.6,293,21,E,EXACT,1.0
3,NAGALAND,KOHIMA,25.77,94.11,6.1,9,-32,D,533.1,557.5,-4,N,EXACT,1.0
4,NAGALAND,LONGLENG,26.559,94.798,,7.9,,ND,,539.6,,ND,EXACT,1.0
5,NAGALAND,MOKOKCHUNG,26.472,94.529,8.7,13.7,-37,D,786.3,675,16,N,EXACT,1.0
6,NAGALAND,MON,26.684,95.018,5.6,12.9,-57,D,258.6,576.8,-55,D,EXACT,1.0
7,NAGALAND,PEREN,25.493,93.615,0.9,11.7,-92,LD,341.5,416.1,-18,N,EXACT,1.0
8,NAGALAND,PHEK,25.649,94.532,0,8.1,-100,NR,257.6,407.9,-37,D,EXACT,1.0
9,NAGALAND,TUENSANG,26.177,94.887,,7.9,,ND,,539.6,,ND,EXACT,1.0
10,NAGALAND,WOKHA,26.196,94.198,0.6,7.4,-91,LD,507.5,598.2,-15,N,EXACT,1.0
11,NAGALAND,ZUNHEBOTO,26.003,94.486,0,7.7,-100,NR,857.8,531,62,LE,EXACT,1.0
1,WEST BENGAL,ALIPURDUAR,26.631,89.457,5,25,-80,LD,1666.4,1615.6,3,N,EXACT,1.0
2,WEST BENGAL,COOCH BEHAR,26.292,89.346,0.7,19.3,-96,LD,1252.3,1214.6,3,N,EXACT,1.0
3,WEST BENGAL,DARJEELING,26.853,88.263,5.8,26,-78,LD,1339.3,1383.3,-3,N,FUZZY,0.842
4,WEST BENGAL,JALPAIGURI,26.681,88.761,7.9,28,-72,LD,1336.9,1517.4,-12,N,EXACT,1.0
5,WEST BENGAL,KALIMPONG,27.033,88.629,8.3,24.7,-66,LD,1092,1197.5,-9,N,EXACT,1.0
6,WEST BENGAL,MALDA,25.142,88.089,0.2,6.9,-97,LD,485.9,519.3,-6,N,FUZZY,0.909
7,WEST BENGAL,NORTH DINAJPUR,25.889,87.998,0,7.8,-100,NR,550.6,716.8,-23,D,EXACT,1.0
8,WEST BENGAL,SOUTH DINAJPUR,25.367,88.575,0,14.6,-100,NR,549.2,530.9,3,N,EXACT,1.0
1,SIKKIM,GANGTOK,27.292,88.671,3.5,24.6,-86,LD,1062.7,1098.8,-3,N,EXACT,1.0
2,SIKKIM,GYALSHING,27.349,88.175,3.5,24.3,-86,LD,1175.5,861.4,36,E,EXACT,1.0
3,SIKKIM,MANGAN,27.744,88.528,7.8,13.3,-41,D,745.9,763.6,-2,N,EXACT,1.0
4,SIKKIM,NAMCHI,27.287,88.383,21.3,17.1,25,E,1075.1,812.6,32,E,EXACT,1.0
5,SIKKIM,Pakyong,27.23,88.6,7.4,16.8,-56,D,950.7,786,21,E,EXACT,1.0
6,SIKKIM,Soreng,27.17,88.25,0.5,24.3,-98,LD,1158.5,861.4,34,E,EXACT,1.0
1,WEST BENGAL,BANKURA,23.139,87.136,7.6,13.4,-43,D,521.8,524.3,0,N,EXACT,1.0
2,WEST BENGAL,BIRBHUM,23.955,87.663,7.2,13.8,-48,D,349.7,522.2,-33,D,EXACT,1.0
3,WEST BENGAL,EAST MIDNAPORE,22.032,87.772,12,8.6,40,E,716.5,542.1,32,E,EXACT,1.0
4,WEST BENGAL,HOOGHLY,22.884,88.072,1.8,9.3,-81,LD,496,484.6,2,N,EXACT,1.0
5,WEST BENGAL,HOWRAH,22.524,88.064,1,11.7,-91,LD,631.8,513.5,23,E,EXACT,1.0
6,WEST BENGAL,JHARGRAM,22.363,86.956,2.5,11.2,-77,LD,429.4,515,-17,N,EXACT,1.0
7,WEST BENGAL,KOLKATA,22.559,88.344,0.1,11.2,-99,LD,667.6,589.1,13,N,EXACT,1.0
8,WEST BENGAL,MURSHIDABAD,24.171,88.229,3.8,13.7,-72,LD,344.5,474.3,-27,D,EXACT,1.0
9,WEST BENGAL,NADIA,23.479,88.517,2.5,11.6,-78,LD,376.2,460.4,-18,N,EXACT,1.0
10,WEST BENGAL,NORTH 24 PARGANAS,22.727,88.731,2.3,9.9,-77,LD,710.3,535,33,E,EXACT,1.0
11,WEST BENGAL,PASCHIM BARDHAMAN,23.661,87.16,11.5,10.8,7,N,439.6,489,-10,N,EXACT,1.0
12,WEST BENGAL,PURBA BARDHAMAN,23.36,87.947,19.3,9.4,106,LE,478.1,466.1,3,N,EXACT,1.0
13,WEST BENGAL,PURULIA,23.277,86.421,27.2,10.4,162,LE,320.7,488.2,-34,D,EXACT,1.0
14,WEST BENGAL,SOUTH 24 PARGANAS,22.063,88.535,29.5,9.9,198,LE,716.4,650.9,10,N,EXACT,1.0
15,WEST BENGAL,WEST MIDNAPORE,22.439,87.417,1.4,11.2,-88,LD,740.1,515,44,E,EXACT,1.0
1,ODISHA,ANGUL,20.987,84.906,4.7,9.1,-49,D,583.2,467.2,25,E,EXACT,1.0
2,ODISHA,BALANGIR,20.589,83.172,0.9,7.8,-89,LD,627.4,463.3,35,E,EXACT,1.0
3,ODISHA,BALASORE,21.492,86.914,6.2,11.1,-44,D,559.6,495.5,13,N,EXACT,1.0
4,ODISHA,BARGARH,21.219,83.349,0.2,7.3,-98,LD,789.4,502.7,57,E,EXACT,1.0
5,ODISHA,BHADRAK,20.983,86.625,5.5,11.3,-51,D,560.7,433.3,29,E,EXACT,1.0
6,ODISHA,BOUDH,20.644,84.173,3.1,8.1,-62,LD,914,421.9,117,LE,EXACT,1.0
7,ODISHA,CUTTACK,20.453,85.697,7.7,11.4,-33,D,709.4,454.4,56,E,EXACT,1.0
8,ODISHA,DEOGARH,21.537,84.733,12,8.7,38,E,445.1,492.2,-10,N,EXACT,1.0
9,ODISHA,DHENKANAL,20.827,85.524,1.9,9.1,-80,LD,777,458.1,70,LE,EXACT,1.0
10,ODISHA,GAJAPATI,19.186,84.161,1.4,7,-80,LD,272,378.5,-28,D,EXACT,1.0
11,ODISHA,GANJAM,19.625,84.673,1.4,6.7,-80,LD,332.7,355.7,-6,N,EXACT,1.0
12,ODISHA,JAGATSINGHPUR,20.219,86.336,16.1,8,101,LE,629.8,384.4,64,LE,EXACT,1.0
13,ODISHA,JAJPUR,20.856,86.149,1.3,10.7,-88,LD,611.5,492.2,24,E,EXACT,1.0
14,ODISHA,JHARSUGUDA,21.806,83.948,2.5,8.5,-71,LD,536.8,500.2,7,N,EXACT,1.0
15,ODISHA,KALAHANDI,19.868,83.108,2.4,10.6,-77,LD,423.4,585.1,-28,D,EXACT,1.0
16,ODISHA,KANDHAMAL,20.128,84.046,2,7.8,-75,LD,686.3,454,51,E,EXACT,1.0
17,ODISHA,KENDRAPARA,20.553,86.612,7.2,10.3,-30,D,679.9,414.3,64,LE,EXACT,1.0
18,ODISHA,KEONJHARGARH,21.538,85.704,4.9,10.9,-55,D,636.8,483.6,32,E,EXACT,1.0
19,ODISHA,KHURDA,20.091,85.515,20.9,9.4,122,LE,549.8,435.8,26,E,EXACT,1.0
20,ODISHA,KORAPUT,18.814,82.718,0.4,11.3,-97,LD,461.2,495.5,-7,N,EXACT,1.0
21,ODISHA,MALKANGIRI,18.259,81.95,0.2,18.6,-99,LD,341.4,509.6,-33,D,EXACT,1.0
