State,District,Actual,Normal,Dept,Category,Cumulative_Actual,Cumulative_Normal,Cumulative_Dept,Cumulative_Category,Source_Page,SNo,Data_Date
WEST UTTAR PRADESH,HAMIRPUR,7.3,8.0,-8.0,N,276.5,237.9,16.0,N,10,15,2026-07-22
WEST UTTAR PRADESH,HAPUR,12.5,13.4,-7.0,N,169.0,243.0,-30.0,D,11,16,2026-07-22
WEST UTTAR PRADESH,HATHRAS,7.3,6.0,22.0,E,270.3,192.6,40.0,E,11,17,2026-07-22
WEST UTTAR PRADESH,JALAUN,0.8,9.9,-92.0,LD,161.4,213.0,-24.0,D,11,18,2026-07-22
WEST UTTAR PRADESH,JHANSI,8.5,10.1,-16.0,N,137.5,256.4,-46.0,D,11,19,2026-07-22
WEST UTTAR PRADESH,KASGANJ,0.7,5.6,-88.0,LD,196.3,229.0,-14.0,N,11,20,2026-07-22
WEST UTTAR PRADESH,LALITPUR,22.0,15.5,42.0,E,307.5,296.1,4.0,N,11,21,2026-07-22
WEST UTTAR PRADESH,MAHOBA,3.9,6.1,-37.0,D,134.3,195.2,-31.0,D,11,22,2026-07-22
WEST UTTAR PRADESH,MAINPURI,1.5,6.8,-78.0,LD,105.2,234.5,-55.0,D,11,23,2026-07-22
WEST UTTAR PRADESH,MATHURA,13.0,6.7,94.0,LE,141.0,179.4,-21.0,D,11,24,2026-07-22
WEST UTTAR PRADESH,MEERUT,13.7,9.2,49.0,E,486.5,228.2,113.0,LE,11,25,2026-07-22
WEST UTTAR PRADESH,MORADABAD,15.2,7.6,99.0,LE,258.8,325.3,-20.0,D,11,26,2026-07-22
WEST UTTAR PRADESH,MUZAFFARNAGAR,10.2,7.9,29.0,E,514.9,241.1,114.0,LE,11,27,2026-07-22
WEST UTTAR PRADESH,PILIBHIT,2.1,7.9,-73.0,LD,102.5,336.5,-70.0,LD,11,28,2026-07-22
WEST UTTAR PRADESH,RAMPUR,3.4,5.3,-35.0,D,221.8,244.9,-9.0,N,11,29,2026-07-22
WEST UTTAR PRADESH,SAHARANPUR,0.0,10.9,-100.0,NR,228.4,295.6,-23.0,D,11,30,2026-07-22
WEST UTTAR PRADESH,SAMBHAL,3.2,6.3,-50.0,D,430.4,247.2,74.0,LE,11,31,2026-07-22
WEST UTTAR PRADESH,SHAHJAHANPUR,0.2,7.3,-97.0,LD,299.7,301.1,0.0,N,11,32,2026-07-22
WEST UTTAR PRADESH,SHAMLI,4.9,6.0,-19.0,N,76.4,202.6,-62.0,LD,11,33,2026-07-22
EAST UTTAR PRADESH,AMBEDKAR NAGAR,1.6,6.2,-74.0,LD,230.9,345.6,-33.0,D,11,1,2026-07-22
EAST UTTAR PRADESH,AMETHI,4.9,6.4,-23.0,D,97.5,252.7,-61.0,LD,11,2,2026-07-22
EAST UTTAR PRADESH,AYODHYA,7.4,10.3,-28.0,D,243.2,336.9,-28.0,D,11,3,2026-07-22
EAST UTTAR PRADESH,AZAMGARH,2.6,7.8,-67.0,LD,225.5,330.7,-32.0,D,11,4,2026-07-22
EAST UTTAR PRADESH,BAHRAICH,2.6,9.7,-74.0,LD,393.2,419.2,-6.0,N,11,5,2026-07-22
EAST UTTAR PRADESH,BALLIA,0.0,5.9,-100.0,NR,328.0,301.6,9.0,N,11,6,2026-07-22
EAST UTTAR PRADESH,BALRAMPUR,3.4,12.5,-73.0,LD,332.6,330.6,1.0,N,11,7,2026-07-22
EAST UTTAR PRADESH,BANDA,6.5,5.7,15.0,N,232.2,273.8,-15.0,N,12,8,2026-07-22
EAST UTTAR PRADESH,BARABANKI,1.9,10.4,-82.0,LD,305.8,308.8,-1.0,N,12,9,2026-07-22
EAST UTTAR PRADESH,BASTI,4.4,7.2,-38.0,D,245.4,349.1,-30.0,D,12,10,2026-07-22
EAST UTTAR PRADESH,BHADOHI,5.7,11.8,-52.0,D,44.3,317.6,-86.0,LD,12,11,2026-07-22
EAST UTTAR PRADESH,CHANDAULI,0.0,7.5,-100.0,NR,220.0,255.8,-14.0,N,12,12,2026-07-22
EAST UTTAR PRADESH,CHITRAKOOT,34.3,5.5,523.0,LE,300.1,292.6,3.0,N,12,13,2026-07-22
EAST UTTAR PRADESH,DEORIA,0.0,3.9,-100.0,NR,115.0,342.6,-66.0,LD,12,14,2026-07-22
EAST UTTAR PRADESH,FARRUKHABAD,8.5,6.9,23.0,E,160.9,262.2,-39.0,D,12,15,2026-07-22
EAST UTTAR PRADESH,FATEHPUR,9.4,6.2,52.0,E,107.5,240.2,-55.0,D,12,16,2026-07-22
EAST UTTAR PRADESH,GHAZIPUR,0.0,7.0,-100.0,NR,171.7,289.7,-41.0,D,12,17,2026-07-22
EAST UTTAR PRADESH,GONDA,0.6,8.2,-93.0,LD,335.9,367.2,-9.0,N,12,18,2026-07-22
EAST UTTAR PRADESH,GORAKHPUR,0.4,7.8,-95.0,LD,480.6,509.7,-6.0,N,12,19,2026-07-22
EAST UTTAR PRADESH,HARDOI,7.9,9.7,-19.0,N,160.3,257.3,-38.0,D,12,20,2026-07-22
EAST UTTAR PRADESH,JAUNPUR,0.0,7.6,-100.0,NR,76.2,274.1,-72.0,LD,12,21,2026-07-22
EAST UTTAR PRADESH,KANNAUJ,8.9,4.8,84.0,LE,191.6,221.1,-13.0,N,12,22,2026-07-22
EAST UTTAR PRADESH,KANPUR CITY,13.0,6.6,96.0,LE,245.8,232.3,6.0,N,12,23,2026-07-22
EAST UTTAR PRADESH,KANPUR DEHAT,2.0,11.9,-83.0,LD,52.4,183.8,-71.0,LD,12,24,2026-07-22
EAST UTTAR PRADESH,KAUSHAMBI,6.0,4.1,46.0,E,55.5,204.3,-73.0,LD,12,25,2026-07-22
EAST UTTAR PRADESH,KHERI,0.0,11.1,-100.0,NR,381.1,381.5,0.0,N,12,26,2026-07-22
EAST UTTAR PRADESH,KUSHI NAGAR,0.0,4.1,-100.0,NR,138.3,321.3,-57.0,D,12,27,2026-07-22
EAST UTTAR PRADESH,LUCKNOW,8.9,5.7,57.0,E,159.1,249.5,-36.0,D,12,28,2026-07-22
EAST UTTAR PRADESH,MAHARAJGANJ,5.3,8.3,-36.0,D,448.4,413.7,8.0,N,12,29,2026-07-22
EAST UTTAR PRADESH,MAU,5.0,9.1,-45.0,D,139.0,325.7,-57.0,D,12,30,2026-07-22
EAST UTTAR PRADESH,MIRZAPUR,12.0,11.2,8.0,N,301.6,330.2,-9.0,N,12,31,2026-07-22
EAST UTTAR PRADESH,PRATAPGARH,7.0,7.2,-3.0,N,192.0,277.9,-31.0,D,12,32,2026-07-22
EAST UTTAR PRADESH,PRAYAGRAJ,12.9,5.9,119.0,LE,153.6,255.9,-40.0,D,12,33,2026-07-22
EAST UTTAR PRADESH,RAE BAREILLY,4.3,6.2,-31.0,D,75.1,154.1,-51.0,D,13,34,2026-07-22
EAST UTTAR PRADESH,SANT KABIR NAGAR,3.3,7.4,-56.0,D,250.9,459.7,-45.0,D,13,35,2026-07-22
EAST UTTAR PRADESH,SHRAWASTI,0.0,11.1,-100.0,NR,311.5,496.4,-37.0,D,13,36,2026-07-22
EAST UTTAR PRADESH,SIDDHARTH NAGAR,0.9,8.2,-89.0,LD,324.9,463.0,-30.0,D,13,37,2026-07-22
EAST UTTAR PRADESH,SITAPUR,4.3,9.1,-52.0,D,164.5,328.4,-50.0,D,13,38,2026-07-22
EAST UTTAR PRADESH,SONBHADRA,22.3,11.6,93.0,LE,242.2,335.1,-28.0,D,13,39,2026-07-22
EAST UTTAR PRADESH,SULTANPUR,0.4,6.8,-94.0,LD,276.0,316.4,-13.0,N,13,40,2026-07-22
EAST UTTAR PRADESH,UNNAO,7.0,7.8,-10.0,N,137.0,229.7,-40.0,D,13,41,2026-07-22
EAST UTTAR PRADESH,VARANASI,3.6,9.8,-63.0,LD,148.3,297.2,-50.0,D,13,42,2026-07-22
UTTARAKHAND,ALMORA,7.1,4.9,45.0,E,377.3,341.7,10.0,N,13,1,2026-07-22
UTTARAKHAND,BAGESHWAR,41.0,4.9,737.0,LE,762.7,341.7,123.0,LE,13,2,2026-07-22
UTTARAKHAND,CHAMOLI,32.1,9.8,228.0,LE,401.2,286.8,40.0,E,13,3,2026-07-22
UTTARAKHAND,CHAMPAWAT,9.9,14.7,-33.0,D,389.5,565.5,-31.0,D,13,4,2026-07-22
UTTARAKHAND,DEHRADUN,18.3,22.0,-17.0,N,522.5,567.2,-8.0,N,13,5,2026-07-22
UTTARAKHAND,GARHWAL PAURI,16.0,15.9,1.0,N,257.0,434.4,-41.0,D,13,6,2026-07-22
UTTARAKHAND,GARHWAL TEHRI,22.7,10.9,108.0,LE,505.6,346.4,46.0,E,13,7,2026-07-22
UTTARAKHAND,HARDWAR,0.0,9.2,-100.0,NR,409.0,363.4,13.0,N,13,8,2026-07-22
UTTARAKHAND,NAINITAL,3.5,12.7,-73.0,LD,464.2,700.5,-34.0,D,13,9,2026-07-22
UTTARAKHAND,PITHORAGARH,31.5,16.9,87.0,LE,538.3,623.7,-14.0,N,13,10,2026-07-22
UTTARAKHAND,RUDRAPRAYAG,28.8,24.3,19.0,N,458.8,595.6,-23.0,D,13,11,2026-07-22
UTTARAKHAND,UDHAM SINGH NAGAR,2.1,7.0,-70.0,LD,477.1,447.1,7.0,N,13,12,2026-07-22
UTTARAKHAND,UTTARKASHI,23.9,19.6,22.0,E,426.3,461.1,-8.0,N,13,13,2026-07-22
HARYANA,AMBALA,1.7,11.5,-85.0,LD,137.4,327.1,-58.0,D,13,1,2026-07-22
HARYANA,BHIWANI,16.3,6.3,159.0,LE,102.8,116.1,-11.0,N,14,2,2026-07-22
HARYANA,CHARKHI DADRI,39.0,4.0,875.0,LE,167.3,149.3,12.0,N,14,3,2026-07-22
HARYANA,FARIDABAD,6.1,5.3,16.0,N,269.6,175.2,54.0,E,14,4,2026-07-22
HARYANA,FATEHABAD,0.3,5.6,-95.0,LD,88.0,104.5,-16.0,N,14,5,2026-07-22
HARYANA,GURGAON,14.0,8.0,75.0,LE,158.1,177.6,-11.0,N,14,6,2026-07-22
HARYANA,HISAR,5.3,7.9,-33.0,D,83.5,120.6,-31.0,D,14,7,2026-07-22
HARYANA,JHAJJAR,15.4,4.3,258.0,LE,107.5,139.6,-23.0,D,14,8,2026-07-22
HARYANA,JIND,0.0,4.5,-100.0,NR,58.4,158.4,-63.0,LD,14,9,2026-07-22
HARYANA,KAITHAL,0.8,7.7,-89.0,LD,81.3,142.8,-43.0,D,14,10,2026-07-22
HARYANA,KARNAL,2.9,7.9,-64.0,LD,189.0,214.9,-12.0,N,14,11,2026-07-22
HARYANA,KURUKSHETRA,2.6,8.0,-67.0,LD,180.0,164.5,9.0,N,14,12,2026-07-22
HARYANA,MAHENDRAGARH,31.4,6.4,391.0,LE,168.9,162.3,4.0,N,14,13,2026-07-22
HARYANA,NUH,12.7,6.2,105.0,LE,110.4,154.4,-28.0,D,14,14,2026-07-22
HARYANA,PALWAL,23.9,5.1,369.0,LE,168.0,130.1,29.0,E,14,15,2026-07-22
HARYANA,PANCHKULA,3.2,8.2,-61.0,LD,158.8,302.8,-48.0,D,14,16,2026-07-22
HARYANA,PANIPAT,7.8,8.4,-7.0,N,111.8,163.4,-32.0,D,14,17,2026-07-22
HARYANA,REWARI,29.4,6.8,332.0,LE,164.3,161.1,2.0,N,14,18,2026-07-22
HARYANA,ROHTAK,3.6,6.5,-45.0,D,61.6,175.4,-65.0,LD,14,19,2026-07-22
HARYANA,SIRSA,2.7,5.4,-51.0,D,39.0,96.3,-59.0,D,14,20,2026-07-22
HARYANA,SONEPAT,1.7,9.3,-82.0,LD,108.7,173.4,-37.0,D,14,21,2026-07-22
HARYANA,YAMUNA NAGAR,0.4,13.1,-97.0,LD,318.3,343.8,-7.0,N,14,22,2026-07-22
DELHI (UT),CENTRAL DELHI,0.2,9.6,-98.0,LD,259.6,232.1,12.0,N,14,1,2026-07-22
DELHI (UT),EAST DELHI,9.6,,,,283.5,232.1,22.0,E,14,2,2026-07-22
DELHI (UT),NEW DELHI,10.9,9.0,21.0,E,164.0,217.5,-25.0,D,14,3,2026-07-22
DELHI (UT),NORTH DELHI,7.4,,,,204.5,,,,14,4,2026-07-22
DELHI (UT),NORTH EAST DELHI,13.2,9.6,38.0,E,266.5,232.1,15.0,N,15,5,2026-07-22
DELHI (UT),NORTH WEST DELHI,2.3,14.3,-84.0,LD,96.8,152.4,-37.0,D,15,6,2026-07-22
DELHI (UT),SOUTH DELHI,17.9,9.6,86.0,LE,190.5,232.1,-18.0,N,15,7,2026-07-22
DELHI (UT),SOUTH EAST DELHI,10.9,9.6,14.0,N,199.8,232.1,-14.0,N,15,8,2026-07-22
DELHI (UT),SOUTH WEST DELHI,8.3,10.0,-17.0,N,136.1,203.5,-33.0,D,15,9,2026-07-22
DELHI (UT),WEST DELHI,11.8,8.4,40.0,E,212.5,219.5,-3.0,N,15,10,2026-07-22
CHANDIGARH (UT),CHANDIGARH,4.4,10.6,-59.0,D,243.9,344.0,-29.0,D,15,1,2026-07-22
PUNJAB,AMRITSAR,46.4,4.6,909.0,LE,166.7,162.8,2.0,N,15,1,2026-07-22
PUNJAB,BARNALA,0.0,4.2,-100.0,NR,35.4,143.5,-75.0,LD,15,2,2026-07-22
PUNJAB,BHATINDA,0.0,5.1,-100.0,NR,47.1,116.8,-60.0,LD,15,3,2026-07-22
PUNJAB,FARIDKOT,0.0,4.9,-100.0,NR,147.4,129.7,14.0,N,15,4,2026-07-22
PUNJAB,FATEHGARH SAHIB,2.0,5.9,-66.0,LD,63.1,190.7,-67.0,LD,15,5,2026-07-22
PUNJAB,FAZILKA,1.3,6.5,-79.0,LD,44.0,99.8,-56.0,D,15,6,2026-07-22
PUNJAB,FEROZEPUR,0.1,3.7,-97.0,LD,94.5,100.6,-6.0,N,15,7,2026-07-22
PUNJAB,GURDASPUR,46.5,6.9,574.0,LE,320.1,233.0,37.0,E,15,8,2026-07-22
PUNJAB,HOSHIARPUR,12.1,6.3,93.0,LE,45.4,232.8,-81.0,LD,15,9,2026-07-22
PUNJAB,JALANDHAR,5.4,5.3,1.0,N,149.2,196.9,-24.0,D,15,10,2026-07-22
PUNJAB,KAPURTHALA,1.6,7.2,-78.0,LD,84.4,170.0,-50.0,D,15,11,2026-07-22
PUNJAB,LUDHIANA,0.0,3.3,-100.0,NR,134.0,177.4,-24.0,D,15,12,2026-07-22
PUNJAB,MANSA,0.0,5.2,-100.0,NR,33.0,106.8,-69.0,LD,15,13,2026-07-22
PUNJAB,MOGA,0.0,2.6,-100.0,NR,83.7,109.3,-23.0,D,15,14,2026-07-22
PUNJAB,MUKTSAR,0.0,7.5,-100.0,NR,53.0,143.4,-63.0,LD,15,15,2026-07-22
PUNJAB,PATHANKOT,80.6,10.9,640.0,LE,451.2,328.0,38.0,E,15,16,2026-07-22
PUNJAB,PATIALA,2.2,7.5,-71.0,LD,104.5,201.6,-48.0,D,15,17,2026-07-22
PUNJAB,RUPNAGAR,20.7,10.1,105.0,LE,133.3,302.4,-56.0,D,16,18,2026-07-22
PUNJAB,SANGRUR,1.1,4.9,-78.0,LD,70.1,142.0,-51.0,D,16,19,2026-07-22
PUNJAB,SAS NAGAR (MOHALI),0.6,6.4,-91.0,LD,116.2,249.2,-53.0,D,16,20,2026-07-22
PUNJAB,SBS NAGAR,1.6,7.2,-78.0,LD,151.9,316.7,-52.0,D,16,21,2026-07-22
PUNJAB,TARN TARAN,6.7,3.4,97.0,LE,73.8,97.0,-24.0,D,16,22,2026-07-22
HIMACHAL PRADESH,BILASPUR,59.8,8.5,603.0,LE,243.7,285.8,-15.0,N,16,1,2026-07-22
HIMACHAL PRADESH,CHAMBA,12.2,13.0,-7.0,N,321.4,332.3,-3.0,N,16,2,2026-07-22
HIMACHAL PRADESH,HAMIRPUR,11.3,8.8,28.0,E,194.6,330.4,-41.0,D,16,3,2026-07-22
HIMACHAL PRADESH,KANGRA,18.3,16.3,13.0,N,466.5,568.5,-18.0,N,16,4,2026-07-22
HIMACHAL PRADESH,KINNAUR,4.1,3.6,14.0,N,113.6,88.7,28.0,E,16,5,2026-07-22
HIMACHAL PRADESH,KULLU,16.5,6.4,157.0,LE,195.2,212.1,-8.0,N,16,6,2026-07-22
HIMACHAL PRADESH,LAHAUL & SPITI,0.9,5.1,-82.0,LD,74.7,138.6,-46.0,D,16,7,2026-07-22
HIMACHAL PRADESH,MANDI,18.3,13.1,40.0,E,335.7,426.2,-21.0,D,16,8,2026-07-22
HIMACHAL PRADESH,SHIMLA,39.1,8.0,389.0,LE,344.2,255.8,35.0,E,16,9,2026-07-22
HIMACHAL PRADESH,SIRMAUR,27.0,18.6,45.0,E,514.4,477.6,8.0,N,16,10,2026-07-22
HIMACHAL PRADESH,SOLAN,18.7,9.9,88.0,LE,425.1,354.7,20.0,E,16,11,2026-07-22
HIMACHAL PRADESH,UNA,19.5,9.4,108.0,LE,296.1,334.8,-12.0,N,16,12,2026-07-22
JAMMU & KASHMIR (UT),ANANTNAG,14.4,3.7,289.0,LE,121.3,132.6,-8.0,N,16,1,2026-07-22
JAMMU & KASHMIR (UT),BADGAM,5.4,3.0,81.0,LE,56.0,78.2,-28.0,D,16,2,2026-07-22
JAMMU & KASHMIR (UT),BANDIPORA,5.3,2.1,150.0,LE,80.5,87.0,-8.0,N,16,3,2026-07-22
JAMMU & KASHMIR (UT),BARAMULA,40.7,2.1,1837.0,LE,154.1,91.9,68.0,LE,16,4,2026-07-22
JAMMU & KASHMIR (UT),DODA,30.7,4.7,552.0,LE,151.1,171.1,-12.0,N,16,5,2026-07-22
JAMMU & KASHMIR (UT),GANDERBAL,10.5,1.0,955.0,LE,172.0,121.8,41.0,E,16,6,2026-07-22
JAMMU & KASHMIR (UT),JAMMU,53.6,14.2,278.0,LE,304.7,313.3,-3.0,N,17,7,2026-07-22
JAMMU & KASHMIR (UT),KATHUA,145.6,21.7,571.0,LE,359.3,443.5,-19.0,N,17,8,2026-07-22
JAMMU & KASHMIR (UT),KISTWAR,15.0,4.7,219.0,LE,102.0,171.1,-40.0,D,17,9,2026-07-22
JAMMU & KASHMIR (UT),KULGAM,14.9,3.2,366.0,LE,65.6,136.7,-52.0,D,17,10,2026-07-22
JAMMU & KASHMIR (UT),KUPWARA,19.1,7.4,158.0,LE,128.6,106.9,20.0,E,17,11,2026-07-22
JAMMU & KASHMIR (UT),POONCH,44.3,9.3,376.0,LE,467.8,270.6,73.0,LE,17,12,2026-07-22
JAMMU & KASHMIR (UT),PULWAMA,10.8,2.6,317.0,LE,88.7,73.4,21.0,E,17,13,2026-07-22
JAMMU & KASHMIR (UT),RAJOURI,39.9,16.6,140.0,LE,392.4,242.5,62.0,LE,17,14,2026-07-22
JAMMU & KASHMIR (UT),RAMBAN,40.1,4.6,772.0,LE,194.4,166.6,17.0,N,17,15,2026-07-22
JAMMU & KASHMIR (UT),REASI,42.2,23.8,77.0,LE,468.0,470.1,0.0,N,17,16,2026-07-22
JAMMU & KASHMIR (UT),SAMBA,133.0,1.3,10131.0,LE,506.0,232.1,118.0,LE,17,17,2026-07-22
JAMMU & KASHMIR (UT),SHOPIAN,6.7,2.7,148.0,LE,35.1,101.6,-66.0,LD,17,18,2026-07-22
JAMMU & KASHMIR (UT),SRINAGAR,7.5,3.2,134.0,LE,109.9,94.8,16.0,N,17,19,2026-07-22
JAMMU & KASHMIR (UT),UDHAMPUR,112.6,17.6,540.0,LE,611.6,334.3,83.0,LE,17,20,2026-07-22
LADAKH (UT),KARGIL,0.5,0.0,4900.0,LE,5.6,5.2,0.0,N,17,1,2026-07-22
LADAKH (UT),LADAKH (LEH),3.7,0.9,307.0,LE,30.2,11.4,161.0,LE,17,2,2026-07-22
EAST RAJASTHAN,AJMER,8.0,7.3,9.0,N,128.9,168.1,-23.0,D,17,1,2026-07-22
EAST RAJASTHAN,ALWAR,15.8,6.6,139.0,LE,165.6,203.5,-19.0,N,17,2,2026-07-22
EAST RAJASTHAN,BANSWARA,1.2,10.3,-88.0,LD,117.9,285.9,-59.0,D,17,3,2026-07-22
EAST RAJASTHAN,BARAN,48.9,17.3,183.0,LE,267.8,307.4,-13.0,N,17,4,2026-07-22
EAST RAJASTHAN,BHARATPUR,11.0,8.8,25.0,E,212.9,199.7,7.0,N,17,5,2026-07-22
EAST RAJASTHAN,BHILWARA,15.8,9.9,59.0,E,178.4,213.0,-16.0,N,17,6,2026-07-22
EAST RAJASTHAN,BUNDI,35.8,12.1,196.0,LE,176.1,236.7,-26.0,D,17,7,2026-07-22
EAST RAJASTHAN,CHITTORGARH,7.5,10.0,-25.0,D,208.9,239.2,-13.0,N,18,8,2026-07-22
EAST RAJASTHAN,DAUSA,27.8,9.2,202.0,LE,194.6,228.5,-15.0,N,18,9,2026-07-22
EAST RAJASTHAN,DHOLPUR,6.3,8.0,-21.0,D,199.3,210.1,-5.0,N,18,10,2026-07-22
EAST RAJASTHAN,DUNGARPUR,0.6,8.6,-93.0,LD,143.3,244.4,-41.0,D,18,11,2026-07-22
EAST RAJASTHAN,JAIPUR,9.4,7.6,24.0,E,150.2,207.0,-27.0,D,18,12,2026-07-22
EAST RAJASTHAN,JHALAWAR,42.3,14.2,198.0,LE,230.3,299.3,-23.0,D,18,13,2026-07-22
EAST RAJASTHAN,JHUNJHUNU,12.5,6.6,90.0,LE,218.6,175.3,25.0,E,18,14,2026-07-22
EAST RAJASTHAN,KARAULI,20.2,11.5,75.0,LE,145.8,216.3,-33.0,D,18,15,2026-07-22
EAST RAJASTHAN,KOTA,46.9,16.6,182.0,LE,194.9,267.1,-27.0,D,18,16,2026-07-22
EAST RAJASTHAN,PRATAPGARH,0.8,8.4,-90.0,LD,256.2,290.6,-12.0,N,18,17,2026-07-22
EAST RAJASTHAN,RAJSAMAND,34.4,6.4,438.0,LE,166.3,193.9,-14.0,N,18,18,2026-07-22
EAST RAJASTHAN,SAWAI MADHOPUR,16.3,12.4,31.0,E,132.7,246.9,-46.0,D,18,19,2026-07-22
EAST RAJASTHAN,SIKAR,6.9,6.3,9.0,N,201.9,179.5,13.0,N,18,20,2026-07-22
EAST RAJASTHAN,SIROHI,0.3,9.1,-97.0,LD,111.3,279.0,-60.0,LD,18,21,2026-07-22
EAST RAJASTHAN,TONK,18.8,11.7,60.0,LE,196.9,207.0,-5.0,N,18,22,2026-07-22
EAST RAJASTHAN,UDAIPUR,8.6,6.7,28.0,E,137.5,214.1,-36.0,D,18,23,2026-07-22
WEST RAJASTHAN,BARMER,0.0,2.5,-100.0,NR,50.4,95.2,-47.0,D,18,1,2026-07-22
WEST RAJASTHAN,BIKANER,10.6,4.4,141.0,LE,115.0,104.7,10.0,N,18,2,2026-07-22
WEST RAJASTHAN,CHURU,8.2,7.4,10.0,N,156.5,150.1,4.0,N,18,3,2026-07-22
WEST RAJASTHAN,HANUMANGARH,3.3,5.0,-34.0,D,56.0,116.2,-52.0,D,18,4,2026-07-22
WEST RAJASTHAN,JAISALMER,0.0,2.1,-100.0,NR,27.0,65.0,-58.0,D,18,5,2026-07-22
WEST RAJASTHAN,JALORE,0.0,3.7,-100.0,NR,59.1,141.8,-58.0,D,18,6,2026-07-22
WEST RAJASTHAN,JODHPUR,6.4,4.5,42.0,E,62.9,108.3,-42.0,D,18,7,2026-07-22
WEST RAJASTHAN,NAGAUR,9.9,7.1,39.0,E,113.6,160.2,-29.0,D,18,8,2026-07-22
WEST RAJASTHAN,PALI,17.5,5.8,202.0,LE,83.5,171.1,-51.0,D,18,9,2026-07-22
WEST RAJASTHAN,SRI GANGANAGAR,1.4,4.5,-68.0,LD,60.8,85.5,-29.0,D,19,10,2026-07-22
WEST MADHYA PRADESH,AGAR-MALWA,16.8,8.8,91.0,LE,339.0,298.4,14.0,N,19,1,2026-07-22
WEST MADHYA PRADESH,ALIRAJPUR,2.2,10.2,-79.0,LD,70.0,308.1,-77.0,LD,19,2,2026-07-22
WEST MADHYA PRADESH,ASHOKNAGAR,13.3,12.0,10.0,N,291.3,321.7,-9.0,N,19,3,2026-07-22
WEST MADHYA PRADESH,BARWANI,10.8,8.0,35.0,E,217.7,248.6,-12.0,N,19,4,2026-07-22
WEST MADHYA PRADESH,BETUL,13.9,14.1,-2.0,N,323.6,386.8,-16.0,N,19,5,2026-07-22
WEST MADHYA PRADESH,BHIND,18.9,7.0,171.0,LE,273.0,215.3,27.0,E,19,6,2026-07-22
WEST MADHYA PRADESH,BHOPAL,47.8,16.0,199.0,LE,410.9,358.7,15.0,N,19,7,2026-07-22
WEST MADHYA PRADESH,BURHANPUR,13.5,8.0,69.0,LE,336.8,276.9,22.0,E,19,8,2026-07-22
WEST MADHYA PRADESH,DATIA,4.4,12.6,-65.0,LD,159.5,254.1,-37.0,D,19,9,2026-07-22
WEST MADHYA PRADESH,DEWAS,8.2,9.0,-9.0,N,468.6,314.6,49.0,E,19,10,2026-07-22
WEST MADHYA PRADESH,DHAR,5.0,9.4,-47.0,D,185.9,288.1,-35.0,D,19,11,2026-07-22
WEST MADHYA PRADESH,GUNA,57.6,15.9,262.0,LE,367.4,350.4,5.0,N,19,12,2026-07-22
WEST MADHYA PRADESH,GWALIOR,6.5,7.9,-18.0,N,213.5,232.6,-8.0,N,19,13,2026-07-22
WEST MADHYA PRADESH,HARDA,9.1,18.4,-51.0,D,370.7,375.0,-1.0,N,19,14,2026-07-22
WEST MADHYA PRADESH,INDORE,5.3,8.6,-39.0,D,361.8,297.2,22.0,E,19,15,2026-07-22
WEST MADHYA PRADESH,JHABUA,1.8,7.1,-75.0,LD,168.2,308.5,-45.0,D,19,16,2026-07-22
WEST MADHYA PRADESH,KHANDWA,7.8,10.1,-23.0,D,303.4,294.6,3.0,N,19,17,2026-07-22
WEST MADHYA PRADESH,KHARGONE,11.0,10.7,3.0,N,273.2,271.0,1.0,N,19,18,2026-07-22
WEST MADHYA PRADESH,MANDSAUR,16.8,12.2,38.0,E,275.5,274.7,0.0,N,19,19,2026-07-22
WEST MADHYA PRADESH,MORENA,0.0,8.2,-100.0,NR,143.3,222.9,-36.0,D,19,20,2026-07-22
WEST MADHYA PRADESH,NARMADAPURAM,51.6,20.2,155.0,LE,288.8,455.4,-37.0,D,19,21,2026-07-22
WEST MADHYA PRADESH,NEEMUCH,2.3,7.5,-70.0,LD,260.6,250.4,4.0,N,19,22,2026-07-22
WEST MADHYA PRADESH,RAISEN,48.4,13.8,251.0,LE,356.8,398.3,-10.0,N,19,23,2026-07-22
WEST MADHYA PRADESH,RAJGARH,45.6,11.7,290.0,LE,364.4,312.6,17.0,N,20,24,2026-07-22
WEST MADHYA PRADESH,RATLAM,5.1,11.6,-56.0,D,239.5,286.7,-16.0,N,20,25,2026-07-22
WEST MADHYA PRADESH,SEHORE,56.8,13.9,309.0,LE,431.4,371.9,16.0,N,20,26,2026-07-22
WEST MADHYA PRADESH,SHAJAPUR,22.0,15.4,43.0,E,285.1,307.1,-7.0,N,20,27,2026-07-22
WEST MADHYA PRADESH,SHEOPUR,18.4,10.4,77.0,LE,207.0,243.5,-15.0,N,20,28,2026-07-22
WEST MADHYA PRADESH,SHIVPURI,21.4,12.1,76.0,LE,204.1,295.1,-31.0,D,20,29,2026-07-22
WEST MADHYA PRADESH,UJJAIN,4.6,9.8,-53.0,D,304.5,305.3,0.0,N,20,30,2026-07-22
WEST MADHYA PRADESH,VIDISHA,20.0,13.9,44.0,E,321.0,384.0,-16.0,N,20,31,2026-07-22
EAST MADHYA PRADESH,ANUPPUR,18.3,10.2,80.0,LE,357.7,401.7,-11.0,N,20,1,2026-07-22
EAST MADHYA PRADESH,BALAGHAT,46.3,16.5,181.0,LE,443.9,490.3,-9.0,N,20,2,2026-07-22
EAST MADHYA PRADESH,CHHATARPUR,12.7,11.6,9.0,N,303.4,318.4,-5.0,N,20,3,2026-07-22
